,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccruedLiabilitiesCurrent,0.000,95295.000,12865.000,0.000,10183.000,14360.000,24648.000,31237.000,34511.000,34768.000,41692.000,40942.000,43326.000,8598.000
AdditionalPaidInCapital,22040.000,22040.000,171040.000,171040.000,171040.000,171040.000,171040.000,171040.000,171040.000,171040.000,171040.000,171040.000,171040.000,171040.000
Assets,0.000,95295.000,141109.000,122144.000,111619.000,96735.000,95392.000,96628.000,95449.000,95395.000,95341.000,95295.000,99695.000,3739.000
AssetsCurrent,0.000,0.000,45814.000,26849.000,16324.000,1440.000,97.000,1333.000,154.000,100.000,46.000,0.000,0.000,0.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,0.000,0.000,0.000,,,,,,,,,,,
BankOverdrafts,,,,,,,,,,,,8.000,,
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,45814.000,26849.000,16324.000,1440.000,97.000,1333.000,154.000,100.000,46.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,,,,,,0.001,,,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,,,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000
CommonStockSharesIssued,12430000.000,12430000.000,12430000.000,13430000.000,13430000.000,13430000.000,,,134300000.000,134300000.000,134300000.000,134300000.000,134300000.000,134300000.000
CommonStockValue,12430.000,12430.000,13430.000,13430.000,13430.000,13430.000,13430.000,13430.000,13430.000,13430.000,13430.000,13430.000,13430.000,13430.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,61480.000,,,,86303.000,,,
DeferredTaxAssetsNet,,,,,,,0.000,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,180824.000,,,,253834.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,61480.000,,,,86303.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,34470.000,34470.000,34470.000,34470.000,34470.000,34470.000,34470.000,34470.000,,
DueToOfficersOrStockholdersCurrent,,47490.000,42632.000,42632.000,42632.000,56663.000,67098.000,75269.000,82056.000,120747.000,123013.000,136063.000,141390.000,157133.000
ExplorationCostsCumulative,,,,,,25712.000,,,,,,,,
Liabilities,,142785.000,55497.000,42632.000,52815.000,71023.000,91746.000,106506.000,116567.000,155515.000,164705.000,177013.000,188216.000,165731.000
LiabilitiesAndStockholdersEquity,0.000,95295.000,141109.000,122144.000,111619.000,96735.000,95392.000,96628.000,95449.000,95395.000,95341.000,95295.000,99695.000,3739.000
LiabilitiesCurrent,11488.000,142785.000,55497.000,42632.000,52815.000,71023.000,91746.000,106506.000,116567.000,155515.000,164705.000,177013.000,188216.000,165731.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,0.000,0.000,,,,,,,,,,,
MineralPropertiesAccumulatedImpairment,,,,,,,,,,,0.000,,,
NotesPayableRelatedPartiesCurrent,11488.000,,,,,,,,,,,,,
OilAndGasPropertySuccessfulEffortMethodGross,,95295.000,95295.000,95295.000,95295.000,95295.000,95295.000,95295.000,95295.000,95295.000,95295.000,95295.000,99695.000,3739.000
PreferredStockParOrStatedValuePerShare,,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,,,,,5000000.000,5000000.000,,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,-45958.000,-81960.000,-98858.000,-104958.000,-91196.000,-124288.000,-146354.000,-159878.000,-171118.000,-210120.000,-219364.000,-231718.000,-272991.000,-346462.000
StockholdersEquity,-11488.000,-47490.000,85612.000,79512.000,58804.000,25712.000,3646.000,-9878.000,-21118.000,-60120.000,-69364.000,-81718.000,-88521.000,-161992.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,-47490.000,85612.000,79512.000,58804.000,25712.000,3646.000,-9878.000,-21118.000,-60120.000,-69364.000,-81718.000,-88521.000,-161992.000
