,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalOther,750000.000,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4233000.000,,,,8426000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,331069000.000,,,,-23594000.000,,,
ComprehensiveIncomeNetOfTax,,-12061000.000,-63356000.000,,-38055000.000,-42252000.000,-47811000.000,-52455000.000
DepreciationDepletionAndAmortization,1000.000,,,,11000.000,,,
EarningsPerShareBasicAndDiluted,-0.350,-0.120,-0.640,-0.300,-0.380,-0.430,-0.480,-0.530
EffectiveIncomeTaxRateContinuingOperations,-0.003,-0.002,-0.013,0.018,-0.004,-0.018,0.003,0.025
GeneralAndAdministrativeExpense,17376000.000,3760000.000,28230000.000,7152000.000,12631000.000,9449000.000,11342000.000,12299000.000
IncomeTaxExpenseBenefit,74000.000,24000.000,802000.000,-917000.000,148000.000,729000.000,-161000.000,-1776000.000
IncomeTaxesPaidNet,5000.000,,,,4000.000,,,
IncreaseDecreaseInAccountsPayable,228000.000,,,,2221000.000,,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,252000.000,,,,174000.000,,,
IncreaseDecreaseInAccruedLiabilities,1311000.000,,,,3553000.000,,,
IncreaseDecreaseInDeferredIncomeTaxes,182000.000,,,,0.000,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,-344000.000,,,,404000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-25000.000,,,,-1565000.000,,,
NetCashProvidedByUsedInFinancingActivities,335611000.000,,,,-5000000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,335611000.000,,,,-5000000.000,,,
NetCashProvidedByUsedInInvestingActivities,-7000.000,,,,-28000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-7000.000,,,,-28000.000,,,
NetCashProvidedByUsedInOperatingActivities,-4535000.000,,,,-18566000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-4535000.000,,,,-18566000.000,,,
NetIncomeLoss,-28058000.000,-12061000.000,-63356000.000,-29670000.000,-38055000.000,-42252000.000,-47811000.000,-52833000.000
OperatingExpenses,27984000.000,12037000.000,62554000.000,30587000.000,37907000.000,41523000.000,47972000.000,53097000.000
OperatingIncomeLoss,-27984000.000,-12037000.000,-62554000.000,-30587000.000,-37907000.000,-41523000.000,-47972000.000,-54609000.000
PaymentOfFinancingAndStockIssuanceCosts,1684000.000,,,,0.000,,,
PaymentsToAcquireMachineryAndEquipment,7000.000,,,,28000.000,,,
ProceedsFromContributedCapital,750000.000,,,,0.000,,,
ProceedsFromIssuanceInitialPublicOffering,336893000.000,,,,0.000,,,
ResearchAndDevelopmentExpense,10608000.000,8277000.000,34324000.000,,25276000.000,32074000.000,36630000.000,
ShareBasedCompensation,22282000.000,,,,11561000.000,,,
StockIssuedDuringPeriodValueNewIssues,334502000.000,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,80307692.000,99150000.000,99150000.000,-184142528.000,99150000.000,99160445.000,99161719.000,-198313465.000
