,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-251000.000,,,,-230000.000,,,,-331000.000
AdjustmentForAmortization,,,-70000.000,,,,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,2000.000,,,,3000.000,,,,73000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,77000.000,,,,,,,,
AdvertisingExpense,71000.000,94000.000,,,,,,,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,15000.000,,8000.000
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,,,,,173000.000,,166000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,72000.000,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,159000.000,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,87000.000,,,,,,,,
BankOwnedLifeInsuranceIncome,,,,,,,42000.000,,,,
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,145000.000
BusinessDevelopment,39000.000,38000.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,1154000.000,,,,358000.000,,,,-2805000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAccretion,,,34000.000,,,,35000.000,,,,25000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldDisposalsOfLoans,,,45000.000,,,,,,,,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsToFromNonaccretableDifference,,,50000.000,,,,1000.000,,,,
CommonStockDividendsPerShareDeclared,0.010,0.010,0.010,0.010,0.010,-0.000,0.010,0.010,0.010,0.010,0.020
Communication,46000.000,43000.000,,,,,,,,,
ComprehensiveIncomeNetOfTax,1451000.000,1327000.000,1982000.000,1445000.000,1679000.000,1183000.000,2379000.000,,2003000.000,,2622000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,-228000.000,,,,-141000.000
DepreciationAndAmortization,,,357000.000,362000.000,362000.000,365000.000,370000.000,369000.000,371000.000,383000.000,376000.000
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,,,-400000.000,,,,800000.000,,,,100000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,100000.000,-300000.000,,,,300000.000,,100000.000
DerivativeInstrumentsLossRecognizedInOtherComprehensiveIncomeEffectivePortion,,5000.000,200000.000,,,,400000.000,200000.000,,,
DividendsCommonStockCash,,,54000.000,,,,65000.000,,,,175000.000
EarningsPerShareBasic,0.270,0.200,0.270,0.250,0.260,0.200,0.280,0.280,0.290,0.260,0.260
EarningsPerShareDiluted,0.260,0.200,0.270,0.250,0.260,0.190,0.280,0.280,0.290,0.250,0.260
EffectiveIncomeTaxRateContinuingOperations,,,0.331,0.344,0.314,-0.657,0.336,0.334,0.268,-0.624,0.312
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.325,0.326,0.350,,,,0.350,,,,0.350
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,,,,,,,,,,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,,,,,,,157000.000,,,,648000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,,,,,,,,,,,700000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,,,,,,,,,,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,,,,,,,,,,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,,,,,,,,,,0.000
FederalDepositInsuranceCorporationPremiumExpense,119000.000,131000.000,,,,,,,,,
FeesAndCommissionsDepositorAccounts,73000.000,85000.000,94000.000,97000.000,95000.000,94000.000,97000.000,88000.000,79000.000,79000.000,97000.000
FeesAndCommissionsOther,,,300000.000,210000.000,,,,,,,
FinancingReceivableAllowanceForCreditLossesRecovery,,,191000.000,45000.000,12000.000,15000.000,37000.000,8000.000,,,
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,142000.000,96000.000,229000.000,163000.000,156000.000,180000.000,,,
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,1509000.000,,,,457000.000,,,,0.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,1509000.000,,,,457000.000,,,,0.000
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1,,,,0.000,0.000,,0.000,,0.000,,0.000
GainLossOnDispositionOfAssets1,,3000.000,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,1252000.000,,,23000.000
GainLossOnSaleOfSecuritiesNet,48000.000,63000.000,,134000.000,334000.000,,80000.000,144000.000,,,
GainLossOnSalesOfLoansNet,546000.000,713000.000,1731000.000,1077000.000,1023000.000,537000.000,313000.000,,,,0.000
GainsLossesOnSalesOfOtherRealEstate,-5000.000,245000.000,,,,,,,,,
HeldtomaturitySecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLoss,,,43000.000,,,,,,,,
HeldtomaturitySecuritiesContinuousUnrealizedLossPositionAggregateLoss,,,62000.000,,,,,,,,
