,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccruedLiabilitiesCurrent,1800.000,,3446.000,3500.000,5540.000,4040.000,4629.000,4235.000,2150.000
AdditionalPaidInCapital,3648.000,,6198.000,10894.000,43098.000,43598.000,43598.000,63465.000,64864.000
Assets,,,,,909.000,832.000,318.000,7167.000,6091.000
AssetsCurrent,,,,,,,318.000,,
Cash,,,,,909.000,547.000,33.000,4941.000,1315.000
CommonStockParOrStatedValuePerShare,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,-18375.000,,,,
CommonStockSharesAuthorized,500000000.000,,500000000.000,500000000.000,143500000.000,143500000.000,143500000.000,143500000.000,143500000.000
CommonStockSharesIssued,20000000.000,,20000000.000,20000000.000,1000000.000,1000000.000,1000000.000,1079500.000,1085100.000
CommonStockSharesOutstanding,20000000.000,,20000000.000,20000000.000,1000000.000,1000000.000,1000000.000,1079500.000,1085100.000
CommonStockValue,2000.000,,2000.000,2000.000,100.000,100.000,100.000,108.000,109.000
DueToRelatedPartiesCurrent,,,,,11536.000,10485.000,13855.000,18516.000,22908.000
InventoryNet,,,,,,285.000,285.000,285.000,285.000
Liabilities,1800.000,,3446.000,3500.000,17076.000,14525.000,18484.000,22751.000,25058.000
LiabilitiesAndStockholdersEquity,,,,,909.000,832.000,318.000,7167.000,6091.000
LiabilitiesCurrent,1800.000,,,3500.000,17076.000,14525.000,18484.000,22751.000,25058.000
NotesAndLoansPayable,,,,,,,,1941.000,4491.000
PreferredStockParOrStatedValuePerShare,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,,20000000.000,20000000.000,6500000.000,6500000.000,6500000.000,6500000.000,6500000.000
PreferredStockSharesIssued,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,-7448.000,,-11644.000,-16394.000,-40990.000,-51891.000,-56364.000,-73657.000,-78440.000
StockholdersEquity,,,-3446.000,-3500.000,-16167.000,-13693.000,-18116.000,-15584.000,-18967.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,-16167.000,-13693.000,-18166.000,-15584.000,-18967.000
