,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-653297.000
ComprehensiveIncomeNetOfTax,-1414377.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-703192.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-2117569.000
CostOfGoodsAndServicesSold,11849922.000
Depreciation,13558.000
EarningsPerShareBasicAndDiluted,-0.100
EffectOfExchangeRateOnCashAndCashEquivalents,261518.000
GeneralAndAdministrativeExpense,111966.000
GeneralInsuranceExpense,8445.000
GrossProfit,1226682.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2188447.000
IncomeTaxExpenseBenefit,0.000
IncomeTaxesPaid,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,535719.000
IncreaseDecreaseInAccountsReceivable,-167078.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,0.000
IncreaseDecreaseInAccruedSalaries,-34431.000
IncreaseDecreaseInCustomerDeposits,13062604.000
IncreaseDecreaseInDueFromRelatedPartiesCurrent,-100992.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,-639511.000
IncreaseDecreaseInOtherAccountsPayable,270000.000
IncreaseDecreaseInOtherReceivables,130456.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,12052888.000
InterestExpense,499158.000
InterestPaid,0.000
LaborAndRelatedExpense,1087412.000
MarketingAndAdvertisingExpense,1557308.000
NetCashProvidedByUsedInInvestingActivities,-19033.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-19033.000
NetCashProvidedByUsedInOperatingActivities,-895782.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-895782.000
NetIncomeLoss,-1450053.000
NetIncomeLossAttributableToNoncontrollingInterest,-738394.000
NonoperatingIncomeExpense,-52021.000
OccupancyNet,39207.000
OperatingExpenses,3363108.000
OperatingIncomeLoss,-2136426.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,-35202.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,-35676.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,70878.000
OtherGeneralExpense,3024.000
PaymentsToAcquirePropertyPlantAndEquipment,21269.000
ProceedsFromSaleOfShortTermInvestments,2236.000
ProfessionalFees,43030.000
ProfitLoss,-2188447.000
RevenueFromRelatedParties,3479317.000
Revenues,13076604.000
SalesRevenueNet,13076604.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,14700000.000
