,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableRelatedPartiesCurrent,,2984.000,11615.000,14986.000
AccruedLiabilitiesCurrent,3250.000,6387.000,6758.000,17881.000
AccruedProfessionalFeesCurrent,2500.000,4000.000,2000.000,17881.000
AdditionalPaidInCapital,1919.000,1919.000,2919.000,2919.000
Assets,0.000,0.000,0.000,0.000
AssetsCurrent,0.000,0.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000
CommonStockDiscountOnShares,550.000,550.000,550.000,550.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,5500000.000,5500000.000,5500000.000,5500000.000
CommonStockSharesOutstanding,5500000.000,5500000.000,5500000.000,5500000.000
CommonStockValue,550.000,550.000,550.000,550.000
Liabilities,3250.000,9371.000,18373.000,32867.000
LiabilitiesAndStockholdersEquity,0.000,0.000,0.000,0.000
LiabilitiesCurrent,3250.000,9371.000,18373.000,32867.000
OtherAccruedLiabilitiesCurrent,750.000,2387.000,4758.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,-5169.000,-11290.000,-21292.000,-35786.000
StockholdersEquity,-3250.000,-9371.000,-18373.000,-32867.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-3250.000,-9371.000,-18373.000,-32867.000
