,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,119648.000,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,601000.000,529000.000,481000.000,373000.000,598000.000,562000.000,56000.000,63000.000,75000.000,103000.000,119648.000,135878.000,3752.000,3077.000
AccountsPayableRelatedPartiesCurrent,,,,,58000.000,,,,4000.000,,,,,,,,,
AccountsPayableTradeCurrent,641000.000,555000.000,803000.000,732000.000,583000.000,775000.000,941000.000,1173000.000,818000.000,613000.000,,,,,,,,
AccountsReceivableNetCurrent,551000.000,436000.000,605000.000,560000.000,453000.000,525000.000,398000.000,409000.000,444000.000,324000.000,,,,,,,,
AccruedEmployeeBenefitsCurrent,,,,,189000.000,,,,208000.000,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,182000.000,,,,313000.000,,,,,,,,,
AccumulatedAmortizationOfOtherDeferredCosts,,,,,106000.000,,,,113000.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,3413000.000,,,,2285000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,82000.000,362000.000,335000.000,12000.000,21000.000,60000.000,125000.000,77000.000,74000.000,72000.000,,,,,,,,
AdditionalPaidInCapital,10185000.000,10185000.000,10185000.000,12074000.000,12074000.000,12272000.000,12272000.000,13175000.000,13221000.000,13221000.000,13221000.000,13277000.000,13277000.000,13277000.000,13325103.000,13325103.000,15045323.000,15045323.000
AllowanceForDoubtfulAccountsReceivableCurrent,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
Assets,5853000.000,5417000.000,5628000.000,5257000.000,5097000.000,4963000.000,4993000.000,5130000.000,4812000.000,4673000.000,,,,,71154.000,71154.000,0.000,0.000
AssetsCurrent,1656000.000,1376000.000,1410000.000,1203000.000,1164000.000,1191000.000,1118000.000,999000.000,921000.000,896000.000,,,,,0.000,0.000,0.000,0.000
BusinessAcquisitionPreexistingRelationshipGainLossRecognized,,,,,,,,,,4200000.000,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,,,,,0.000,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,,,,,,,,7051.000,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,,,,71154.000,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,,,,,0.000,,,
Capital,,,,,,,,,,,,1414000.000,1414000.000,1414000.000,1414000.000,1414000.000,,
Cash,409000.000,291000.000,101000.000,94000.000,,,,,,,,,,,,,,0.000
CashAndCashEquivalentsAtCarryingValue,409000.000,291000.000,101000.000,94000.000,195000.000,160000.000,218000.000,135000.000,81000.000,144000.000,,,,,0.000,0.000,0.000,0.000
CashEquivalentsAtCarryingValue,59000.000,54000.000,55000.000,54000.000,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
