,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,,,,,,,,,,,,,,,-515000.000
AdjustmentForAmortization,,,,,,,,,,,,,,,,,,,770000.000,759000.000
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,-11000.000,,,,,,,,,,,,36000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,840000.000,,,,77000.000,,,,390000.000,,,,412000.000,,,,451000.000,831000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,-77000.000,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,,,,846000.000
AllowanceForLoanAndLeaseLossesLoansAcquired,,,,,,,,,,,,,,,0.000,,,,,
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,,,,,,,,,,,,,,,-66000.000,,-59000.000,-113000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,603000.000,588000.000,,653000.000,668000.000,470000.000,-1245000.000,488000.000,521000.000,503000.000,-1013000.000,562000.000,507000.000,565000.000,-1076000.000,588000.000,242000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,185000.000,,,,142000.000,,,,91000.000,,,,106000.000,15000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,,,,,,,,,,0.000,,,,62000.000,0.000
BankOwnedLifeInsuranceIncome,268000.000,554000.000,1506000.000,336000.000,463000.000,365000.000,504000.000,413000.000,1555000.000,496000.000,378000.000,443000.000,346000.000,461000.000,353000.000,211000.000,306000.000,425000.000,470000.000,783000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,516000.000,180000.000,,466000.000,41000.000,0.000,540000.000,214000.000,0.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,,,,,27000.000,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,-314000.000,,,,71000.000,,,,280000.000,14000.000
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,,,,1374000.000,110000.000,0.000,6000.000,6000.000,0.000
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldAccretion,,,,,,,,,,,,,,,35000.000,,,,,
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldAdditions,,,,,,,,,,,,,,,322000.000,,,,,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAccretion,,,,,,,,,,,,,,,,,,,74000.000,116000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldDisposalsOfLoans,,,,,,,,,,,,,,,,,,,,4000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,,,,,,,,,,,,,,,,,,,46000.000,107000.000
CommonStockDividendsPerShareDeclared,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200
