,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31
CarryingCostsPropertyAndExplorationRights,0.000,0.000,0.000,,,,0.000,,329080.000,540841.000,495103.000,23271.000,2384.000,,,,,,114.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,37832.000,,,,-457387.000,,,
CashPeriodIncreaseDecrease,-12082.000,,,,-45367.000,,,,5418.000,,,,,,,,,,,
DeferredPolicyAcquisitionCostsAdditions,0.000,,,,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.010,-0.020,0.000,,,,0.000,0.000,0.000,0.000,0.000,,,,,0.000,0.000,
EffectOfExchangeRateOnCash,,,,,,,,,,,,,-5183.000,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,-876.000,,,,-708.000,,,,,,,,,,,,-184.000,,,
ExtinguishmentOfDebtAmount,,,,,,,-197745.000,,50430.000,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,-3876.000,-728.000,,-5184.000,6834.000,,,-184.000,939.000,5984.000,-1312.000
ForeignCurrencyTransactionGainLossRealized,-23523.000,-8465.000,-1070.000,46140.000,-708.000,-293.000,-36.000,6.000,,,,,5184.000,,,,-184.000,,,
GainLossOnDispositionOfIntangibleAssets,0.000,0.000,0.000,,,,0.000,,,,,,,,,,,,,
GainLossOnInvestments,0.000,0.000,0.000,,,,0.000,,,,,,,,,,,,,
GainLossOnSaleOfInvestments,0.000,,,,,,,,,,,,,,,,,,,
GainOnSaleOfInvestments,,,,,,,,,,,,,-3060.000,,,,,,,
GeneralAndAdministrativeExpense,316.000,637.000,303234.000,257444.000,46394.000,26552.000,77881.000,12882.000,76290.000,39766.000,57705.000,18646.000,20089.000,71874.000,35740.000,113937.000,35747.000,50539.000,32479.000,201651.000
GeneralContractorCosts,,,,,,,,,107572.000,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,25554.000,,,,-35829.000,,,,146883.000,,,,1841.000,,,,-4999.000,,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,,,,,,,,,,,-15000.000,,,
IncreaseDecreaseInDueToRelatedParties,-6804.000,,,,14712.000,,,,,,,,,,,,,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,,,,,,63011.000,,,,-45523.000,,,,-82953.000,,,
