,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2644987.000,2584249.000,2882935.000,2854796.000,1963350.000,3471032.000,2527616.000
AccruedLiabilitiesCurrent,3590222.000,3734348.000,1358270.000,1519909.000,2290249.000,3213715.000,3638589.000
AccruedProfessionalFeesCurrent,420891.000,258568.000,619977.000,352617.000,440799.000,366394.000,597914.000
AccruedRentCurrent,36589.000,34389.000,31849.000,28627.000,1978.000,6837.000,11697.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,91392.000,,,,122363.000,
AdditionalPaidInCapital,,,,,,,191895736.000
AdditionalPaidInCapitalCommonStock,3550961.000,184721777.000,186137623.000,187546880.000,189058164.000,190341769.000,
Assets,58483452.000,134092658.000,123766068.000,115419833.000,116579228.000,110914447.000,99898111.000
AssetsCurrent,55597327.000,131270505.000,120784219.000,111815842.000,113144485.000,107353500.000,96290186.000
CashAndCashEquivalentsAtCarryingValue,52879907.000,130189421.000,119942415.000,111022034.000,112784622.000,106398919.000,95590661.000
CashAndCashEquivalentsFairValueDisclosure,52879907.000,130189421.000,119942415.000,111022034.000,112784622.000,106398919.000,95590661.000
ClassOfWarrantOrRightOutstanding,,,,,,541415.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,38500000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,1688475.000,28810845.000,28813220.000,28849446.000,28915226.000,28918516.000,29011436.000
CommonStockSharesOutstanding,1688475.000,28810845.000,28813220.000,28849446.000,28915226.000,28918516.000,29011436.000
CommonStockValue,770.000,9720.000,9721.000,9733.000,9754.000,9756.000,9786.000
DebtInstrumentCarryingAmount,,,,,,15000000.000,15000000.000
DeferredOfferingCosts,2378217.000,0.000,,,,,
DeferredTaxAssetsGross,,23291432.000,,,,39772295.000,
DeferredTaxAssetsNet,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,16140347.000,,,,23644647.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,1385281.000,,,,1554730.000,
DeferredTaxAssetsOther,,15431.000,,,,18042.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,669012.000,,,,1419494.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,13735.000,,,,2731.000,
DeferredTaxAssetsValuationAllowance,,23291432.000,,,,39772295.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,9846902.000,9377425.000,11855493.000,10950318.000,10353101.000,10076261.000,15290084.000
FairValueAssetsLevel1ToLevel2TransfersAmount,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FairValueAssetsLevel2ToLevel1TransfersAmount,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FairValueLiabilitiesLevel1ToLevel2TransfersAmount,0.000,0.000,,,,,
FairValueLiabilitiesLevel2ToLevel1TransfersAmount,0.000,0.000,,,,,
LiabilitiesAndStockholdersEquity,58483452.000,134092658.000,123766068.000,115419833.000,116579228.000,110914447.000,99898111.000
LiabilitiesCurrent,8450143.000,8589708.000,6570690.000,6763927.000,4253599.000,6684747.000,6745759.000
LoansPayableToBankCurrent,2214934.000,2271111.000,2329485.000,2389222.000,0.000,0.000,579554.000
LongTermDebt,6000000.000,5466000.000,4919000.000,4359000.000,15000000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,534000.000,2271000.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,1372000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,682000.000,,,,7716000.000,1372000.000,1372000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,2513000.000,682000.000,682000.000,682000.000,5912000.000,7716000.000,7716000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,2271000.000,2513000.000,2513000.000,2513000.000,0.000,5912000.000,5912000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,,1724000.000,1164000.000,0.000,,0.000
LongTermLoansFromBank,3686084.000,3025423.000,2472414.000,1899802.000,14817482.000,14953143.000,14505605.000
OperatingLeasesFutureMinimumPaymentsDue,797614.000,740376.000,3178592.000,3123495.000,3081812.000,2933013.000,2785268.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,57238.000,232350.000,,,,592256.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,603796.000,603796.000,603371.000,530384.000,530384.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,236307.000,,593591.000,593591.000,604541.000,603371.000,603371.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,232221.000,236307.000,583385.000,583385.000,602461.000,604541.000,604541.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,232350.000,232221.000,573181.000,573181.000,592256.000,602461.000,602461.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,510250.000,510250.000,530384.000,,0.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,314389.000,259292.000,148799.000,,444511.000
OtherAccruedLiabilitiesCurrent,493399.000,56835.000,47147.000,41146.000,169385.000,319434.000,324068.000
