,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-7618.000,,,,-21109.000
CostOfRevenue,0.000,,,,,
CumulativeEffectOfChangeInAccountingPrinciplePresentedOnIncomeStatementNetOfTax,0.000,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,-622179.000,,,,,
EarningsPerShareBasicAndDiluted,,-0.030,-0.030,-0.030,-0.010,-0.060
ExtinguishmentOfDebtAmount,0.000,,,,,
GainsLossesOnSalesOfAssets,0.000,,,,,
GeneralAndAdministrativeExpense,264252.000,39280.000,71460.000,26258.000,23283.000,27393.000
ImpairmentOfLongLivedAssetsHeldForUse,0.000,,,,,
IncomeLossBeforeCumulativeEffectOfChangeInAccountingPrinciple,-622179.000,,,,,
IncomeLossFromContinuingOperations,-622179.000,-404971.000,,,,-1428633.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,-264252.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-404971.000,-438791.000,-401705.000,-451119.000,-1428633.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.040,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,-0.040,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,,,,,
IncreaseDecreaseInAccountsPayable,,20877.000,,,,3484.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,321818.000
IncreaseDecreaseInAccruedLiabilities,,293489.000,,,,321818.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,2800.000
InterestExpense,-357927.000,-365691.000,-367331.000,-401705.000,,-401240.000
InvestmentIncomeInterest,0.000,,,,,
LeaseOperatingExpense,,,,,,1000000.000
NetCashProvidedByUsedInOperatingActivities,,-7618.000,,,,-21109.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-7618.000,,,,-21109.000
NetIncomeLoss,-622179.000,-404971.000,-438791.000,-427963.000,-424861.000,-1428633.000
NetIncomeLossAttributableToNoncontrollingInterest,0.000,,,,,
OperatingCostsAndExpenses,-264252.000,,,,,
OperatingExpenses,-264252.000,,,,,
OperatingIncomeLoss,,-39280.000,-71460.000,-26258.000,-23283.000,-1027393.000
OtherExpenses,,,,,,9000.000
ProfitLoss,,-404971.000,,,,-1428633.000
RepaymentsOfRelatedPartyDebt,,82987.000,,,,79422.000
Revenues,0.000,,,,,
SalesRevenueNet,0.000,,,,,
StockIssuedDuringPeriodSharesIssuedForCash,,,,2500000.000,,
StockIssuedDuringPeriodValueAcquisitions,,,,50000.000,,
WeightedAverageNumberOfSharesOutstandingBasic,14274726.000,15346586.000,15436586.000,16460716.000,-30913695.000,24846586.000
