,2011-03-31,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,,,,,,,,,,,,,,,,,,,,,,,0.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,5190000.000,,4961000.000,,,,5270000.000,,,,5243000.000,,,,5768000.000,,,,7768000.000,,,,8718000.000
AmortizationOfAboveAndBelowMarketLeases,,,,,,,,,,,,,,,-933000.000,,,,-974000.000,,,,-5359000.000
AmortizationOfDebtDiscountPremium,1335000.000,,179000.000,,,,115000.000,,,,205000.000,,,,-82000.000,,,,-86000.000,,,,-596000.000
AmortizationOfFinancingCosts,2278000.000,,2643000.000,,,,2386000.000,,,,2561000.000,,,,2834000.000,,,,2760000.000,,,,2895000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,-37045000.000,,,,6028000.000,,,,7249000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-13036000.000,,-1178000.000,,,,-53970000.000,,,,17274000.000,,,,4630000.000,,,,21099000.000,,,,26177000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,,,,,,3600000.000,,,,1300000.000,,,,5800000.000,,,,676000.000
CommonStockDividendsPerShareDeclared,,0.470,,,0.530,,0.600,0.650,0.680,,0.700,0.720,0.720,,0.740,0.770,0.770,,0.800,0.800,0.800,,0.830
ComprehensiveIncomeNetOfTax,,6099000.000,43487000.000,10509000.000,35117000.000,22691000.000,31198000.000,15656000.000,31057000.000,46935000.000,57329000.000,36993000.000,22137000.000,20691000.000,54357000.000,92934000.000,-9213000.000,55958000.000,-51788000.000,-94811000.000,-15542000.000,52404000.000,57816000.000
