,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableCurrent,,,,,2708.000,4205.000,9197.000,2983.000,13774.000,10276.000,,11275.000,11775.000,10797.000,11296.000,15796.000,16440.000
AccruedLiabilitiesCurrent,,,,,,,152.000,639.000,1265.000,2122.000,,4048.000,5643.000,7091.000,9607.000,12345.000,15517.000
AdditionalPaidInCapital,9875.000,9875.000,9875.000,217775.000,217775.000,217775.000,217775.000,217775.000,217775.000,217775.000,,217775.000,217775.000,217775.000,217775.000,217775.000,217775.000
Assets,2140.000,2140.000,140.000,140.000,140.000,1759.000,8258.000,6036.000,1826.000,9509.000,,5488.000,1212.000,4783.000,26142.000,9781.000,28800.000
AssetsCurrent,2140.000,2140.000,140.000,140.000,140.000,1759.000,8258.000,6036.000,1826.000,9509.000,,5488.000,1212.000,4783.000,26142.000,9781.000,28800.000
Cash,2140.000,2140.000,140.000,140.000,140.000,1759.000,8258.000,,1826.000,9509.000,,5488.000,1212.000,4783.000,26142.000,9781.000,28800.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,10597572.000,10597572.000,10597572.000,31597572.000,31597572.000,31597572.000,31597572.000,31597572.000,31597572.000,31597572.000,,31597572.000,31597572.000,31597572.000,31597572.000,31597572.000,31597572.000
CommonStockSharesOutstanding,10597572.000,10597572.000,10597572.000,31597572.000,31597572.000,31597572.000,31597572.000,31597572.000,31597572.000,31597572.000,,31597572.000,31597572.000,31597572.000,31597572.000,31597572.000,31597572.000
CommonStockValue,1060.000,1060.000,1060.000,3160.000,3160.000,3160.000,3160.000,3160.000,3160.000,3160.000,,3160.000,3160.000,3160.000,3160.000,3160.000,3160.000
DeferredTaxAssetsGross,,-3078.000,-3778.000,,,79933.000,,,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,8795.000,8795.000,10795.000,220795.000,223503.000,228381.000,237026.000,243521.000,259148.000,264382.000,,286328.000,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,3058.000,,3058.000,3058.000,536.000,536.000,536.000,31637.000
Liabilities,,,,,2708.000,9205.000,24349.000,28622.000,40039.000,52956.000,,70881.000,72976.000,85924.000,130939.000,184177.000,203094.000
LiabilitiesAndStockholdersEquity,2140.000,2140.000,140.000,140.000,140.000,1759.000,8258.000,6036.000,1826.000,9509.000,,5488.000,1212.000,4783.000,26142.000,9781.000,28800.000
LiabilitiesCurrent,,,,,2708.000,9205.000,24349.000,28622.000,40039.000,52956.000,,70881.000,72976.000,85924.000,130939.000,184177.000,203094.000
NotesPayable,,,,,,,,,,,,,,15000.000,,,
NotesPayableCurrent,,,,,,5000.000,15000.000,25000.000,25000.000,37500.000,,52500.000,52500.000,67500.000,109500.000,109500.000,139500.000
OperatingLossCarryforwards,8795.000,8795.000,10795.000,,,79933.000,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,-292699.000,-302076.000,-325732.000,-349331.000,-395229.000
StockholdersEquity,2140.000,2140.000,140.000,140.000,-2568.000,-7446.000,-16091.000,-22586.000,-38213.000,-43447.000,,-65393.000,-71764.000,-81141.000,-104797.000,-128396.000,-174294.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,-2568.000,-7446.000,-16091.000,-22586.000,-38213.000,-43447.000,,-65393.000,-71764.000,-81141.000,-104797.000,-174396.000,-174294.000
ValuationAllowanceAmount,,3078.000,3778.000,,,-79933.000,,,,,,,,,,,
