,2011-11-30,2012-02-29,2012-05-31,2012-08-31
AccountsPayable,,35480.000,24923.000,33958.000
AccountsPayableTrade,750.000,,,
AccruedLiabilities,32148.000,,,
AdditionalPaidInCapital,68390.000,322293.000,322293.000,322293.000
Assets,0.000,80460.000,44053.000,42441.000
AssetsCurrent,0.000,50776.000,17135.000,18289.000
CashAndCashEquivalentsAtCarryingValue,0.000,34963.000,1322.000,3358.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,2933.000,2933.000,2933.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,6101049.000,26432511.000,26432511.000,26432511.000
CommonStockSharesOutstanding,6101049.000,26432511.000,26432511.000,26432511.000
CommonStockValue,610.000,2643.000,2643.000,2643.000
ConvertibleDebt,30000.000,,,
DueToRelatedParties,3012.000,100.000,50100.000,66600.000
InterestPayable,,,60.000,410.000
InventoryNet,,15813.000,15813.000,14931.000
Liabilities,,38080.000,,
LiabilitiesAndStockholdersEquity,0.000,80460.000,44053.000,42441.000
LiabilitiesCurrent,65910.000,38080.000,77583.000,103468.000
OtherAssets,,29684.000,26918.000,24152.000
OtherLiabilitiesCurrent,,2500.000,2500.000,2500.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,-134910.000,-279623.000,-355533.000,-383030.000
StockholdersEquity,-65910.000,42380.000,-33530.000,-61027.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,42380.000,,
