,2011-09-30,2011-10-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-09-23,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableCurrent,3669000.000,,2074000.000,2179000.000,2262000.000,1221000.000,1559000.000,,1893000.000,890000.000,958000.000,676000.000,613000.000,360000.000,318000.000,486000.000,446000.000,475000.000,668000.000
AccountsPayableRelatedPartiesCurrent,,,696000.000,1338000.000,1652000.000,1985000.000,1696000.000,,1750000.000,1756000.000,1622000.000,171000.000,161000.000,136000.000,128000.000,0.000,,,
AccountsReceivableNetCurrent,272000.000,,624000.000,640000.000,399000.000,305000.000,599000.000,,120000.000,230000.000,266000.000,502000.000,,,,22000.000,,0.000,0.000
AccruedAdvertisingCurrent,,,,,,,,,,,,,,161000.000,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,151.000,161.000,250.000,305.000,,409.000,472.000,524.000,206000.000,139000.000,217000.000,307000.000,377000.000,460000.000,512000.000,579000.000
AccruedLiabilitiesCurrent,1175000.000,,990000.000,1024000.000,1017000.000,1125000.000,1019000.000,,1072000.000,1230000.000,1526000.000,1428000.000,1403000.000,1431000.000,1324000.000,1509000.000,1462000.000,1428000.000,1472000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,63.000,,,,,,,,100000.000,,,,90000.000,,,
AdditionalPaidInCapital,57026000.000,,59005000.000,60048000.000,60329000.000,60801000.000,61369000.000,,62101000.000,62283000.000,64272000.000,71517000.000,72856000.000,73078000.000,72640000.000,72841000.000,73011000.000,73176000.000,73338000.000
AllowanceForDoubtfulAccountsReceivableCurrent,80000.000,,59000.000,10000.000,9000.000,8000.000,18000.000,,26000.000,26000.000,0.000,0.000,9000.000,9000.000,14000.000,11000.000,0.000,0.000,0.000
Assets,3497000.000,,4234000.000,3597000.000,3785000.000,9790000.000,10158000.000,,8718000.000,8447000.000,10303000.000,16642000.000,16652000.000,15849000.000,14864000.000,11741000.000,11474000.000,11399000.000,11247000.000
AssetsCurrent,2170000.000,,3012000.000,2090000.000,2330000.000,8387000.000,8848000.000,,7511000.000,7291000.000,8624000.000,8444000.000,8083000.000,7625000.000,6985000.000,6674000.000,6623000.000,6762000.000,6826000.000
CashAndCashEquivalentsAtCarryingValue,596000.000,,714000.000,346000.000,610000.000,502000.000,627000.000,,163000.000,92000.000,200000.000,108000.000,93000.000,29000.000,87000.000,34000.000,28000.000,103000.000,83000.000
CommonStockParOrStatedValuePerShare,0.001,,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,300000000.000,,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,,300000000.000,500000000.000,300000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,151946122.000,,152105011.000,154138423.000,154339218.000,155536449.000,157140355.000,,159652002.000,160517604.000,183814958.000,286462091.000,298458630.000,300975062.000,292702070.000,294998477.000,298088153.000,306718970.000,321284220.000
CommonStockSharesOutstanding,151946122.000,,152105011.000,154138423.000,154339218.000,155536449.000,157140355.000,,159652002.000,160517604.000,183814958.000,286462091.000,298458630.000,300975062.000,292702070.000,294998477.000,298088153.000,306718970.000,321284220.000
CommonStockSharesSubscriptions,,,290000.000,,,,,,,,,,,,,,,,
CommonStockValue,152000.000,,152000.000,150000.000,154000.000,156000.000,157000.000,,160000.000,161000.000,184000.000,286000.000,298000.000,301000.000,293000.000,295000.000,298000.000,307000.000,321000.000
ConvertibleDebt,,,,,,,,,,,9450.000,9854000.000,10204000.000,10504000.000,11024000.000,,11344000.000,11444000.000,11619000.000
