,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,10058471.000,10205493.000,12207383.000,8735000.000,11341000.000,16493000.000,29121000.000,23532000.000,23082000.000,31695000.000,45247000.000,43493000.000,42183000.000,47759000.000,48759000.000,45153000.000
AccountsPayableCurrent,425424.000,1017122.000,1123895.000,387000.000,613000.000,518000.000,4128000.000,3139000.000,3406000.000,8715000.000,11940000.000,16023000.000,16800000.000,19238000.000,6298000.000,3579000.000
AccountsReceivableNetCurrent,,,,,,1296000.000,,,,,,,,,,
AccruedProfessionalFeesCurrent,1811051.000,1532458.000,1294637.000,1960000.000,1814000.000,3592000.000,3334000.000,3382000.000,2610000.000,2975000.000,2523000.000,3169000.000,1638000.000,1679000.000,1237000.000,2298000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,22682827.000,,,,24917000.000,,,,27702000.000,,,,30927000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-772.000,-40467.000,70393.000,80000.000,90000.000,-69000.000,-737000.000,-736000.000,-495000.000,-1127000.000,-1200000.000,1084000.000,885000.000,756000.000,-1485000.000,-876000.000
AdditionalPaidInCapital,459391899.000,461960966.000,465245968.000,587128000.000,591636000.000,596617000.000,721722000.000,734489000.000,747869000.000,812294000.000,820165000.000,829114000.000,837850000.000,847700000.000,856142000.000,865834000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,400000.000,700000.000,800000.000
Assets,175468084.000,167244115.000,151902821.000,255840000.000,237558000.000,220795000.000,333219000.000,299520000.000,273822000.000,396100000.000,368041000.000,335232000.000,305563000.000,288177000.000,269345000.000,248645000.000
AssetsCurrent,168158078.000,160137810.000,145024449.000,249380000.000,230314000.000,213516000.000,323571000.000,289761000.000,264574000.000,384164000.000,355949000.000,326434000.000,297434000.000,280607000.000,261286000.000,240727000.000
