,2011-06-30,2011-09-30,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,34619536.000,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,3800000.000,,
AmortizationOfFinancingCosts,,,,,,,22000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,22814729.000,,,,74924593.000,,
AssetImpairmentCharges,,,,,,,,579000.000,643000.000
CapitalExpendituresIncurredButNotYetPaid,,,3282080.000,,,,2352000.000,,
CostsAndExpenses,2740142.000,4451789.000,3327740.000,12079296.000,15109646.000,12220318.000,6112000.000,3652000.000,-191000.000
Depreciation,,,7675.000,,,,54000.000,,
EarningsPerShareBasicAndDiluted,-0.070,-2.010,-0.080,-0.250,-0.310,-0.260,0.020,-5.750,-5.010
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,,,,,361000.000,,
ExplorationExpense,1677762.000,,,,,,,,
ExplorationExpenseMining,,2744445.000,,,,,,,777000.000
GainLossOnDerivativeInstrumentsNetPretax,2621073.000,-40872806.000,,,-1900000.000,,2900000.000,-1388000.000,650000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,-2000.000,,
GainsLossesOnExtinguishmentOfDebt,-2000000.000,,,,,,13114000.000,-1740000.000,-11423000.000
GainsLossesOnRestructuringOfDebt,,,,,,,13114000.000,,
GeneralAndAdministrativeExpense,1062380.000,1707344.000,3327740.000,12079296.000,15109646.000,12220318.000,6112000.000,1902000.000,4950000.000
IncomeTaxExpenseBenefit,,,0.000,0.000,0.000,0.000,0.000,,
IncreaseDecreaseInAccountsPayable,,,434181.000,,,,-35000.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,-2000.000,,
IncreaseDecreaseInAccruedLiabilities,,,258260.000,,,,414000.000,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,-785000.000,,
IncreaseDecreaseInOtherCurrentAssets,,,63660.000,,,,-172000.000,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,210000.000,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,100000.000,,
IncreaseDecreaseInRestrictedCash,,,,,,,4063000.000,,
InterestIncomeExpenseNet,-350266.000,-741354.000,,-1871200.000,-2741231.000,,,,
InterestIncomeExpenseNonoperatingNet,,,,,,,-8366000.000,-8222000.000,-9360000.000
InterestPaid,,,0.000,,,,0.000,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,167007.000,,,,256000.000,,
MinorityInterestDecreaseFromRedemptions,,,40119536.000,,,,,,
NetCashProvidedByUsedInContinuingOperations,,,-10017201.000,,,,348000.000,,
NetCashProvidedByUsedInFinancingActivities,,,1000004.000,,,,8280000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,1000004.000,,,,8280000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-8937042.000,,,,-6381000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-8937042.000,,,,-6381000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-2080163.000,,,,-1551000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-2080163.000,,,,-1551000.000,,
NetIncomeLoss,-1585103.000,-44651305.000,-3320723.000,-13944975.000,-19750877.000,-14849425.000,1534000.000,-15581000.000,-20585000.000
NetIncomeLossAttributableToNoncontrollingInterest,-884232.000,-1414644.000,-7017.000,-5521.000,,,,,
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,-15741000.000,-21052000.000
NonoperatingIncomeExpense,270807.000,-41614160.000,,-1871200.000,-4641231.000,,7646000.000,-11929000.000,-20776000.000
OperatingIncomeLoss,-2740142.000,-4451789.000,-3327740.000,-12079296.000,-15109646.000,-12220318.000,-6112000.000,-3652000.000,191000.000
PaidInKindInterest,,,,,,,5286000.000,,
PaymentsToAcquireLand,,,,,,,19000.000,,
PaymentsToAcquireMachineryAndEquipment,,,149635.000,,,,11000.000,,
PaymentsToAcquireMiningAssets,,,3787407.000,,,,2288000.000,,
PaymentsToMinorityShareholders,,,5000000.000,,,,,,
ProceedsFromConvertibleDebt,,,,,,,5000000.000,,
ProceedsFromIssuanceOfCommonStock,,,,,,,3280000.000,,
ProfitLoss,-2469335.000,-46065949.000,-3327740.000,-13950496.000,-19750877.000,-14848887.000,1534000.000,-15581000.000,-20585000.000
ShareBasedCompensation,,,444114.000,,,,951000.000,,
StockIssuedDuringPeriodValueIssuedForServices,,,167007.000,,,,256000.000,,
StockIssuedDuringPeriodValueNewIssues,,,,,,,2144000.000,,
StockIssuedDuringPeriodValueShareBasedCompensation,,,444114.000,,,,1312000.000,,
TemporaryEquityDividendsAdjustment,,,,,,,,160000.000,467000.000
UnrealizedGainLossOnDerivatives,,,,,,,2900000.000,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,,,,,,,0.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,21615897.000,22264625.000,,,,,75232000.000,2737000.000,4203000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,39489173.000,54715318.000,64278123.000,-100744614.000,75232000.000,2737000.000,4203000.000
WeightedAverageNumberOfSharesOutstandingBasic,,,39489173.000,54715318.000,64300000.000,-100766491.000,75232000.000,2737000.000,4203000.000
