,2011-01-01,2011-12-31,2012-12-29,2013-12-28,2015-01-03,2016-01-02,2016-12-31
AcceleratedShareRepurchaseProgramAdjustment,,,,,,,126300000.000
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,2225000.000,7824000.000,7908000.000,9134000.000,675000.000
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-285000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,6931000.000,12982000.000,9373000.000,14725000.000,18917000.000,15574000.000,18772000.000
AdjustmentsToAdditionalPaidInCapitalStockSplit,,39000.000,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,1022000.000,2932000.000,,,,,
AllocatedShareBasedCompensationExpense,,13638000.000,10116000.000,15943000.000,18662000.000,,
AmortizationOfIntangibleAssets,,,9253000.000,11741000.000,11741000.000,15403000.000,24502000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,0.000,0.000,0.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,0.910,0.980,1.090,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,0.900,0.970,1.070,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,122837000.000,136714000.000,227076000.000,,,
BusinessAcquisitionsProFormaRevenue,,2866650000.000,3146011000.000,3751005000.000,,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,50071000.000,,,
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,,,,,45887000.000,,
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentFinancialAssets,,,,315000.000,,,
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentFinancialLiabilities,,,,2394000.000,,,
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentPropertyPlantAndEquipment,,,,1123000.000,,,
CapitalExpendituresIncurredButNotYetPaid,,,3310000.000,435000.000,1094000.000,3637000.000,5203000.000
CapitalLeaseObligationsIncurred,13332000.000,1404000.000,4867000.000,8971000.000,12399000.000,2298000.000,15622000.000
CapitalizedComputerSoftwareAmortization,,1400000.000,1600000.000,3200000.000,2400000.000,3500000.000,
CapitalizedComputerSoftwareAmortization1,,,,,,,3300000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-12193000.000,1028000.000,5492000.000,-4745000.000,-1007000.000,6855000.000,-7968000.000
CashDivestedFromDeconsolidation,8804000.000,,,,,,
CashFlowHedgeGainLossReclassifiedToEarningsNet,,,17272000.000,,,,
CashFlowHedgeGainLossReclassifiedToOtherExpenseNet,,38038000.000,,,,,
CashFlowHedgeLossReclassifiedToEarnings,8475000.000,,,,,,
CommonStockDividendsPerShareCashPaid,0.775,0.583,0.630,0.444,0.485,0.568,0.625
ComprehensiveIncomeNetOfTax,,45100000.000,133500000.000,,,190411000.000,177293000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,45090000.000,133501000.000,283046000.000,140234000.000,,
CostOfGoodsSold,1346790000.000,,,,,,
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,,1473201000.000,1617810000.000,1972221000.000,1950633000.000,1963153000.000,2026367000.000
CurrentFederalTaxExpenseBenefit,,60129000.000,54599000.000,73669000.000,72780000.000,75128000.000,86235000.000
CurrentIncomeTaxExpenseBenefit,,70238000.000,61201000.000,84994000.000,83074000.000,85547000.000,100218000.000
CurrentStateAndLocalTaxExpenseBenefit,,10109000.000,6602000.000,11325000.000,10294000.000,10419000.000,13983000.000
DebtIssuanceCosts,,,,,300000.000,,
DeferredFederalIncomeTaxExpenseBenefit,,-1492000.000,9703000.000,7970000.000,7691000.000,16236000.000,-11656000.000
