,2011-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,742181.000
AccountsReceivableNetCurrent,9319.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,47133.000
AdditionalPaidInCapital,25001386.000
Assets,145960.000
AssetsCurrent,110715.000
CashAndCashEquivalentsAtCarryingValue,55625.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,500000000.000
CommonStockSharesIssued,126541684.000
CommonStockSharesOutstanding,126541684.000
CommonStockValue,12655.000
DeferredRevenueCurrent,367410.000
DerivativeLiabilitiesCurrent,117416.000
DueFromRelatedPartiesCurrent,33958.000
DueToRelatedPartiesCurrent,105765.000
LiabilitiesAndStockholdersEquity,145960.000
LiabilitiesCurrent,1594591.000
PreferredStockParOrStatedValuePerShare,0.000
PreferredStockSharesAuthorized,25000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PreferredStockValue,0.000
PrepaidExpenseAndOtherAssetsCurrent,11813.000
PropertyPlantAndEquipmentNet,35245.000
RetainedEarningsAccumulatedDeficit,-26462672.000
SecuritiesLoaned,23027.000
ShortTermBorrowings,238792.000
StockholdersEquity,-1448631.000
