,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1917000.000,,,,6086000.000,,,,4797000.000,,,,4749000.000,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,168000.000,,,,623000.000,,,,2245000.000,,,,2235000.000,,
AllocatedShareBasedCompensationExpense,,2614000.000,3715000.000,,6086000.000,5748000.000,5556000.000,4377000.000,4797000.000,5139000.000,4715000.000,4319000.000,4749000.000,4828000.000,5499000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,1724000.000,2674000.000,,4363000.000,4258000.000,3680000.000,2796000.000,2580000.000,3097000.000,2774000.000,2767000.000,2807000.000,3024000.000,3144000.000
AmortizationOfAcquiredIntangibleAssets,,,,,8817000.000,8813000.000,8301000.000,6484000.000,6417000.000,6410000.000,5536000.000,,6847000.000,,
AmortizationOfIntangibleAssets,4888000.000,6147000.000,6419000.000,-808000.000,6324000.000,6321000.000,5782000.000,3993000.000,3923000.000,3919000.000,3550000.000,3816000.000,4538000.000,3606000.000,3606000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,0.470,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,0.470,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,40433000.000,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,151551000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,5460000.000,,,,-8980000.000,,,,-7504000.000,,,,9125000.000,,
ComprehensiveIncomeNetOfTax,,,,,25235000.000,14277000.000,28231000.000,38405000.000,23416000.000,11662000.000,22787000.000,46998000.000,52560000.000,17377000.000,4669000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,22190000.000,,,,,,,,,,,,,,
CostOfGoodsSoldAmortization,,,,,,,,,,,,,,2478000.000,2478000.000
CostOfRevenue,32877000.000,40098000.000,45736000.000,123538000.000,58961000.000,64880000.000,63143000.000,62275000.000,62355000.000,61978000.000,42928000.000,16021000.000,47220000.000,47335000.000,47893000.000
DeferredIncomeTaxExpenseBenefit,117000.000,,,,-68000.000,,,,1210000.000,,,,1020000.000,,
DepreciationDepletionAndAmortization,6642000.000,,,,11447000.000,,,,9709000.000,,,,9924000.000,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,0.000,,,,,,980000.000,,,,0.000,,34226000.000,669000.000,0.000
EarningsPerShareBasic,0.210,0.220,0.470,0.360,0.270,0.260,0.310,0.480,0.350,0.160,0.250,0.650,0.810,0.270,0.150
EarningsPerShareDiluted,0.210,0.210,0.470,0.350,0.260,0.250,0.310,0.470,0.340,0.150,0.250,0.630,0.790,0.260,0.150
EffectOfExchangeRateOnCashAndCashEquivalents,2101000.000,,,,2256000.000,,,,-2307000.000,,,,110000.000,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,890000.000,1041000.000,,1723000.000,1490000.000,1876000.000,1581000.000,2217000.000,2042000.000,1941000.000,1552000.000,1942000.000,1804000.000,2355000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,201000.000,,,,708000.000,,,,2399000.000,,,,2237000.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,201000.000,,,,708000.000,,,,2399000.000,,,,2237000.000,,
FutureAmortizationExpenseAfterYearFive,,,,,2925000.000,2836000.000,2919000.000,-6877000.000,,,,,,,
FutureAmortizationExpenseYearFive,,,,,10126000.000,10088000.000,10122000.000,-29198000.000,,,,,,,
FutureAmortizationExpenseYearFour,,,,,20038000.000,19996000.000,20030000.000,-49932000.000,,,,,,,
FutureAmortizationExpenseYearOne,,,,,23596000.000,14739000.000,6483000.000,-19926000.000,,,,,,,
FutureAmortizationExpenseYearThree,,,,,23809000.000,23767000.000,23802000.000,-51335000.000,,,,,,,
FutureAmortizationExpenseYearTwo,,,,,24889000.000,24832000.000,24871000.000,-50778000.000,,,,,,,
GeneralAndAdministrativeExpense,12523000.000,13562000.000,15144000.000,18677000.000,19883000.000,19887000.000,20177000.000,21103000.000,18213000.000,15708000.000,15097000.000,14125000.000,17870000.000,15618000.000,23636000.000
GoodwillPurchaseAccountingAdjustments,,,,,-2655000.000,,,,,,,,13419000.000,,
GoodwillTranslationAdjustments,,,,,828000.000,,,,-242000.000,,,,-87000.000,,
GrossProfit,83634000.000,84964000.000,90252000.000,59056000.000,93891000.000,96102000.000,97741000.000,123885000.000,103083000.000,97778000.000,91173000.000,97805000.000,98693000.000,90045000.000,90420000.000
IncomeLossFromContinuingOperations,,,,,,,20904000.000,,26283000.000,9395000.000,22094000.000,32670000.000,20082000.000,16997000.000,9880000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,26916000.000,27191000.000,29629000.000,47012000.000,30642000.000,33598000.000,34430000.000,58836000.000,41187000.000,14905000.000,36550000.000,49960000.000,33534000.000,28242000.000,21767000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,16862000.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,0.210,,,,,,0.280,,0.350,0.120,0.310,0.470,0.300,0.260,0.150
IncomeLossFromContinuingOperationsPerDilutedShare,0.210,,,,,,0.270,,0.340,0.120,0.300,0.460,0.290,0.250,0.150
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,1646000.000,,0.000,2480000.000,-4103000.000,13060000.000,155000.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.000,,,,,,0.030,,0.000,0.030,-0.060,0.190,0.510,0.010,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.000,,,,,,0.030,,0.000,0.030,-0.060,0.180,0.500,0.010,0.000
IncomeTaxExpenseBenefit,10054000.000,10210000.000,-8281000.000,,9071000.000,13262000.000,13526000.000,,14904000.000,5510000.000,14456000.000,17290000.000,13452000.000,11245000.000,11887000.000
IncreaseDecreaseInOperatingCapital,-4799000.000,,,,-10659000.000,,,,-6430000.000,,,,-3306000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,1767000.000,1616000.000,1383000.000,-3210000.000,1919000.000,1882000.000,1673000.000,-3728000.000,1640000.000,1382000.000,1387000.000
NetCashProvidedByUsedInDiscontinuedOperations,,,,,,,,,,,,,14933000.000,,
NetCashProvidedByUsedInFinancingActivities,-28603000.000,,,,-58510000.000,,,,-54266000.000,,,,-92998000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-28603000.000,,,,-58510000.000,,,,-54266000.000,,,,-92998000.000,,
NetCashProvidedByUsedInInvestingActivities,1989000.000,,,,-2968000.000,,,,-396000.000,,,,46789000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,1989000.000,,,,-2968000.000,,,,-396000.000,,,,46789000.000,,
NetCashProvidedByUsedInOperatingActivities,29973000.000,,,,50242000.000,,,,49465000.000,,,,40291000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,29973000.000,,,,50242000.000,,,,49465000.000,,,,40291000.000,,
NetIncomeLoss,,,37910000.000,,21571000.000,20336000.000,23530000.000,36279000.000,26283000.000,11875000.000,17991000.000,45730000.000,54463000.000,17666000.000,9880000.000
OperatingExpenses,57126000.000,58430000.000,62790000.000,13478000.000,63478000.000,64001000.000,63504000.000,64281000.000,61301000.000,59565000.000,54471000.000,46720000.000,64895000.000,62331000.000,69788000.000
OperatingIncomeLoss,26508000.000,26534000.000,27462000.000,45578000.000,30413000.000,32101000.000,34237000.000,59604000.000,41782000.000,38213000.000,36702000.000,51085000.000,33798000.000,27714000.000,20632000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,5328000.000,,,,3664000.000,-6059000.000,4701000.000,2126000.000,-2867000.000,-213000.000,4796000.000,1268000.000,-1903000.000,-289000.000,-5211000.000
OtherDepreciationAndAmortization,,1762000.000,2036000.000,,2630000.000,2803000.000,3090000.000,3200000.000,3292000.000,3315000.000,3232000.000,2424000.000,3068000.000,3204000.000,3268000.000
PaymentsForRepurchaseOfCommonStock,31487000.000,,,,0.000,,,,,,,,18673000.000,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,148000.000,,,,0.000,,,,24286000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,1918000.000,,,,3874000.000,,,,1401000.000,,,,1738000.000,,
ProceedsFromCollectionOfNotesReceivable,907000.000,,,,1054000.000,,,,1005000.000,,,,0.000,,
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,,,,,,,,,,,,72813000.000,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,2683000.000,,,,3282000.000,,,,5835000.000,,,,3438000.000,,
ProceedsFromLinesOfCredit,,,,,,,,,,,,,55000000.000,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,3000000.000,,,,,,,,,,,,,,
ProceedsFromSaleOfAvailableForSaleSecurities,,,,,0.000,,,,,,,,,,
ProfitLoss,16862000.000,16981000.000,,,,,,,,,,,,,
RepaymentsOfLinesOfCredit,,,,,62500000.000,,,,62500000.000,,,,135000000.000,,
Revenues,116511000.000,125062000.000,135988000.000,182594000.000,152852000.000,160982000.000,160884000.000,186160000.000,165438000.000,159756000.000,134101000.000,113826000.000,145913000.000,137380000.000,138313000.000
SalesRevenueNet,116511000.000,125062000.000,135988000.000,182594000.000,152852000.000,160982000.000,160884000.000,186160000.000,165438000.000,159756000.000,134101000.000,113826000.000,145913000.000,137380000.000,138313000.000
SellingAndMarketingExpense,29549000.000,27868000.000,28578000.000,-19999000.000,21180000.000,20879000.000,21088000.000,22323000.000,22465000.000,22828000.000,21700000.000,21111000.000,26515000.000,25942000.000,24964000.000
ShareBasedCompensation,1917000.000,2614000.000,3715000.000,5776000.000,6086000.000,5748000.000,5556000.000,4377000.000,4797000.000,5139000.000,,,4749000.000,,
StockIssuedDuringPeriodValueShareBasedCompensation,2683000.000,,,,3282000.000,,,,5835000.000,,,,3438000.000,,
StockRepurchasedAndRetiredDuringPeriodValue,31487000.000,,,,,,,,,,,,-18673000.000,,
TaxBenefitFromStockOptionsExercised,168000.000,,,,623000.000,,,,,,,,,,
TaxBenefitFromStockOptionsExercised1,,,,,,,,,2245000.000,,,,2235000.000,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,,-17560000.000,,,,,,,,,,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,,,,,200000.000,,,,,,,,-300000.000,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,,428000.000,209000.000,,300000.000,300000.000,400000.000,1400000.000,400000.000,300000.000,400000.000,200000.000,300000.000,200000.000,2000000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,271000.000,,,400000.000,300000.000,1000000.000,1489000.000,1000000.000,400000.000,700000.000,-171000.000,400000.000,100000.000,2000000.000
UnrecognizedTaxBenefitsPeriodIncreaseDecrease,,,399000.000,,,,,,,,,,,,
