,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,619000.000,693000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,3541501.000,,,3771000.000,3734000.000,3651000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,19396.000,,,-2000.000,,
AdvertisingExpense,,2523000.000,3189000.000,2825000.000,2712000.000,2761000.000
AllocatedShareBasedCompensationExpense,,,,,,3651000.000
AmortizationOfIntangibleAssets,,394000.000,1179000.000,3859000.000,5526000.000,4956000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,861823.000,545000.000,784000.000,766000.000,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,14400000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-223990.000,1960958.000,380000.000,15931000.000,-2570000.000,3703000.000
ComprehensiveIncomeNetOfTax,176823.000,,,,,
CostOfGoodsSold,46598595.000,51774588.000,51518000.000,48843000.000,47404000.000,46334000.000
CostOfServices,20969805.000,30362866.000,45058000.000,50301000.000,54816000.000,52966000.000
CostsAndExpenses,113144194.000,130542325.000,156119000.000,170669000.000,181426000.000,177444000.000
CurrentFederalTaxExpenseBenefit,,715000.000,1793000.000,325000.000,-555000.000,227000.000
CurrentForeignTaxExpenseBenefit,,248000.000,901000.000,1640000.000,295000.000,2770000.000
CurrentIncomeTaxExpenseBenefit,,1109000.000,2936000.000,1963000.000,-140000.000,3141000.000
CurrentStateAndLocalTaxExpenseBenefit,,146000.000,242000.000,-2000.000,120000.000,144000.000
DeferredFederalIncomeTaxExpenseBenefit,,2036000.000,-497000.000,-623000.000,-94000.000,3197000.000
DeferredForeignIncomeTaxExpenseBenefit,,-137000.000,-237000.000,-1092000.000,-118000.000,-1248000.000
DeferredIncomeTaxExpenseBenefit,-737496.000,2153000.000,-786000.000,-679000.000,553000.000,2406000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,254000.000,-52000.000,1036000.000,765000.000,457000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,0.500,0.500,0.060,0.060,0.060
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,,,0.500,0.500,0.500
Depreciation,,4216000.000,4815000.000,6127000.000,7193000.000,7608000.000
DepreciationDepletionAndAmortization,4374169.000,4609654.000,5994000.000,9987000.000,12719000.000,12564000.000
EarningsPerShareBasic,0.060,0.240,0.300,0.000,0.140,-0.470
EarningsPerShareDiluted,0.060,0.240,0.300,0.000,0.140,-0.470
EffectOfExchangeRateOnCashAndCashEquivalents,-43534.000,47986.000,-453000.000,-429000.000,-838000.000,-1899000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.340,0.340
FederalIncomeTaxExpenseBenefitContinuingOperations,,2751000.000,1296000.000,-298000.000,-649000.000,3424000.000
FiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss,,,,,-1360000.000,-3961000.000
FiniteLivedIntangibleAssetsTranslationAdjustments,,,,-3011000.000,,
FinitelivedIntangibleAssetsAcquired1,,,,25524000.000,,
ForeignCurrencyTransactionGainLossBeforeTax,,-37000.000,-123000.000,-126000.000,-59000.000,-53000.000
ForeignCurrencyTransactionGainLossUnrealized,,,,,391000.000,-881000.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,,111000.000,664000.000,548000.000,177000.000,1522000.000
GainLossOnDispositionOfAssets1,,,,-30000.000,4000.000,-907000.000
GeneralAndAdministrativeExpense,10555026.000,12187794.000,17764000.000,24448000.000,29453000.000,28172000.000
GoodwillAcquiredDuringPeriod,,,13129000.000,23151000.000,,
GoodwillForeignCurrencyTranslationGainLoss,,,,,-3707000.000,-5404000.000
GoodwillTranslationAdjustments,,286231.000,440000.000,-978000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,375181.000,6843172.000,6683000.000,1325000.000,2666000.000,-1970000.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,78000.000,40000.000
IncomeTaxExpenseBenefit,-484468.000,3262557.000,2150000.000,1284000.000,413000.000,5547000.000
IncomeTaxExpenseBenefitContinuingOperations,,3262000.000,2150000.000,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,468000.000,491000.000,1665000.000,1392000.000,7425000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,,,235000.000,-313000.000,14000.000
IncomeTaxReconciliationDeductionsOther,,,,3000.000,,
IncomeTaxReconciliationDeductionsQualifiedProductionActivities,,,,123000.000,102000.000,0.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,-27000.000,-208000.000,-289000.000,-792000.000,-1258000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,2395000.000,2339000.000,451000.000,906000.000,-670000.000
IncomeTaxReconciliationNondeductibleExpense,,116000.000,255000.000,87000.000,260000.000,116000.000
IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,,,,37000.000,33000.000,49000.000
IncomeTaxReconciliationNondeductibleExpenseOther,,,,73000.000,0.000,0.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,-30000.000,0.000,29000.000,181000.000,216000.000
IncomeTaxReconciliationOtherAdjustments,,-33000.000,-8000.000,-317000.000,80000.000,-95000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,674000.000,336000.000,-31000.000,-37000.000,-156000.000
IncomeTaxReconciliationTaxCreditsResearch,,0.000,746000.000,453000.000,348000.000,395000.000
IncomeTaxReconciliationTaxExemptIncome,,,,105000.000,106000.000,162000.000
IncomeTaxesPaidNet,57968.000,322856.000,1248000.000,2470000.000,2182000.000,3647000.000
IncreaseDecreaseInAccountsPayable,2223153.000,942852.000,1196000.000,1676000.000,-3390000.000,-790000.000
IncreaseDecreaseInAccountsReceivable,7438392.000,2230743.000,-1229000.000,8235000.000,5803000.000,-10709000.000
IncreaseDecreaseInAccruedLiabilities,-253089.000,1400873.000,891000.000,-1002000.000,3023000.000,-3687000.000
IncreaseDecreaseInDeferredRevenue,1683950.000,-785415.000,-124000.000,1622000.000,-1643000.000,1474000.000
IncreaseDecreaseInInventories,3850824.000,-2420196.000,1967000.000,-867000.000,3755000.000,-806000.000
IncreaseDecreaseInOtherOperatingAssets,-2028341.000,557820.000,675000.000,-569000.000,-1539000.000,2378000.000
IncreaseDecreaseInOtherOperatingLiabilities,-1127359.000,4245.000,65000.000,106000.000,-74000.000,-867000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-164089.000,716697.000,-619000.000,-1141000.000,1576000.000,332000.000
IncrementalCommonSharesAttributableToContingentlyIssuableShares,,241776.000,197000.000,185000.000,209000.000,0.000
InterestExpense,223061.000,323431.000,637000.000,1296000.000,1460000.000,1436000.000
InterestPaid,267281.000,200624.000,601000.000,1296000.000,1467000.000,1433000.000
InvestmentIncomeInterest,296953.000,510471.000,657000.000,738000.000,546000.000,513000.000
LeaseAndRentalExpense,,302000000.000,,,,
MarketableSecuritiesRealizedGainLoss,,,,0.000,0.000,0.000
NetCashProvidedByUsedInFinancingActivities,5504007.000,-885395.000,29325000.000,32676000.000,-6329000.000,-4373000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5504007.000,-885395.000,29325000.000,32676000.000,-6329000.000,-4373000.000
NetCashProvidedByUsedInInvestingActivities,-7551678.000,-12258638.000,-44747000.000,-26686000.000,-3800000.000,-8724000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-7551678.000,-12258638.000,-44747000.000,-26686000.000,-3800000.000,-8724000.000
NetCashProvidedByUsedInOperatingActivities,1867215.000,15057005.000,16255000.000,10370000.000,8397000.000,18699000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1867215.000,15057005.000,16255000.000,10370000.000,8397000.000,18699000.000
NetIncomeLoss,859649.000,3580615.000,4533000.000,41000.000,2253000.000,-7517000.000
OperatingIncomeLoss,-608330.000,6569885.000,6169000.000,1922000.000,3208000.000,-1322000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-415447.000,,,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,-1303.000,-4000.000,,,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,-562568.000,-388000.000,3953000.000,4207000.000,9288000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,530021.000,594000.000,-3908000.000,-4153000.000,-9209000.000
OtherComprehensiveIncomeLossTax,,-4110636.000,-5127000.000,3867000.000,1900000.000,16726000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-267378.000,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-1.000,,,8000.000,-3000.000,-1000.000
OtherNonoperatingIncomeExpense,909619.000,86247.000,494000.000,-39000.000,372000.000,275000.000
PaymentsForRepurchaseOfCommonStock,3679127.000,0.000,0.000,,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,0.000,22944000.000,43448000.000,0.000,0.000
PaymentsToAcquireMarketableSecurities,49541143.000,21944408.000,41950000.000,12270000.000,11323000.000,13173000.000
PaymentsToAcquireProductiveAssets,14064106.000,6504094.000,4720000.000,5118000.000,5694000.000,5631000.000
ProceedsFromIssuanceOfLongTermDebt,,,5844000.000,0.000,0.000,
ProceedsFromLongTermLinesOfCredit,9000000.000,0.000,23000000.000,0.000,0.000,
ProceedsFromSaleAndMaturityOfMarketableSecurities,56053571.000,16189864.000,24867000.000,34150000.000,13217000.000,10080000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,0.000,
ProductWarrantyExpense,,419000.000,1457000.000,2048000.000,1431000.000,1723000.000
ProvisionForDoubtfulAccounts,275526.000,535617.000,1305000.000,1610000.000,1337000.000,872000.000
RepaymentsOfLongTermDebt,123870.000,130857.000,1030000.000,1272000.000,1307000.000,1358000.000
RepaymentsOfLongTermLinesOfCredit,,2000000.000,0.000,30000000.000,0.000,0.000
ResearchAndDevelopmentExpense,11548247.000,12147998.000,12987000.000,14101000.000,14039000.000,16030000.000
Revenues,112535864.000,137112210.000,162288000.000,9268000.000,9622000.000,176122000.000
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,,10549000.000,5649000.000,,,
SalesRevenueGoodsNet,85135618.000,90677292.000,90295000.000,81143000.000,76213000.000,73075000.000
SalesRevenueNet,112535864.000,137112210.000,162288000.000,172591000.000,184634000.000,176122000.000
SalesRevenueServicesNet,27400246.000,46434918.000,71993000.000,91448000.000,108421000.000,103047000.000
SellingAndMarketingExpense,23472521.000,24069079.000,28792000.000,32976000.000,35714000.000,33942000.000
ShareBasedCompensation,3532909.000,3679248.000,4124000.000,3771000.000,3734000.000,3651000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,154264.000,33246.000,90452.000,138000.000,297000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,10.720,13.740,12.550,12.590,13.680
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,496240.000,138183.000,326496.000,120000.000,75000.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,8.580,8.350,8.850,8.640,9.060
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,9.910,13.200,11.740,12.040,8.900
StandardProductWarrantyAccrualPeriodIncreaseDecrease,,-538000.000,-1002000.000,-1464000.000,-1404000.000,-1323000.000
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,,400000.000,190000.000,1034000.000,885000.000,601000.000
StockIssuedDuringPeriodSharesStockOptionsExercised,,80255.000,160944.000,53232.000,10000.000,269000.000
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,289177.000,,,138000.000,291000.000,146000.000
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,652360.000,,,473000.000,89000.000,2437000.000
StockRepurchasedAndRetiredDuringPeriodValue,624533.000,,,481000.000,578000.000,313000.000
StockRepurchasedDuringPeriodShares,,0.000,0.000,0.000,0.000,0.000
StockRepurchasedDuringPeriodValue,,0.000,0.000,0.000,0.000,0.000
TreasuryStockValueAcquiredCostMethod,3679127.000,,,,,
UnrealizedGainLossOnDerivatives,,-31244.000,210000.000,37000.000,57000.000,80000.000
UnrecognizedTaxBenefitsDecreasesResultingFromForeignCurrencyTranslation,,,,,-116000.000,-131000.000
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,,,,0.000,-1569000.000,330000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,,,,97000.000,-413000.000,283000.000
UnrecognizedTaxBenefitsIncreasesResultingFromAcquisition,,,,2473000.000,0.000,0.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,,,14000.000,13000.000,293000.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,,,,0.000,168000.000,0.000
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,,,,0.000,0.000,0.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,440000.000,564000.000,1457000.000,531000.000,6879000.000
WeightedAverageNumberOfDilutedSharesOutstanding,15072342.000,15018951.000,15341000.000,15605000.000,15834000.000,15834000.000
WeightedAverageNumberOfSharesOutstandingBasic,14767606.000,14777175.000,15144000.000,15420000.000,15625000.000,15834000.000
