,2011-10-31
AccountsPayableAndAccruedLiabilitiesCurrent,26027.000
AdditionalPaidInCapital,-614400.000
Assets,60589.000
AssetsCurrent,599.000
Cash,16.000
CashAndCashEquivalentsAtCarryingValue,16.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,750000000.000
CommonStockSharesIssued,696000000.000
CommonStockSharesOutstanding,696000000.000
CommonStockValue,696000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-129781.000
DueToRelatedPartiesCurrent,42743.000
Liabilities,108770.000
LiabilitiesAndStockholdersEquity,60589.000
MineralPropertiesNet,59990.000
NotesPayableCurrent,40000.000
PreferredStockParOrStatedValuePerShare,0.001
PreferredStockSharesAuthorized,50000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PreferredStockValue,0.000
PrepaidExpenseCurrent,583.000
StockholdersEquity,-48181.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-48181.000
