,2011-11-30,2012-02-29,2012-08-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,720349.000,450078.000,199857.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,502.000,882838.000,388966.000
AdvertisingExpense,,,0.000
AmortizationOfIntangibleAssets,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2882.000
EarningsPerShareBasicAndDiluted,-0.020,-0.040,-0.010
GainsLossesOnExtinguishmentOfDebt,-346187.000,201312.000,94797.000
GeneralAndAdministrativeExpense,1123961.000,2506550.000,1136327.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,406322.000
IncreaseDecreaseInCustomerAdvances,,,6250.000
IncreaseDecreaseInDerivativeLiabilities,,,0.000
IncreaseDecreaseInInterestPayableNet,,,11988.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,5000.000
InterestExpense,62212.000,471266.000,12908.000
LossContingencyDamagesPaidValue,,,30000.000
NetCashProvidedByUsedInFinancingActivities,,,211746.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,211746.000
NetCashProvidedByUsedInOperatingActivities,,,-214628.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-214628.000
NetIncomeLoss,-1532360.000,-2776504.000,-1054438.000
OperatingIncomeLoss,-1123961.000,-2506550.000,-1136327.000
OtherNonoperatingIncomeExpense,-408399.000,-269954.000,
ProceedsFromConvertibleDebt,,,-29175.000
ProceedsFromIssuanceOfCommonStock,,,90000.000
ProceedsFromIssuanceOfLongTermDebt,,,150921.000
ShareBasedCompensation,,,505047.000
StockIssuedDuringPeriodSharesEmployeeBenefitPlan,,,1000000.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,207915.000,197246.000,153921.000
StockIssuedDuringPeriodValueEmployeeBenefitPlan,,96000.000,1057221.000
StockIssuedDuringPeriodValueIssuedForNoncashConsiderations,,6000.000,
StockIssuedDuringPeriodValueNewIssues,,375000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,101624177.000
