,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,-8000.000
AllocatedShareBasedCompensationExpense,550000.000,533000.000,797000.000,1059000.000,978000.000,1040000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,18494273.000,3975331.000,4260559.000,4252570.000,-8232708.000,5189496.000
CapitalExpendituresIncurredButNotYetPaid,,2578000.000,,,,20000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-10020000.000,,,,-6197000.000
ComprehensiveIncomeNetOfTax,,,,-14366000.000,,-13543000.000
DepreciationDepletionAndAmortization,,216000.000,,,,543000.000
EarningsPerShareBasicAndDiluted,-2.730,-0.380,-0.490,-0.580,-0.520,-0.540
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3,,0.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3,,0.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,,0.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,0.000,,,,
GeneralAndAdministrativeExpense,2334000.000,2941000.000,3236000.000,3305000.000,3298000.000,3432000.000
IncreaseDecreaseInAccountsPayable,,424000.000,,,,-957000.000
IncreaseDecreaseInAccountsReceivable,,1121000.000,,,,480000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,-1040000.000,,,,-2949000.000
IncreaseDecreaseInDeferredRevenue,,1074000.000,,,,1197000.000
IncreaseDecreaseInOtherOperatingLiabilities,,-10000.000,,,,-31000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-96000.000,,,,3146000.000
InterestIncomeExpenseNonoperatingNet,-22000.000,28000.000,6000.000,-26000.000,41000.000,36000.000
InterestPaid,,26000.000,,,,52000.000
LineOfCreditFacilityPeriodicPaymentPrincipal,140000.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,-138000.000,,,,-551000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-138000.000,,,,-551000.000
NetCashProvidedByUsedInInvestingActivities,,-544000.000,,,,12576000.000
