,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,141685.000,,,,97136.000,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,,,-150615.000,,,,0.000,,
EquityMethodInvestmentDividendsOrDistributions,,,374623.000,,,,378631.000,,
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,,,,,,421374.000
EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems,,,,,,,,,0.000
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,,,688687.000,585125.000,,509610.000,-2448005.000,289369.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,,,1205317.000,1244764.000,,1079470.000,1157319.000,0.000
GeneralAndAdministrativeExpense,48799.000,45887.000,63770.000,52651.000,77352.000,58317.000,73633.000,52878.000,40276.000
ImpairmentOfRealEstate,,,,,,,0.000,,
IncomeLossFromEquityMethodInvestments,288247.000,271286.000,259533.000,306377.000,269678.000,255795.000,251097.000,-415851.000,126408.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-16666.000,,,,-333.000,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,-1887.000,,,,-4088.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,0.000,,,,953.000,,
InterestAndOtherIncome,,,,,,,,,2659.000
NetCashProvidedByUsedInOperatingActivities,,,292300.000,,,,299624.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,292300.000,,,,299624.000,,
NetIncomeLoss,239448.000,225399.000,195763.000,253726.000,192326.000,197478.000,177464.000,-468729.000,510165.000
NetIncomeLossAllocatedToGeneralPartners,,,1958.000,2537.000,1923.000,,,,
PaymentsToAcquireEquityMethodInvestments,,,,,,,202488.000,,
