,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionExpense,,,160000.000,110000.000,76000.000,171000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1599000.000,2417000.000,6501000.000,11328000.000,15590000.000,18039000.000
AmortizationOfDebtDiscountPremium,,236000.000,,,,
AmortizationOfFinancingCosts,,,,,,281000.000
AmortizationOfFinancingCostsAndDiscounts,,,333000.000,390000.000,458000.000,
AssetImpairmentCharges,25990000.000,0.000,,,,
CapitalLeaseObligationsIncurred,,0.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,4105000.000,75934000.000,23112000.000,45332000.000,123650000.000,-120285000.000
ComprehensiveIncomeNetOfTax,-60207000.000,-41374000.000,-56073000.000,-79159000.000,,-176338000.000
ConversionOfStockAmountIssued1,0.000,,,,,
ConversionOfStockSharesIssued1,9174589.000,,,,,
CurrentForeignTaxExpenseBenefit,,,,,44000.000,95000.000
CurrentIncomeTaxExpenseBenefit,,,,,-1971000.000,98000.000
CurrentStateAndLocalTaxExpenseBenefit,,,,,-2015000.000,3000.000
DebtInstrumentConvertibleBeneficialConversionFeature,-9175000.000,0.000,,,,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,0.000,,,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,0.000,0.000,400000.000,600000.000
Depreciation,,600000.000,,,,
DepreciationDepletionAndAmortization,343000.000,561000.000,680000.000,1073000.000,1982000.000,2438000.000
EarningsPerShareBasic,-2.950,,,,,
EarningsPerShareBasicAndDiluted,,-1.560,-1.600,-1.840,-2.020,-2.850
EarningsPerShareDiluted,-2.950,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,-50000.000
EffectiveIncomeTaxRateContinuingOperations,,0.000,0.020,0.120,0.020,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.220,-0.490,-0.170,-0.430,-0.390
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,,-0.010,-0.040
