,2011-09-30
AccountsPayableCurrent,3309531.000
AccountsPayableRelatedPartiesCurrent,57661.000
AccountsReceivableNetCurrent,1530236.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,143154.000
AdditionalPaidInCapitalCommonStock,342788.000
AllowanceForDoubtfulAccountsReceivableCurrent,581998.000
Assets,7120486.000
AssetsCurrent,5850149.000
CashAndCashEquivalentsAtCarryingValue,240500.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,50000000.000
CommonStockSharesIssued,40202200.000
CommonStockSharesOutstanding,40202200.000
CommonStockValue,40202.000
CustomerAdvancesCurrent,112558.000
DepositsAssetsCurrent,239178.000
IntangibleAssetsNetExcludingGoodwill,268616.000
InventoryNet,2517317.000
LiabilitiesAndStockholdersEquity,7120486.000
LiabilitiesCurrent,6167323.000
PrepaidExpenseAndOtherAssetsCurrent,78553.000
PropertyPlantAndEquipmentNet,1001721.000
RestrictedCashAndCashEquivalentsAtCarryingValue,21950.000
RetainedEarningsAccumulatedDeficit,254803.000
ShortTermBorrowings,2351834.000
StockholdersEquity,953163.000
TaxesPayableCurrent,277048.000
