,2011-06-30,2011-09-30,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,2091000.000,1132000.000,3010000.000,4137000.000,5669000.000,10819000.000,9593000.000,14413000.000,17460000.000,21452000.000,28277000.000,33088000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-545000.000,-690000.000,-643000.000,-598000.000,-1285000.000,-3241000.000,-3243000.000,-1597000.000,-987000.000,-219000.000
AdditionalPaidInCapital,2704000.000,23460000.000,193621000.000,289988000.000,476157000.000,1001901000.000,1560226000.000,1576011000.000,1591941000.000,1607456000.000,1462108000.000,1462165000.000
Assets,6737000.000,74355000.000,350364000.000,486515000.000,690668000.000,1195921000.000,1724480000.000,1735633000.000,1734573000.000,1990910000.000,2077525000.000,2148337000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,123000.000,14000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,771000.000,0.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,,,,18966000.000,19448000.000,17580000.000,17580000.000,20075000.000,1573000.000
AvailableForSaleSecurities,,,,,,,17981000.000,16584000.000,14670000.000,16297000.000,19427000.000,1587000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,500000.000,19000000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,459765000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationTangibleAssets,,,,,600494000.000,,,,,,,
Cash,519000.000,2815000.000,2171000.000,28831000.000,13869000.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,13900000.000,424931000.000,852240000.000,308911000.000,103447000.000,142928000.000,28695000.000,33452000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,6943000.000,44972000.000,127000.000,0.000,0.000,,,
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,594828.000,3079003.000,22653698.000,33887682.000,55584641.000,114517758.000,177115574.000,178785756.000,180463898.000,182136090.000,169316257.000,169316247.000
CommonStockSharesOutstanding,594828.000,3079003.000,22653698.000,33887682.000,55584641.000,114517758.000,177115574.000,178785756.000,180463898.000,182136090.000,169316257.000,169316247.000
CommonStockValue,6000.000,31000.000,227000.000,339000.000,556000.000,1145000.000,1771000.000,1788000.000,1805000.000,1821000.000,1691000.000,1691000.000
CommonStockValueOutstanding,,,226300000.000,338500000.000,555300000.000,1100000000.000,1800000000.000,1800000000.000,1800000000.000,,,
ConstructionInProgressGross,,,,,,,,4819000.000,11112000.000,16148000.000,19262000.000,19673000.000
DebtInstrumentCarryingAmount,,,,,200095000.000,,,,259348000.000,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,-3085000.000,-2903000.000,-3064000.000,-2875000.000,-3002000.000,-2769000.000,-4192000.000,-4000000.000,-3612000.000
DeferredCostsCurrentAndNoncurrent,,,4175000.000,4984000.000,7386000.000,7189000.000,6997000.000,21887000.000,21041000.000,23715000.000,20071000.000,18530000.000
DeferredCreditsAndOtherLiabilities,,102000.000,,,,,,,,,,
DeferredFinanceCostsNet,146000.000,1293000.000,,,,,,,,,,
DeferredRevenueLeasesGross,,,1216000.000,735000.000,917000.000,1182000.000,826000.000,2310000.000,2949000.000,5267000.000,5261000.000,5121000.000
DeferredTaxAssetsGross,,,,,,,,,600000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,500000.000,,,
DerivativeAssetCollateralObligationToReturnCashOffset,,,,,,,,0.000,0.000,0.000,0.000,0.000
DerivativeCollateralObligationToReturnCash,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DerivativeCollateralObligationToReturnSecurities,,,,,,,,0.000,0.000,0.000,0.000,0.000
DerivativeFairValueOfDerivativeLiability,,,,,,598000.000,-300000.000,-376000.000,-333000.000,314000.000,340000.000,233000.000
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,,,,,,,,-376000.000,-333000.000,314000.000,340000.000,233000.000
DerivativeLiabilities,,,545000.000,690000.000,643000.000,598000.000,300000.000,376000.000,333000.000,314000.000,340000.000,233000.000
DividendsPayableCurrentAndNoncurrent,,134000.000,1180000.000,1790000.000,2962000.000,5603000.000,9913000.000,9997000.000,10427000.000,10522000.000,0.000,0.000
DueFromAffiliates,,,,,190000.000,270000.000,0.000,4670000.000,0.000,,,
FiniteLivedIntangibleAssetAcquiredInPlaceLeases,732000.000,10802000.000,46722000.000,58425000.000,77095000.000,81813000.000,97658000.000,158804000.000,181264000.000,199630000.000,228963000.000,240402000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,5100000.000,,,,,,,
IntangibleAssetsNetExcludingGoodwill,,,,,72011000.000,,,,151262000.000,,,
