,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-12213000.000,,,,8539000.000,,,,8639000.000,,,,638000.000,,,,-3098000.000,,,,-620000.000
AmortizationOfMortgageServicingRightsMSRs,,,,,,,,,,,,,,,100000.000,100000.000,100000.000,0.000,100000.000,100000.000,100000.000,0.000,100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,4942388.000,6167876.000,7654026.000,-16442022.000,1705775.000,,,,1069463.000,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,,,,,,,,,,28854000.000,7617000.000,,5917000.000,2563000.000,10080000.000,,0.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,,,,,,,,,,,5926000.000,0.000,,,0.000,0.000,,
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,,,84783000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,,121000.000,,,,,,,,,,,,558000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,4484000.000,,,,,,,,,,,
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,,,243000.000,,,,718000.000,,,,254000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-931000.000,,,,302874000.000,,,,16109000.000,,,,-17655000.000,,,,-13525000.000,,,,-13170000.000
CashFlowHedgeGainLossReclassifiedToEarningsNet,,,,-10290000.000,-7830000.000,,-1865000.000,,,,,,,,,,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYieldAccretion,,,,,,,-4248000.000,,,,,,,,,,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYieldAdditions,,,,,,,57568000.000,,,,,,,,,,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,,,,,,,49553000.000,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,0.100,0.150,0.200,0.200,0.220,0.220,0.220,0.170,0.100,,0.100,0.100,0.600,,0.120,0.120,0.120,,0.120,0.000,0.120,,0.000
ComprehensiveIncomeNetOfTax,,,,,,,,,,,8737000.000,21444000.000,2794000.000,-10271000.000,-2185000.000,-9669000.000,5429000.000,-4296000.000,52155000.000,2984000.000,11132000.000,-21321000.000,-12907000.000
