,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,64400000.000,66600000.000,68000000.000,68300000.000,68600000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,,,,,,,,-200000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,900000.000,1900000.000,2500000.000,2100000.000,2500000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,,,,,11600000.000,,
AmortizationOfIntangibleAssets,13317000.000,,,,39800000.000,52400000.000,50400000.000,59400000.000,64400000.000,66600000.000,68000000.000,68000000.000,68600000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,25563000.000,36687000.000,34928000.000,-61408000.000,40865000.000,40758000.000,11449000.000,-82370000.000,16411000.000
AssetRetirementObligationAccretionExpense,,,,,300000.000,200000.000,200000.000,,200000.000,400000.000,300000.000,300000.000,
AssetRetirementObligationForeignCurrencyTranslation,,,,,-1400000.000,400000.000,-200000.000,,,,,,
AssetRetirementObligationForeignCurrencyTranslationGainLoss,,,,,,,,,700000.000,300000.000,0.000,-700000.000,
AssetRetirementObligationRevisionOfEstimate,,,,,,-700000.000,500000.000,,100000.000,0.000,0.000,-100000.000,
BusinessCombinationAcquisitionRelatedCosts,,,,,31300000.000,24100000.000,15000000.000,,18900000.000,5200000.000,3200000.000,6100000.000,3600000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,-2700000.000,-900000.000,-2700000.000,,2800000.000,1300000.000,200000.000,800000.000,1100000.000
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,,,,,-56400000.000,-56500000.000,,-73800000.000,-74700000.000,20200000.000,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,493500000.000,417600000.000,,535900000.000,628700000.000,643900000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,193564000.000,,,,-100000000.000,,,,-102500000.000,,,,-56200000.000
CommonStockDividendsPerShareCashPaid,,,,,,,,,0.000,0.000,0.000,0.000,0.000
CommonStockDividendsPerShareDeclared,,,,,22.850,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,-443900000.000,148000000.000,-476100000.000,,163600000.000,105200000.000,,,151700000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-1465000.000,,,,-8300000.000,4700000.000,-6700000.000,,400000.000,700000.000,-5900000.000,3800000.000,6200000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-16708000.000,,,,-452200000.000,152700000.000,-482800000.000,,164000000.000,105900000.000,75500000.000,-208500000.000,157900000.000
CostOfGoodsSold,99504000.000,,,,327700000.000,406500000.000,354600000.000,,467800000.000,541000000.000,515400000.000,554000000.000,483400000.000
CurrentForeignTaxExpenseBenefit,,,,,,,27600000.000,,,,,,
