,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,0.110,0.100,,0.060,0.140,0.150,0.190,0.120,0.180,0.150,0.080,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,5900000.000,5799000.000,,3877000.000,9853000.000,11351000.000,14584000.000,9408000.000,14849000.000,13511000.000,8227000.000,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,31122000.000,32707000.000,,33232000.000,41718000.000,45630000.000,72325000.000,50464000.000,59330000.000,56791000.000,52969000.000,,,,,,
BusinessCombinationAcquisitionRelatedCosts,2528000.000,3605000.000,644000.000,290000.000,607000.000,41000.000,1366000.000,603000.000,2935000.000,2056000.000,1008000.000,33000.000,13000.000,964000.000,1580000.000,642000.000,14000.000,527000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,31121000.000,,,,-36588000.000,,,,0.000,,,,-46341000.000,,,,0.000,
CostOfOtherPropertyOperatingExpense,462000.000,1098000.000,2073000.000,2323000.000,2491000.000,2443000.000,2628000.000,2980000.000,3359000.000,3616000.000,4150000.000,4448000.000,4320000.000,4481000.000,5006000.000,5180000.000,5332000.000,5162000.000,5501000.000,5542000.000
CostOfPropertyRepairsAndMaintenance,175000.000,416000.000,848000.000,1014000.000,1039000.000,1071000.000,1071000.000,1361000.000,1656000.000,1820000.000,2114000.000,2074000.000,1980000.000,2110000.000,2146000.000,2293000.000,2517000.000,2419000.000,2418000.000,2624000.000
Depreciation,884000.000,1861000.000,3685000.000,3803000.000,4094000.000,4213000.000,4487000.000,4847000.000,5748000.000,6190000.000,6969000.000,7042000.000,7226000.000,7793000.000,8389000.000,8788000.000,8979000.000,9263000.000,9329000.000,9592000.000
DirectCostsOfHotels,1512000.000,3317000.000,6336000.000,7358000.000,8069000.000,7679000.000,8058000.000,9870000.000,11028000.000,11457000.000,12564000.000,14334000.000,14275000.000,14114000.000,14633000.000,16342000.000,16674000.000,15970000.000,15872000.000,17471000.000
DirectOperatingCostRoyaltyExpense,300000.000,640000.000,1007000.000,1241000.000,1283000.000,1161000.000,1246000.000,1702000.000,1862000.000,1898000.000,2254000.000,2652000.000,2520000.000,2366000.000,2680000.000,3073000.000,2918000.000,2659000.000,2808000.000,3327000.000
