,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-08-16,2013-09-30,2014-03-27,2014-05-12,2014-08-08,2014-11-10,2015-03-23,2015-05-06,2015-08-12,2015-11-10,2016-03-23,2016-05-17,2016-08-15,2016-11-09
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,1805000.000,1839000.000,753000.000,624000.000,724000.000,1080000.000,892000.000,,346000.000,,,,,,,,,,,,
AccountsReceivableNet,,,,,,,,,15000.000,,,,,,,,,,,,
AccountsReceivableRelatedPartiesCurrent,,,,,,89000.000,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,22000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1149000.000,-3082000.000,9000.000,15000.000,149000.000,9000.000,-17000.000,,33089000.000,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,278550000.000,278550000.000,271005000.000,271005000.000,270150000.000,270150000.000,270150000.000,,-236368000.000,,,,,,,,,,,,
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,4512000.000,5070000.000,5468000.000,2431000.000,3016000.000,2428000.000,2626000.000,,3022000.000,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesRealEstate,25434000.000,26290000.000,26247000.000,20929000.000,3573000.000,2500000.000,2500000.000,,2450000.000,,,,,,,,,,,,
AllowanceForNotesReceivable,17980000.000,17980000.000,17250000.000,,,,,,,,,,,,,,,,,,
Assets,111584000.000,103389000.000,52635000.000,50872000.000,97759000.000,40205000.000,39520000.000,,39582000.000,,,,,,,,,,,,
AssetsHeldForSaleAtCarryingValue,62357000.000,57966000.000,,,11011000.000,,,,,,,,,,,,,,,,
AssetsHeldForSaleLongLived,,,,,57661000.000,,,,3118000.000,,,,,,,,,,,,
AssetsHeldForSalePropertyPlantAndEquipment,,,,,52589000.000,,,,,,,,,,,,,,,,
BuildingsAndImprovementsGross,,,,,,,,,7800000.000,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,,9916000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssets,,,,,,297000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,,,,,1252000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,,,,,,55000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,,,,,902000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,,,,,,7281000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNotesPayableAndLongTermDebt,,,,,,39300000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,,,,,,1413000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,,52578000.000,,,,,,,,,,,,,,,
