,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,234714000.000,226451000.000,226648000.000
AccountsPayableCurrent,32739000.000,29218000.000,9236000.000
AccountsReceivableGross,147388000.000,149105000.000,176952000.000
AccountsReceivableNetCurrent,145730000.000,147142000.000,174832000.000
AccruedIncomeTaxesNoncurrent,7055000.000,4893000.000,4966000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,119217000.000,121232000.000,126707000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,-6200000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-3374000.000,-7049000.000,-4972000.000
AdditionalPaidInCapital,3254634000.000,3280905000.000,3286905000.000
AllowanceForDoubtfulAccountsReceivable,1658000.000,1963000.000,2120000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,1963000.000,
Assets,3534476000.000,3320843000.000,3283584000.000
AssetsCurrent,704683000.000,507439000.000,512577000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,237680000.000,246908000.000,226654000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,472000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,917000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,210936000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,445000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,186068000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,24868000.000,
AvailableForSaleSecuritiesDebtMaturitiesRemainderOfFiscalYearAmortizedCostBasis,121227000.000,,103391000.000
AvailableForSaleSecuritiesDebtMaturitiesRemainderOfFiscalYearFairValue,121221000.000,,103307000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,117226000.000,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,117084000.000,
AvailableForSaleSecuritiesDebtSecurities,237155000.000,246013000.000,225962000.000
CashAndCashEquivalentsAtCarryingValue,382616000.000,192627000.000,187636000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,119891000.000,120526000.000,122106000.000
CommonStockSharesOutstanding,119659000.000,120061000.000,121130000.000
CommonStockValue,120000.000,121000.000,121000.000
DebtInstrumentCarryingAmount,1259250000.000,1027548000.000,1025798000.000
DeferredCostsCurrentAndNoncurrent,100000.000,,
DeferredIncomeTaxLiabilities,,332892000.000,
DeferredRevenueCurrent,45287000.000,49145000.000,45286000.000
