,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,6620000.000,4075000.000,0.000,0.000,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,839000.000,20000.000,19000.000,,,
AdministrativeFeesAmountPaid,,103000.000,145000.000,,,
AmortizationOfAboveAndBelowMarketLeases,,,,,-680000.000,453000.000
AmortizationOfDeferredLoanOriginationFeesNet,,-557000.000,-486000.000,104000.000,-23000.000,-3000.000
AmortizationOfFinancingCosts,2857000.000,3240000.000,3314000.000,4655000.000,1975000.000,1748000.000
AmortizationOfIntangibleAssets,-882000.000,2134000.000,2249000.000,1258000.000,,
AssetManagementCosts,20127000.000,22275000.000,23524000.000,18641000.000,12082000.000,11811000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,,313000.000,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,0.000,,,,,
BusinessCombinationAcquisitionRelatedCosts,,0.000,623000.000,0.000,0.000,
CapitalExpendituresIncurredButNotYetPaid,2715000.000,0.000,1666000.000,0.000,6938000.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,13141000.000,-47164000.000,126652000.000,3979000.000,-106334000.000,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,-9100000.000,-7700000.000,,,
CommonStockDividendsPerShareDeclared,0.650,0.650,0.704,5.066,0.293,0.281
ComprehensiveIncomeNetOfTax,6458000.000,48710000.000,62595000.000,454183000.000,19954000.000,16807000.000
ConcentrationRiskPercentage1,,0.411,0.509,0.489,0.594,0.622
CostOfRealEstateRevenue,60338000.000,64475000.000,67978000.000,58711000.000,36069000.000,34603000.000
CostsAndExpenses,298467000.000,317087000.000,333974000.000,275411000.000,174632000.000,148331000.000
DepreciationDepletionAndAmortization,118439000.000,124933000.000,120778000.000,77988000.000,56271000.000,58768000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,10400000.000,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,2471000.000,0.000,0.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,-59000.000,0.000,0.000,,
DividendsCommonStock,123219000.000,123974000.000,135384000.000,966916000.000,55737000.000,53140000.000
EarningsPerShareBasicAndDiluted,0.110,0.250,0.290,2.330,0.100,0.090
ExtinguishmentOfDebtAmount,,70046000.000,,,58272000.000,
GeneralAndAdministrativeExpense,5063000.000,4624000.000,4982000.000,5082000.000,4485000.000,6370000.000
ImpairmentOfRealEstate,,,,15601000.000,23082000.000,0.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,45962000.000,55779000.000,445507000.000,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,0.240,0.290,2.330,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,2412000.000,0.000,0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,0.010,0.000,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-78000.000,269000.000,1889000.000,-7276000.000,-1403000.000,-154000.000
IncreaseDecreaseInAccountsReceivable,-1303000.000,337000.000,2467000.000,676000.000,2843000.000,2441000.000
IncreaseDecreaseInDueToRelatedParties,,168000.000,-168000.000,38000.000,11000.000,-8000.000
IncreaseDecreaseInOtherOperatingLiabilities,4419000.000,-2541000.000,6061000.000,-13632000.000,-1833000.000,954000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,6514000.000,8251000.000,10235000.000,12693000.000,14477000.000,5837000.000
IncreaseDecreaseInRestrictedCash,-214000.000,,,,,
IncreaseDecreaseInRestrictedCashForOperatingActivities,-552000.000,,,,,
InterestAndFeeIncomeLoansCommercial,,31081000.000,26850000.000,7721000.000,3701000.000,1078000.000
InterestAndFeeIncomeLoansCommercialRealEstate,36476000.000,37144000.000,30439000.000,12742000.000,4552000.000,1075000.000
InterestExpense,50554000.000,58423000.000,65687000.000,62944000.000,22115000.000,16651000.000
InterestPaid,46263000.000,55406000.000,58445000.000,42096000.000,23076000.000,15411000.000
