,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,1181131.000,1106223.000,1184739.000,1476327.000,,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,,,,,279655.000,670686.000,604301.000,561073.000,692180.000,1093421.000,1296369.000,1101824.000,1054556.000,1056333.000,1234878.000,898355.000,946576.000,956924.000,902532.000,671572.000,625087.000,860125.000,833352.000,886900.000
AccountsPayableRelatedPartiesCurrent,158308.000,,,,,,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,0.000,,88246.000,297898.000,200275.000,322618.000,350470.000,306278.000,425930.000,241265.000,752946.000,658968.000,502617.000,497593.000,608196.000,504839.000,585043.000,460803.000,519944.000,412283.000,235402.000,373187.000,660280.000,556439.000
AccruedLiabilitiesCurrent,,,,,788185.000,845769.000,846178.000,807432.000,889885.000,823900.000,603946.000,573187.000,606099.000,600203.000,626757.000,643497.000,696624.000,698175.000,737929.000,776023.000,831053.000,835472.000,872248.000,862872.000
AccruedRentCurrent,,,,,,,,,,,,,59452.000,,,,451743.000,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,19811.000,,,,24157.000,,,,30629.000,,,,40733.000,,,,50529.000,,,
AdditionalPaidInCapitalCommonStock,1379409.000,1379409.000,1379409.000,1406449.000,4304280.000,4304280.000,4304280.000,4304280.000,4304280.000,4304280.000,4304280.000,4319251.000,4320982.000,4320982.000,4320982.000,4320982.000,4321329.000,4321329.000,4321329.000,4321329.000,4321329.000,4321329.000,4321329.000,4321329.000
AllowanceForDoubtfulAccountsReceivable,,,,,0.000,,,,13993.000,,,,32343.000,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,13993.000,13993.000,13993.000,32343.000,32343.000,32343.000,32343.000,32343.000,13643.000,13643.000,13643.000,13643.000,113643.000,113643.000,113643.000,50603.000
AssetRetirementObligationsNoncurrent,23012.000,23012.000,23012.000,23012.000,5000.000,5000.000,,,,,,,,,,,,,,,,,,
Assets,238619.000,186733.000,554509.000,1384544.000,1221530.000,1876898.000,2064847.000,2165872.000,2558733.000,2870536.000,3173992.000,3257517.000,3487082.000,3498029.000,3613006.000,3257310.000,3342714.000,3412280.000,3383792.000,3116309.000,2500598.000,2614660.000,2618115.000,2539124.000
AssetsCurrent,3757.000,3019.000,371943.000,1135509.000,1085533.000,1732202.000,1979596.000,2087686.000,2487766.000,2802269.000,3118024.000,3165439.000,3393263.000,3405424.000,3521050.000,3169386.000,2955656.000,3027671.000,3001632.000,2736598.000,2123336.000,2239847.000,2245751.000,2169209.000
CashAndCashEquivalentsAtCarryingValue,3757.000,3019.000,90743.000,29041.000,3135.000,16681.000,23100.000,21510.000,175028.000,100609.000,578.000,148827.000,72784.000,80983.000,7418.000,44812.000,61564.000,2000.000,1369.000,856.000,3062.000,2255.000,22201.000,3689.000
CashFDICInsuredAmount,,,,,,,,,250000.000,,,,250000.000,,,,250000.000,,,,250000.000,,,
ClassOfWarrantOrRightOutstanding,,,,,1350000.000,,,,,,,,,,,,,,,,,,,
CommonStockNoParValue,,,,0.000,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,53271897.000,53271897.000,53271897.000,53271897.000,46553084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000
CommonStockSharesOutstanding,53271897.000,53271897.000,53271897.000,53271897.000,46553084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000,48053084.000
CommonStockValue,10566487.000,10566487.000,10566487.000,10566487.000,,,,,,9293810.000,9293810.000,9293810.000,,9293810.000,9293810.000,9293810.000,,9293810.000,9293810.000,9293810.000,9293810.000,9293810.000,9293810.000,9293810.000
CommonStockValueOutstanding,,,,,9233810.000,9293810.000,9293810.000,9293810.000,9293810.000,,,,9293810.000,,,,9293810.000,,,,,,,
ConvertibleDebtCurrent,1199886.000,1199886.000,1199886.000,1199886.000,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,-2305000.000,,,,2170000.000,,,,2048000.000,,,,2204000.000,,,,2339000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,-257000.000,,,,281000.000,,,,251000.000,,,,167000.000,,,,170000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,-2562000.000,,,,2451000.000,,,,2299000.000,,,,2371000.000,,,,2509000.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,12881801.000,12745471.000,12933210.000,,,,,,,,,,,,,,,,,,,,,
