,2012-05-31,2013-05-31
CashPeriodIncreaseDecrease,25135.000,-30000.000
CurrentFederalTaxExpenseBenefit,,0.000
DeferredIncomeTaxExpenseBenefit,,0.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,0.000
EarningsPerShareBasic,,-0.010
GeneralAndAdministrativeExpense,,8304.000
IncomeLossFromContinuingOperations,,-43204.000
IncreaseDecreaseInAccountsPayable,-1250.000,2529.000
IncreaseDecreaseInNotesPayableRelatedParties,,-30000.000
IncreaseDecreaseInPrepaidExpense,1750.000,
NetCashProvidedByUsedInFinancingActivities,55926.000,10675.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,55926.000,10675.000
NetCashProvidedByUsedInOperatingActivities,-30791.000,-40675.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-30791.000,-40675.000
NetIncomeLoss,-31291.000,-43204.000
OperatingExpenses,,43204.000
ProceedsFromIssuanceOfCommonStock,36000.000,
ProceedsFromNotesPayable,19926.000,40675.000
ProfessionalFees,,34900.000
ProfitLoss,,-43204.000
WeightedAverageNumberOfSharesOutstandingBasic,,4521000.000
