,2011-09-30
AccountsPayableTradeCurrent,83136.000
AccountsReceivableNetCurrent,4619.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,498381.000
AdditionalPaidInCapitalCommonStock,19407767.000
Assets,3237809.000
AssetsCurrent,213400.000
CashAndCashEquivalentsAtCarryingValue,77482.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,210725.000
CommonStockSharesAuthorized,100000000.000
CommonStockSharesIssued,46133245.000
CommonStockSharesOutstanding,46133245.000
CommonStockSharesSubscribedButUnissued,280000.000
CommonStockSharesSubscriptions,210000.000
CommonStockValue,46113.000
DerivativeLiabilitiesCurrent,161102.000
DueToOfficersOrStockholdersCurrent,33117.000
DueToRelatedPartiesCurrent,128253.000
IntangibleAssetsNetExcludingGoodwill,345597.000
InventoryNet,73149.000
Liabilities,774456.000
LiabilitiesAndStockholdersEquity,3237809.000
LiabilitiesCurrent,774456.000
LinesOfCreditCurrent,99850.000
MinorityInterest,-52552.000
NotesPayableCurrent,148950.000
PrepaidExpenseAndOtherAssetsCurrent,58150.000
PropertyPlantAndEquipmentNet,2678812.000
RetainedEarningsAccumulatedDeficit,-17435631.000
StockholdersEquity,2515905.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2463353.000
