,2012-02-29,2013-02-28,2013-09-30,2013-12-31,2014-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,53549.000,41017.000,1091392.000,1093983.000,1230525.000
AccountsReceivableNetCurrent,,,76788.000,3750.000,167549.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,141424.000,162289.000,157799.000
AdditionalPaidInCapitalCommonStock,8344.000,8344.000,7155849.000,7462808.000,8762488.000
Assets,66.000,0.000,428397.000,276572.000,666686.000
AssetsCurrent,66.000,0.000,224079.000,99560.000,390863.000
Cash,66.000,0.000,35515.000,0.000,526.000
CashAndCashEquivalentsAtCarryingValue,,,35515.000,0.000,526.000
CommitmentsAndContingencies,,,,,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,7596000.000,7596000.000,8377459.000,8437059.000,8879745.000
CommonStockSharesOutstanding,7596000.000,7596000.000,8377459.000,8437059.000,8879745.000
CommonStockValue,7596.000,7596.000,8377.000,8437.000,8880.000
ConvertibleLongTermNotesPayable,,,1669010.000,2437495.000,1946814.000
ConvertibleNotesPayable,,,,3337605.000,4469383.000
ConvertibleNotesPayableCurrent,,,1280000.000,900110.000,2522569.000
CustomerAdvancesCurrent,,,113008.000,,112639.000
DebtInstrumentInterestRateStatedPercentage,,,0.080,,
DeferredIncomeTaxLiabilities,,,,30259.000,
DeferredTaxAssetsGross,,,,4502770.000,
DeferredTaxAssetsLiabilitiesNet,,,,4472511.000,
DeferredTaxAssetsNet,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,3695167.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,703397.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,98845.000,
DeferredTaxAssetsValuationAllowance,,,,4472511.000,
DeferredTaxLiabilitiesOther,,,,0.000,
DepositsAssetsNoncurrent,,,6200.000,6200.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,83051.000,82585.000,12175745.000,13145722.000,15583087.000
DueToOfficersOrStockholdersCurrent,13628.000,25628.000,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,14365.000,
EquityMethodInvestmentOwnershipPercentage,,0.920,,,
FurnitureAndFixturesGross,,,126186.000,117025.000,119168.000
InterestPayableCurrent,,,365558.000,468646.000,667233.000
InventoryRawMaterials,,,87412.000,84501.000,80057.000
InventoryWorkInProcess,,,24364.000,,37736.000
LeaseholdImprovementsGross,,,32665.000,32665.000,32665.000
Liabilities,67177.000,66645.000,5439916.000,5951049.000,7478405.000
LiabilitiesAndStockholdersEquity,66.000,0.000,428397.000,276572.000,666686.000
LiabilitiesCurrent,67177.000,66645.000,3739202.000,2985414.000,5471635.000
LiabilitiesNoncurrent,,,1700714.000,2965635.000,2006770.000
LongTermDebt,,,,853815.000,823625.000
LongTermDebtCurrent,,,714244.000,325675.000,763669.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,325675.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,842.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,12068.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,515230.000,
LongTermDebtNoncurrent,,,31704.000,528140.000,59956.000
MachineryAndEquipmentGross,,,85149.000,87869.000,87869.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,79745.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,5950.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,71400.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,75173.000,
OtherAssetsNoncurrent,,,,,137255.000
PrepaidExpenseCurrent,,,0.000,11309.000,104995.000
PropertyPlantAndEquipmentNet,,,198118.000,170812.000,138568.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,3754800.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,0.960,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,3754800.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,0.960,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares,,,,129133.000,
ShortTermBorrowings,,,175000.000,197000.000,175000.000
StockholdersEquity,-67111.000,-66645.000,-5011519.000,-5674477.000,-6811719.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-67111.000,-66645.000,-5011519.000,-5674477.000,-6811719.000
UnrecognizedTaxBenefitsResultingInNetOperatingLossCarryforward,,,,10800000.000,
