,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,32029.000,39124.000,27171.000,36427.000,38066.000,146717.000,152508.000,591055.000,726786.000,960933.000,901196.000,909089.000
AccountsReceivableGrossCurrent,619488.000,910095.000,1144774.000,1506475.000,1351578.000,460587.000,316632.000,,65712.000,,,
AccountsReceivableNet,,,,,,,,,,,,142470.000
AccountsReceivableNetCurrent,588514.000,863251.000,1088405.000,1431151.000,1287722.000,428482.000,270039.000,,65712.000,496974.000,,142470.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,29279.000,-32582.000,-37673.000,40439.000,45165.000,-44582.000,54944.000,60172.000,62566.000,66210.000,69783.000,73054.000
AdditionalPaidInCapital,2099657.000,2142995.000,2171787.000,2316496.000,2385160.000,2539850.000,2936103.000,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,2967747.000,2927001.000,2138228.000,2103939.000,2853789.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,0.000
AllowanceForDoubtfulAccountsReceivableCurrent,30974.000,46844.000,56369.000,75324.000,63856.000,32105.000,46593.000,,,,,
Assets,1012150.000,1126968.000,1342074.000,1610053.000,1466166.000,743226.000,457036.000,237495.000,248369.000,711485.000,328048.000,297220.000
AssetsCurrent,981389.000,1097582.000,1309376.000,1536656.000,1358926.000,666137.000,395571.000,95930.000,123156.000,568611.000,83357.000,236608.000
AssetsNoncurrent,,,,,,,,115755.000,100533.000,121837.000,227227.000,46419.000
CashAndCashEquivalentsAtCarryingValue,378450.000,232206.000,209221.000,100505.000,71204.000,23810.000,48318.000,80991.000,53824.000,71588.000,83308.000,62733.000
CashFDICInsuredAmount,43473.000,0.000,0.000,0.000,0.000,0.000,,0.000,,,,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,27100.000,27100.000,27100.000,27100.000,27100.000,27100.000
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,14721900.000,14829000.000,14886700.000,15176700.000,15314300.000,15624300.000,16415390.000,16481812.000,16400157.000,14819449.000,14750734.000,16250734.000
CommonStockSharesOutstanding,14721900.000,14829000.000,14886700.000,15176700.000,15314300.000,15624300.000,14915390.000,16481812.000,16400157.000,14819449.000,14750734.000,16250734.000
CommonStockSharesSubscriptions,-11000.000,-11000.000,-11000.000,-11000.000,-11000.000,-11000.000,,,,,,
CommonStockValue,14722.000,14829.000,14887.000,15177.000,15314.000,15624.000,14915.000,16482.000,16400.000,14820.000,14751.000,16251.000
ContractualObligationDueInNextTwelveMonths,,,,,,,50000.000,,,,,
DeferredRevenueCurrent,491292.000,769730.000,950119.000,894310.000,721917.000,427529.000,553879.000,1572644.000,1455376.000,1804027.000,1170870.000,1224092.000
DeferredTaxAssetsOperatingLossCarryforwards,,591027.000,,,,704140.000,,1559185.000,,,,1365485.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,,,,,,,181403.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,72815.000,,,,14735.000,,,,,,
DeferredTaxAssetsValuationAllowance,,663842.000,,,,718875.000,,1559185.000,,,,1546888.000
DepositsAssetsNoncurrent,,,,,79190.000,46218.000,30886.000,115755.000,100533.000,121837.000,227227.000,46419.000
FurnitureAndFixturesGross,,,,,,,25910.000,,,,,
IndefiniteLivedIntangibleAssetsExcludingGoodwill,1836.000,1836.000,1836.000,1836.000,1836.000,1836.000,1836.000,,,,,
Liabilities,528927.000,814926.000,982175.000,936015.000,765869.000,581334.000,709731.000,2165351.000,2182162.000,2778422.000,2108163.000,2135674.000
LiabilitiesAndStockholdersEquity,1012150.000,1126968.000,1342074.000,1610053.000,1466166.000,743226.000,457036.000,237495.000,248369.000,711485.000,328048.000,297220.000
LiabilitiesCurrent,528927.000,814926.000,982175.000,936015.000,765869.000,581334.000,709731.000,2165351.000,2182162.000,2778422.000,2108163.000,2135674.000
LinesOfCreditCurrent,5606.000,6072.000,4885.000,5278.000,5886.000,7088.000,3344.000,1652.000,,13462.000,36097.000,2493.000
MachineryAndEquipmentGross,,,,,,,57777.000,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,69022.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,17058.000,,51964.000,34643.000,17269.000,69022.000,8766.000,105192.000,,,122131.000,122131.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,182519.000,182519.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,177212.000,177212.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,40908.000,,,,,70128.000,,105192.000,,,172050.000,172050.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,69022.000,40908.000,40908.000,40908.000,40908.000,70128.000,,105192.000,,,167036.000,167036.000
OperatingLossCarryforwards,,1738315.000,,,,2071000.000,,4585839.000,,,,5260575.000
OtherAssets,8265.000,8265.000,8265.000,48138.000,81026.000,48054.000,32722.000,,,,,
OtherAssetsCurrent,,,,,,,,14743.000,3620.000,49.000,49.000,31405.000
OtherReceivables,3000.000,,,,,,,,,,,
OtherReceivablesGrossCurrent,,,,,,,,56197.000,,,,
OtherReceivablesNetCurrent,,200.000,,,,103197.000,56197.000,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,,0.000,,,,,
PrepaidExpenseCurrent,11425.000,1925.000,11750.000,5000.000,,110648.000,10417.000,,,,,
PropertyPlantAndEquipmentNet,22496.000,21121.000,24433.000,25259.000,26214.000,29035.000,28743.000,26990.000,24680.000,21037.000,17464.000,14192.000
