,2011-09-30,2011-12-31,2012-03-31,2012-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,3110614.000,2903754.000,3038459.000,3277124.000
AccountsReceivableNetCurrent,1125808.000,253646.000,0.000,717297.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,227659.000,294130.000,386007.000,585346.000
Assets,11024328.000,10279638.000,10116140.000,10821235.000
AssetsCurrent,1346697.000,358377.000,171932.000,894288.000
AssetsNoncurrent,9677631.000,9921261.000,9944208.000,9926947.000
CapitalLeaseObligationsCurrent,60966.000,60966.000,60966.000,60966.000
CapitalLeaseObligationsNoncurrent,0.000,0.000,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,60966.000
Cash,11193.000,1894.000,452.000,36723.000
CashAndCashEquivalentsAtCarryingValue,,,,36723.000
CommonStockNoParValue,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,48000.000,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,33768037.000,34224541.000,34301541.000,34807554.000
CommonStockSharesOutstanding,33768037.000,34224541.000,34301541.000,34807554.000
CommonStockValue,16699270.000,17723379.000,17960122.000,25875179.000
DepositLiabilitiesAccruedInterest,,,,16021.000
DueFromRelatedPartiesNoncurrent,211580.000,211580.000,211580.000,0.000
DueToRelatedPartiesCurrent,866859.000,956073.000,1085032.000,1195602.000
InterestPayableCurrentAndNoncurrent,,,,16021.000
Liabilities,6224136.000,5947531.000,6407512.000,7827890.000
LiabilitiesAndStockholdersEquity,11024328.000,10279638.000,10116140.000,10821235.000
LiabilitiesCurrent,6224136.000,5947531.000,6407512.000,7298224.000
LiabilitiesNoncurrent,,,,529666.000
LongTermDebt,,,,529666.000
MineralRights,8190417.000,8237917.000,8285417.000,8380417.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentNet,1275634.000,1471764.000,1447211.000,1546530.000
RetainedEarningsAccumulatedDeficit,-11899078.000,-13391272.000,-14203494.000,-22881834.000
SaleLeasebackTransactionNetBookValue,,,,8380417.000
ShortTermNonBankLoansAndNotesPayable,2107026.000,1938300.000,2064217.000,2186739.000
StockholdersEquity,4800192.000,4332107.000,3708628.000,2993345.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4800192.000,4332107.000,3708628.000,2993345.000
