,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationExpensePropertyPlantAndEquipmentCurrentCharge,,,,,,108.000,,,,,,,,,,,,,,
AdjustmentForAmortization,,54.000,,,,,,0.000,0.000,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,,,,22034.000,,,,
AllocatedShareBasedCompensationExpense,0.000,,,,,,,,0.000,0.000,,,,,,22034.000,,,,
AssetImpairmentCharges,,,,,,0.000,0.000,0.000,,0.000,,,,,,0.000,,,,0.000
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,,,,,,,,,,,32703.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-74660.000,,,,,,,,,,,,,,,,,,
CashPeriodIncreaseDecrease,,,,,,,,-133125.000,,,,-71816.000,,,,-9374.000,,,,205960.000
CurrentFederalTaxExpenseBenefit,,,,,,23720.000,,,25295.000,,,,,,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,,0.000,,,,,,,,,,,,
Depreciation,,,54.000,54.000,,,73.000,0.000,,,,,,,,,,,,
DepreciationAndAmortization,0.000,,,,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,54.000,,,,,,,,,,,,,,,,,,
DividendsShareBasedCompensation,,,,,,,,0.000,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,-0.010,-0.000,0.000,0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.010,-0.000
ExplorationExpense,102851.000,29119.000,3640.000,16700.000,53380.000,18444.000,79983.000,7222.000,17579.000,54661.000,9300.000,16872.000,10922.000,24025.000,5175.000,17020.000,15673.000,7172.000,93848.000,390.000
FairValueOfAssetsAcquired,,,,,,,,,,,,,,,,,,,,93983.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,,,,,0.000,,,,,,,,,,,,,,
GainLossOnInvestments,,,,,,,,,,-17868.000,,,,,,,,,,
GainLossOnSaleOfInvestments,,,,,,,,,,,,,,,,,,,,88997.000
GeneralAndAdministrativeExpense,4700.000,2201.000,2613.000,2257.000,3567.000,3179.000,2501.000,3396.000,1938.000,3439.000,2933.000,3232.000,2623.000,1394.000,2158.000,1514.000,3383.000,2698.000,2916.000,2945.000
GeneralInsuranceExpense,3913.000,3903.000,3903.000,3903.000,4329.000,4372.000,4372.000,0.000,2915.000,4371.000,4372.000,4372.000,4266.000,4225.000,4225.000,4225.000,5633.000,4225.000,4225.000,4225.000
ImpairmentOfIntangibleAssetsFinitelived,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,
ImpairmentOfOilAndGasProperties,,0.000,0.000,369137.000,0.000,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-83687.000,,,,-69765.000,-128902.000,-66301.000,-74397.000,-131743.000,-94166.000,-72103.000,-58228.000,-59827.000,-92581.000,-87887.000,-52134.000,-207561.000,-151823.000,-57831.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-183821.000,,-82854.000,-443302.000,,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,25295.000,,,,,,,,,,,
IncomeTaxesPaidNet,,0.000,,,,,,0.000,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-8585.000,,,,,,-4702.000,,,,-7558.000,,,,4407.000,,,,5431.000
IncreaseDecreaseInAccountsReceivable,,0.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDepositOtherAssets,,,,,,,,-65000.000,,,,,,,,,,,,
IncreaseDecreaseInDeposits,,,,,,,,0.000,,,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,17558.000,,,,,,2183.000,,,,-7845.000,,,,-6472.000,,,,44207.000
InterestExpense,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,
InterestPaid,,0.000,,,,,,0.000,,,,,,,,,,,,
InvestmentIncomeInterest,231.000,206.000,230.000,318.000,743.000,95.000,96.000,94.000,70.000,64.000,65.000,,114.000,36.000,,20.000,,42.000,,
LeaseAndRentalExpense,,,,,,,,,,,,700.000,,,,,,,,
MarketableSecuritiesUnrealizedGainLoss,,,,,,,,,,,,,,,,,,-137516.000,,4568.000
MarketingAndAdvertisingExpense,,,2137.000,0.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,0.000,,,,,,0.000,,,,,,,,50600.000,,,,183800.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,0.000,,,,,,0.000,,,,,,,,50600.000,,,,183800.000
NetCashProvidedByUsedInInvestingActivities,,0.000,,,,,,-64305.000,,,,,,,,-5000.000,,,,123335.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,,,,-64305.000,,,,,,,,-5000.000,,,,123335.000
NetCashProvidedByUsedInOperatingActivities,,-74660.000,,,,,,-68820.000,,,,-71816.000,,,,-54974.000,,,,-101175.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-74660.000,,,,,,-68820.000,,,,-71816.000,,,,-54974.000,,,,-101175.000
NetIncomeLoss,-183821.000,-83687.000,-82854.000,,,-69765.000,-128902.000,-66301.000,-74397.000,-131743.000,-94166.000,-72103.000,-58228.000,-59827.000,-92581.000,-87887.000,-52134.000,-207561.000,-151823.000,-57831.000
NonoperatingIncomeExpense,,,,,,,,,70.000,-17804.000,,,114.000,36.000,,20.000,,-132484.000,,4568.000
OperatingExpenses,184052.000,84564.000,83084.000,443620.000,145794.000,-69860.000,128998.000,66395.000,74467.000,113939.000,99231.000,72103.000,58342.000,59863.000,49975.000,87907.000,52134.000,75077.000,163022.000,62399.000
