,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,0.000,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,,,,,55293.000,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,131563.000,371792.000,245245.000,352400.000,278000.000,,,,,,,,,228000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-9108.000,,-1265.000,,,,388079.000,,,,-50845.000,,,,-1144651.000,,,,-1248739.000,,
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,,,,,325896.000,,,,0.000,,
Depreciation,,,,,,,0.000,,,,,,,,,,,,119.000,357.000,357.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,,,0.000,,,,
DerivativeLossOnDerivative,,,,,,,,,,,1300170.000,624016.000,-927373.000,35300.000,0.000,0.000,,,,,
EarningsPerShareBasic,,0.000,0.000,-0.000,-0.060,-0.030,-0.010,-0.120,0.010,-0.000,0.010,-0.010,-0.020,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,,,,,,,,,,,,,,-0.010,-0.010,-0.010,-0.020,-0.010,-0.010,-0.010
EarningsPerShareDiluted,,,,,,,,,0.010,,0.010,,-0.020,,-0.010,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,,,,,,484875.000,1584818.000,,2753170.000,1096278.000,-925384.000,612230.000,137146.000,54982.000,0.000,0.000,0.000,361506.000,65326.000
GeneralAndAdministrativeExpense,9108.000,5917.000,1265.000,4546.000,451046.000,1069218.000,523443.000,808483.000,825951.000,976408.000,870355.000,853177.000,813122.000,1163823.000,865512.000,868433.000,1294050.000,1339481.000,1026644.000,1494204.000,1306435.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-9108.000,-5917.000,-1265.000,-4546.000,,,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
IncomeTaxesPaid,0.000,,0.000,,,,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,0.000,,,,-5198.000,,,,118350.000,,,,36102.000,,,,-102644.000,,
IncreaseDecreaseInAccruedLiabilities,0.000,,0.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,,,,62390.000,,,,12355.000,,,,-91734.000,,,,-178451.000,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,,,,,-2753170.000,,,,-137146.000,,,,0.000,,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,,,,,,,-69430.000,,
IncreaseDecreaseInNotesPayableRelatedParties,,,,,,,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,0.000,,0.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,20000.000,,,,-1704.000,,,,10041.000,,,,2286.000,,
IncreaseDecreaseInPrepaidExpense,0.000,,0.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,,,,,,,,,,,,,-52500.000,,,,-108000.000,,
InterestExpense,,,,,19596.000,,27765.000,27765.000,27763.000,27766.000,27765.000,50556.000,134326.000,165158.000,143747.000,66823.000,33104.000,33013.000,25570.000,26815.000,0.000
