,2017-03-31
AdditionalPaidInCapitalCommonStock,199919.000
Assets,201001.000
CashAndCashEquivalentsAtCarryingValue,201001.000
CommonStockSharesAuthorized,400000000.000
DueFromRelatedParties,0.000
DueToRelatedPartiesCurrentAndNoncurrent,0.000
MinorityInterest,1000.000
PreferredStockParOrStatedValuePerShare,0.010
PreferredStockSharesAuthorized,50000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
StockholdersEquity,200001.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,201001.000
