,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,46005.000,56682.000,61177.000,108112.000,94537.000,118670.000,136059.000,375699.000,200469.000,132429.000,173551.000
AccruedLiabilitiesCurrent,,,,,,,,,,63731.000,76013.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-3816.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,2853.000,6813.000,6024.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,775000.000,,,,,,
AdditionalPaidInCapitalCommonStock,184342.000,184342.000,681009.000,184342.000,1686662.000,1686662.000,1788661.000,1788661.000,2061277.000,2276185.000,2293100.000
Assets,109.000,109.000,492656.000,899529.000,23583.000,24056.000,30574.000,24953.000,34265.000,168231.000,10329.000
AssetsCurrent,109.000,109.000,492656.000,3651.000,2103.000,2103.000,7954.000,960.000,34265.000,168231.000,10329.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,0.000,0.000,0.000,0.000,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,,,,,,600000.000,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,602041.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,900000.000,,,,900000.000,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,,,,,12750.000,,,,12750.000,,
BusinessAcquisitionPurchasePriceAllocationEquipment,,,,125000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,25293.000,,,,25293.000,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,,,775000.000,694550.000,,,,694550.000,,
BusinessAcquisitionPurchasePriceAllocationOtherAssets,,,,879622.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,167408.000,,,,167408.000,,
BusinessAcquisitionPurchasePriceAllocationTangibleAssets,,,,,180158.000,,,,180158.000,,
Cash,109.000,109.000,292656.000,3651.000,2103.000,2103.000,7954.000,960.000,29755.000,158259.000,
CashAndCashEquivalentsAtCarryingValue,109.000,109.000,,,,,,,,158259.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,250000000.000,250000000.000,250000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,52140000.000,,8443253.000,,62583258.000,,,,,
CommonStockSharesOutstanding,52140000.000,52140000.000,55473333.000,52140000.000,62583258.000,62583258.000,63583258.000,63583258.000,65431321.000,65597988.000,65597988.000
CommonStockValue,52140.000,52140.000,55473.000,52140.000,62583.000,62583.000,63583.000,63583.000,65431.000,65598.000,65598.000
DepositLiabilitiesAccruedInterest,,,,,,95311.000,107660.000,119608.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,765109.000,778215.000,805977.000,1628825.000,2683986.000,2727909.000,2898631.000,3311411.000,3510166.000,3736306.000,3935760.000
DueToRelatedPartiesCurrent,482731.000,485160.000,500974.000,619313.000,104617.000,129351.000,236164.000,129218.000,499702.000,708813.000,693117.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,559316.000,,,,,,
IncomeTaxReceivable,,,,,21480.000,21953.000,22620.000,23993.000,,,
IntangibleAssetsNetExcludingGoodwill,,,,758438.000,,,,,,,
InterestReceivable,,,,72118.000,,,,,,,
Liabilities,528736.000,541842.000,562151.000,1025384.000,958324.000,1002720.000,1076961.000,1209657.000,1414870.000,1555941.000,1581367.000
LiabilitiesAndStockholdersEquity,109.000,109.000,492656.000,899529.000,23583.000,24056.000,30574.000,24953.000,34265.000,168231.000,10329.000
