,2011-06-30,2011-09-30
AccountsPayableCurrent,19231000.000,21191000.000
AccountsReceivableNetCurrent,19379000.000,19061000.000
AccruedLiabilitiesCurrent,6911000.000,6778000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-740000.000,-490000.000
AdditionalPaidInCapital,106904000.000,107644000.000
Assets,372259000.000,373265000.000
AssetsCurrent,37984000.000,38084000.000
AssetsNoncurrent,278585000.000,275873000.000
CashAndCashEquivalentsAtCarryingValue,4657000.000,3507000.000
CommonStockParOrStatedValuePerShare,0.010,0.010
CommonStockSharesAuthorized,25000000.000,25000000.000
CommonStockSharesIssued,16423169.000,16516480.000
CommonStockSharesOutstanding,15434370.000,15527681.000
CommonStockValue,163000.000,165000.000
DebtCurrent,8078000.000,8038000.000
DeferredTaxAssetsNetCurrent,3861000.000,3921000.000
DeferredTaxLiabilitiesNoncurrent,41905000.000,43570000.000
EmployeeRelatedLiabilitiesCurrent,9933000.000,9153000.000
Goodwill,90750000.000,90750000.000
IncomeTaxesReceivable,1024000.000,820000.000
InventoryNet,2874000.000,2994000.000
Liabilities,168637000.000,166085000.000
LiabilitiesAndStockholdersEquity,372259000.000,373265000.000
LiabilitiesCurrent,44153000.000,45160000.000
LiabilitiesNoncurrent,124484000.000,120925000.000
LongTermDebtNoncurrent,78500000.000,73350000.000
MinorityInterest,521000.000,562000.000
OtherAssetsNoncurrent,5254000.000,5118000.000
OtherLiabilitiesNoncurrent,4079000.000,4005000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010
PreferredStockSharesAuthorized,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,4339000.000,5566000.000
PropertyPlantAndEquipmentNet,55690000.000,59308000.000
RetainedEarningsAccumulatedDeficit,105346000.000,107871000.000
ShortTermInvestments,1850000.000,2215000.000
StockholdersEquity,203101000.000,206618000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,203622000.000,207180000.000
TreasuryStockShares,988799.000,988799.000
TreasuryStockValue,8572000.000,8572000.000
