,2011-06-30,2011-09-30
AccountsPayableCurrent,8489929.000,5936575.000
AccountsReceivableNetCurrent,15924959.000,17286190.000
AccruedLiabilitiesCurrent,2154916.000,2241305.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2683616.000,2724643.000
AdditionalPaidInCapital,4108133.000,4108133.000
AdvancesOnInventoryPurchases,1363.000,682.000
Assets,29318851.000,30966793.000
AssetsCurrent,20989653.000,22712658.000
Cash,1735293.000,1815603.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000
CommonStockSharesIssued,972533.000,972533.000
CommonStockSharesOutstanding,0.000,972533.000
CommonStockValue,973.000,973.000
CustomerAdvancesCurrent,0.000,0.000
DueFromOfficersOrStockholdersCurrent,,0.000
DueFromOtherRelatedPartiesCurrent,,0.000
DueToRelatedPartiesCurrent,13151.000,13291.000
FiniteLivedIntangibleAssetsNet,5298987.000,5293045.000
InventoryNet,3176127.000,3456651.000
LiabilitiesAndStockholdersEquity,29318851.000,30966793.000
LiabilitiesCurrent,15933121.000,14647175.000
LoansPayableToBankCurrent,3481086.000,3361904.000
NotesAndLoansReceivableNetCurrent,0.000,0.000
OtherLiabilitiesCurrent,229470.000,316116.000
OtherReceivablesNetCurrent,151911.000,153532.000
PropertyPlantAndEquipmentNet,3030211.000,2961090.000
RetainedEarningsAccumulatedDeficit,6592998.000,9485859.000
StockholdersEquity,13385730.000,16319618.000
TaxesPayableCurrent,1564569.000,2777984.000
