,2013-12-31,2014-12-31
EarningsPerShareBasic,-0.000,-0.000
GeneralAndAdministrativeExpense,4144.000,7234.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,800.000
IncreaseDecreaseInDueFromRelatedParties,,2550.000
IncreaseDecreaseInOperatingCapital,1000.000,
NetCashProvidedByUsedInFinancingActivities,3144.000,3884.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3144.000,3884.000
NetCashProvidedByUsedInOperatingActivities,-3144.000,-3884.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3144.000,-3884.000
NetIncomeLoss,-4144.000,-7234.000
OperatingExpenses,3633.000,7234.000
ProceedsFromContributedCapital,3144.000,3884.000
ShareBasedCompensation,1000.000,
WeightedAverageNumberOfSharesOutstandingBasic,10000000.000,10000000.000
