,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31
AccountsPayableAndAccruedLiabilitiesCurrent,5075.000,13778.000,10484.000,11540.000,5783.000,10244.000,12517.000,13353.000,12729.000,5729.000,2811.000,2811.000,23311.000,14131.000,19131.000,8631.000,26630.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,10836.000,13545.000,16254.000
AdditionalPaidInCapital,,,,,,,,,,,460559.000,460559.000,460559.000,460559.000,460559.000,460559.000,
AdditionalPaidInCapitalCommonStock,78559.000,78559.000,78559.000,78559.000,78559.000,78559.000,78559.000,78559.000,78559.000,460559.000,,,,,,,460559.000
Assets,,,,,,,,,,392160.000,825314.000,822605.000,819896.000,1685806.000,1683432.000,1680723.000,974781.000
AssetsNoncurrent,,,,,,,,,,,,,,,,,974781.000
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,392160.000,392160.000,392160.000,392160.000,1260779.000,1261114.000,1261114.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,,,,,600000.000,600000.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,3000000000.000,3000000000.000,3000000000.000,3000000000.000,3000000000.000,3000000000.000,3000000000.000,3000000000.000,3000000000.000,3000000000.000,3000000000.000
CommonStockSharesIssued,6487500.000,6487500.000,6487500.000,6487500.000,6487500.000,6487500.000,6487500.000,6487500.000,6487500.000,11487500.000,11487500.000,11487500.000,11487500.000,1011487500.000,1011487500.000,1611487500.000,1611487500.000
CommonStockSharesOutstanding,6487500.000,6487500.000,6487500.000,6487500.000,6487500.000,6487500.000,6487500.000,6487500.000,6487500.000,11487500.000,11487500.000,11487500.000,11487500.000,1011487500.000,1011487500.000,1611487500.000,1611487500.000
CommonStockValue,6488.000,6488.000,6488.000,,,,,,,,,,,,,,1611488.000
CommonStockValueOutstanding,,,,6488.000,6488.000,6488.000,6488.000,6488.000,6488.000,11488.000,11488.000,11488.000,11488.000,1011488.000,1011488.000,1611488.000,
DeferredTaxAssetsNet,,,,,67180.000,73067.000,80323.000,86535.000,96494.000,73067.000,117261.000,132333.000,137539.000,156767.000,161645.000,170101.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,,,,,180563.000
DueToRelatedPartiesCurrent,,64248.000,89876.000,91764.000,101113.000,113471.000,131948.000,156114.000,186031.000,235772.000,695340.000,727272.000,734481.000,647533.000,654098.000,702883.000,
Liabilities,,,,,,,,,,241501.000,698151.000,730083.000,757792.000,661664.000,673229.000,711514.000,26630.000
LiabilitiesAndStockholdersEquity,,,,,,,,,,392160.000,825314.000,822605.000,819896.000,1685806.000,1683432.000,1680723.000,974781.000
LiabilitiesCurrent,68928.000,78026.000,100360.000,103304.000,106896.000,123715.000,144465.000,169467.000,198760.000,241501.000,698151.000,,,,,,
OperatingLossCarryforwards,,,,,,208762.000,229512.000,254514.000,283807.000,321388.000,,,,,,,515896.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
PreferredStockSharesIssued,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,
PreferredStockSharesOutstanding,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,
PropertyPlantAndEquipmentNet,,,,,,,,,,,433154.000,430445.000,427736.000,425027.000,422318.000,419609.000,416900.000
RetainedEarningsAccumulatedDeficit,-153975.000,-163073.000,-185407.000,-188351.000,-191943.000,-208762.000,-229512.000,-254514.000,-283807.000,-321388.000,-344884.000,-379525.000,-404525.000,-447905.000,-461844.000,-502838.000,-523896.000
SaleOfStockPricePerShare,,,,,,,,,,0.070,,,,,,,
StockholdersEquity,,-78026.000,-100360.000,-103304.000,-106896.000,-123715.000,-144465.000,-169467.000,-198760.000,150659.000,127163.000,92522.000,62104.000,1024142.000,1010203.000,969209.000,948151.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-68928.000,,,,,,,,,150659.000,127163.000,92522.000,92522.000,1024142.000,1010203.000,969209.000,948151.000
