,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableTradeCurrent,2354317.000,2000625.000,2679267.000,1882077.000,2410053.000,2313461.000,1380213.000,1832248.000,2045310.000,1302811.000,1085336.000,1523892.000,2021692.000,3097005.000,5805720.000,4581435.000,4606011.000,5303092.000,4883076.000,4111491.000,4091709.000,3837236.000,3404760.000,4127153.000
AccountsReceivableGross,,,,,,,6694154.000,,,,,,,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,,,,,,,,5283935.000,5846922.000,5789694.000,7012411.000,8708662.000,7592503.000,7452306.000,7676152.000,8348652.000,8345649.000,8371539.000,8275444.000,7357282.000,6492883.000
AccountsReceivableNetCurrent,15638806.000,8391055.000,10617416.000,8266927.000,10211778.000,10648279.000,6657380.000,7413787.000,6941807.000,6060338.000,5251974.000,5815222.000,5757960.000,6980668.000,8352369.000,7233620.000,7092227.000,7331090.000,7586651.000,7578590.000,7627048.000,7762562.000,6644994.000,5775099.000
AccruedIncomeTaxesCurrent,65356.000,47072.000,93407.000,631.000,11976.000,4317.000,0.000,,167.000,2841.000,554.000,38.000,8145.000,59432.000,0.000,,,,,,,,,
AccruedRentCurrent,,,,,47471.000,47363.000,0.000,,,,,,,,,,,,,,,,,
AccruedSalariesCurrent,,,,,,,,,,,,,,,13387.000,132737.000,69513.000,791.000,0.000,,,,,
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,,54404.000,19481.000,719.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,2744994.000,,,,3317550.000,,,,4077433.000,,,,5234056.000,,,,6170120.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,168409.000,,,,272594.000,,,,248891.000,,,,24132.000,,,,-359442.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2883092.000,3177413.000,3431354.000,3574310.000,3600372.000,3526012.000,3619119.000,3800423.000,4301792.000,4503870.000,4710113.000,4431487.000,4468976.000,4477457.000,4511915.000,4755254.000,4867421.000,3460348.000,2807340.000,3002945.000,2107909.000,1992116.000,858502.000,1101661.000
AdditionalPaidInCapitalCommonStock,8443563.000,8443563.000,8443563.000,8443563.000,8443563.000,8443563.000,8463291.000,9467911.000,9474623.000,9535253.000,9697496.000,9697496.000,9751696.000,9887646.000,9887646.000,9887646.000,11605145.000,11605145.000,11605145.000,11605145.000,11605145.000,11701045.000,12055825.000,12055825.000
AllowanceForDoubtfulAccountsReceivable,,,,,7797.000,7780.000,36774.000,,,,31961.000,31700.000,31734.000,31743.000,356293.000,358883.000,360079.000,345062.000,762001.000,767059.000,744491.000,512882.000,712288.000,717784.000
Assets,37094694.000,37094290.000,43817923.000,43951904.000,43899083.000,45230065.000,42831702.000,42355222.000,44936853.000,43469118.000,42676193.000,42798632.000,43579166.000,45389340.000,48304931.000,45630087.000,47597169.000,44813173.000,44353642.000,41422362.000,40101226.000,39551478.000,37319117.000,37880360.000
AssetsCurrent,19136423.000,11163301.000,17356778.000,17538893.000,17144598.000,18685487.000,13693082.000,13224932.000,14823943.000,13364887.000,12491391.000,13067609.000,13919968.000,15738291.000,18837250.000,16006808.000,18235000.000,16312952.000,19576937.000,16788995.000,16342894.000,16026117.000,15114944.000,15706955.000
BuildingsAndImprovementsGross,,,,,,,7191316.000,,,,11588428.000,,,,11594610.000,,,,9709136.000,,,,17862863.000,
CapitalLeaseObligationsCurrent,198290.000,110154.000,34287.000,,,,0.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,400513.000,151238.000,2317456.000,4340507.000,2819542.000,2782610.000,3071367.000,1323575.000,934541.000,1075161.000,1020760.000,628031.000,1201484.000,710778.000,1304130.000,260924.000,261369.000,304854.000,434571.000,371920.000,208923.000,273398.000,124637.000,19224.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,5326501.000,5326501.000,5326501.000,5326501.000,5326501.000,5326501.000,5326501.000,5459147.000,5459147.000,5499147.000,5619147.000,5619147.000,5669147.000,5719147.000,5719147.000,5719147.000,6553289.000,6553289.000,6553289.000,6553289.000,6553289.000,6653289.000,7073289.000,7073289.000
CommonStockSharesOutstanding,5326501.000,5326501.000,5326501.000,5326501.000,5326501.000,5326501.000,5326501.000,5459147.000,5459147.000,5499147.000,5619147.000,5619147.000,5669147.000,5719147.000,5719147.000,5719147.000,6553289.000,6553289.000,6553289.000,6553289.000,6553289.000,6653289.000,7073289.000,7073289.000
