,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,117000.000,,,,-35000.000,,0.000,,25000.000,,,,185000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,486000.000,,,,821000.000
AllocatedShareBasedCompensationExpense,774000.000,,1575000.000,,405000.000,360000.000,843000.000,846000.000,61000.000,626000.000,314000.000,363000.000,486000.000,482000.000,393000.000,2431000.000,821000.000
AmortizationOfFinancingCosts,7000.000,0.000,0.000,0.000,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,225000.000,226000.000,391000.000,358000.000,375000.000,375000.000,862000.000,588000.000,736000.000,736000.000,564000.000,564000.000,558000.000,557000.000,557000.000,528000.000,511000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,6841667.000,,,,3841667.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,20000.000,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,-0.020,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,-0.020,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,-209000.000,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,-226000.000,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,15162000.000,,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,107000.000,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,722000.000,,,,-491000.000,105000.000,-438000.000,-441000.000,,15000.000,,,
CapitalizedComputerSoftwareAdditions,,,,,,,,,493000.000,402000.000,,,,,,,
CapitalizedComputerSoftwareAmortization,,,,,,,,,0.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,30312000.000,,,,13040000.000,,,,-5637000.000,,,,-850000.000,,,,3613000.000
ComprehensiveIncomeNetOfTax,,-855000.000,544000.000,,,,,,,,,,,,,,
CostOfRevenue,,,,,,,397000.000,,,,,,,,,,
CostsAndExpenses,18354000.000,14356000.000,15012000.000,16467000.000,17560000.000,19777000.000,23808000.000,23349000.000,23267000.000,22922000.000,,,39578000.000,39327000.000,39469000.000,48025000.000,48813000.000
DeferredIncomeTaxExpenseBenefit,-1266000.000,,,,,,,,-391000.000,,,,-110000.000,,,,309000.000
Depreciation,,20000.000,,,,,,,,,,,,,,,
DepreciationAndAmortization,244000.000,246000.000,423000.000,400000.000,405000.000,411000.000,907000.000,644000.000,784000.000,784000.000,687000.000,699000.000,735000.000,797000.000,835000.000,882000.000,938000.000
DepreciationDepletionAndAmortization,244000.000,,,,,,,,,,,,,,,,
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsDeclared,,,,,5000.000,,,,,,157000.000,,,,,,
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid,,,,,,,,,319000.000,338000.000,,,7000.000,-75000.000,,,-1131000.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,944000.000,,,,,,,,,,,,,,,,
EarningsPerShareBasic,-0.860,-0.080,0.090,0.150,-0.010,0.050,-0.090,-0.010,0.010,-0.040,0.100,0.010,0.120,0.240,0.250,-0.020,0.660
EarningsPerShareDiluted,-0.860,-0.080,0.080,0.160,-0.010,0.050,-0.090,-0.010,0.010,-0.040,0.100,0.010,0.120,0.240,0.250,-0.040,0.580
EffectiveIncomeTaxRateContinuingOperations,-0.166,-0.184,,,0.114,0.139,0.297,-0.376,-4.142,-2.261,-0.857,11.464,0.144,0.112,0.234,-1.058,-0.208
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,47000.000,4000.000,33000.000,,54000.000,37000.000,0.000,,15000.000,28000.000,10000.000,-53000.000,3300000.000
EstimateOfCancellations,77000.000,,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,71000.000,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,4308000.000,5354000.000,6348000.000,7949000.000,7914000.000,8574000.000,,,,,,,,,,,
GoodwillAcquiredDuringPeriod,,,,,0.000,,,,,,,,,,,,
GoodwillImpairmentLoss,,,,,0.000,,,,0.000,,,,,,,,
GrossProfit,,,,,,,22967000.000,,,,,,,,,,1000000000.000
IncomeLossFromContinuingOperations,-5883000.000,-758000.000,-263000.000,-646000.000,367000.000,1160000.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-6349000.000,-697000.000,-309000.000,-1046000.000,-280000.000,1142000.000,-1116000.000,767000.000,-80000.000,-165000.000,818000.000,-1030000.000,2670000.000,4807000.000,6714000.000,-5833000.000,7053000.000
IncomeTaxExpenseBenefit,1053000.000,128000.000,-823000.000,-340000.000,-32000.000,159000.000,-332000.000,295000.000,-336000.000,373000.000,-701000.000,-1258000.000,384000.000,537000.000,1580000.000,-7252000.000,-1469000.000
IncomeTaxesPaid,,,,,,,,,,,,,1000.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-103000.000,,,,-133000.000,,,,-2187000.000,,,,4685000.000,,,,-677000.000
IncreaseDecreaseInAccountsReceivable,109000.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets,,,,,,,,,,,,,-91000.000,,,,-291000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,2319000.000,,,,,,,,,,,,,,,,-2121000.000
IncreaseDecreaseInClientFundsHeld,177000.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,,,,-365000.000,,,,86000.000,,,,67000.000,,,,46000.000
IncreaseDecreaseInDueToRelatedParties,377000.000,,,,,,,,125000.000,,,,185000.000,,,,
IncreaseDecreaseInFinanceReceivables,,,,,,,,,,,,,-12050000.000,,,,
IncreaseDecreaseInIncomeTaxesReceivable,,,,,35000.000,,,,103000.000,,,,-495000.000,,,,1645000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,395000.000,,,,1003000.000,,,,,,,,,,,,
IncreaseDecreaseInRestrictedCash,,,,,514000.000,,,,-988000.000,,,,4145000.000,,,,2054000.000
InsuranceCommissions,8037000.000,8473000.000,7928000.000,7806000.000,8882000.000,10318000.000,11377000.000,12183000.000,10834000.000,11260000.000,13243000.000,18363000.000,25990000.000,25859000.000,25860000.000,29954000.000,31435000.000
InterestExpense,38000.000,,,,,,,,,,,,,,,,
InterestExpenseDebt,17000.000,0.000,0.000,0.000,,,,,,,,,,,,,
InterestIncomeExpenseNet,,17000.000,7000.000,,15000.000,2000.000,,,7000.000,10000.000,8000.000,-3000.000,-55000.000,-100000.000,102000.000,-8000.000,1000.000
InterestPaid,,,,,,,,,,,,,30000.000,,,,
LossOnContractTermination,5500000.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,54811000.000,,,,-1532000.000,,,,-1335000.000,,,,7175000.000,,,,-1421000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,54811000.000,,,,-1532000.000,,,,-1335000.000,,,,7175000.000,,,,-1421000.000
NetCashProvidedByUsedInInvestingActivities,-18965000.000,,,,17622000.000,,,,-952000.000,,,,-750000.000,,,,-683000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-18965000.000,,,,17622000.000,,,,-952000.000,,,,-750000.000,,,,-683000.000
NetCashProvidedByUsedInOperatingActivities,-5534000.000,,,,-3050000.000,,,,-3350000.000,,,,-7275000.000,,,,5717000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-5534000.000,,,,-3050000.000,,,,-3350000.000,,,,-7275000.000,,,,5717000.000
NetIncomeLoss,-4059000.000,-404000.000,408000.000,700000.000,-74000.000,273000.000,-612000.000,74000.000,53000.000,-326000.000,731000.000,143000.000,905000.000,1857000.000,1939000.000,-188000.000,5834000.000
