,2012-02-29
AccountsPayableAndAccruedLiabilitiesCurrent,5187.000
Assets,476.000
AssetsCurrent,476.000
Cash,476.000
CashAndCashEquivalentsAtCarryingValue,476.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,70000000.000
CommonStockSharesIssued,10000000.000
CommonStockSharesOutstanding,10000000.000
CommonStockValue,10000.000
Liabilities,5187.000
LiabilitiesAndStockholdersEquity,476.000
LiabilitiesCurrent,5187.000
PreferredStockParOrStatedValuePerShare,0.001
PreferredStockSharesAuthorized,5000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
RetainedEarningsAccumulatedDeficit,-14711.000
SharesIssued,-4711.000
StockholdersEquity,-4711.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-4711.000
