,2011-10-31,2012-10-31,2013-10-31,2014-10-31,2015-10-31,2016-10-31
AdditionsToNoncurrentAssets,,32058153.000,,,,
AllocatedShareBasedCompensationExpense,,,0.000,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,5517.000,0.000,25850.000,0.000
AssetImpairmentCharges,,,,,0.000,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,,0.000,-106783.000,-60590.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,91080.000,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,135597.000
AvailableForSaleSecuritiesGrossRealizedGains,-11329.000,639853.000,-355996.000,0.000,,
AvailableforsaleSecuritiesGrossRealizedLossesExcludingOtherThanTemporaryImpairments,,,,,,135597.000
CashAcquiredFromAcquisition,,175032.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,2065498.000,-1255838.000,-677202.000,1125687.000,-948540.000,-150918.000
ComprehensiveIncomeNetOfTax,1177021.000,1818042.000,-2412620.000,-2319168.000,-11996056.000,-69863.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,0.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,-2319168.000,,
CostOfGoodsAndServicesSold,723186.000,-336789.000,154489.000,,,
CostOfRevenue,827333.000,-336789.000,154489.000,416469.000,739867.000,630418.000
CurrentIncomeTaxExpenseBenefit,,,,9994.000,,
DeferredFederalIncomeTaxExpenseBenefit,,,0.000,0.000,,
DeferredForeignIncomeTaxExpenseBenefit,,,0.000,0.000,213141.000,-20604.000
DeferredIncomeTaxExpenseBenefit,-458.000,0.000,0.000,,,
Depreciation,38036.000,56541.000,545388.000,696133.000,590757.000,528921.000
DepreciationExpenseOnReclassifiedAssets,,,,,584002.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,0.000,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,0.000,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,0.000,,
DividendIncomeOperating,,0.000,0.000,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.000,0.000,0.000
ExtinguishmentOfDebtAmount,,,,-140356.000,,
ForeignCurrencyTransactionGainLossUnrealized,-11687.000,363785.000,-26084.000,228849.000,228946.000,-16788.000
GainLossOnDispositionOfAssets,,,,,1106.000,0.000
GainLossOnDispositionOfAssets1,,,,-1925.000,,
GainLossOnSaleOfPropertyPlantEquipment,,1437.000,3122.000,,,
GainsLossesOnExtinguishmentOfDebt,,,,,0.000,
GeneralAndAdministrativeExpense,870279.000,1527918.000,1990168.000,1845133.000,1046125.000,626395.000
GoodwillImpairmentLoss,,53595.000,,0.000,,
GrossProfit,2925730.000,2709553.000,1800793.000,1891144.000,1179876.000,1016309.000
ImpairmentOfInvestments,,,,447245.000,,
IncomeLossAttributableToParent,,,,-1389106.000,-1554500.000,-866351.000
IncomeLossFromContinuingOperations,,,,-1336804.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-956493.000,-657984.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,-1326810.000,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,1472716.000,-2090769.000,-1389106.000,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,-0.000,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,-0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,0.000,,
IncomeTaxExpenseBenefit,655860.000,520171.000,163804.000,9994.000,636941.000,253538.000
IncomeTaxesPaid,0.000,361233.000,66048.000,123265.000,127027.000,89769.000
IncreaseDecreaseDueFromOtherRelatedParties,,,-5667510.000,3122133.000,,
IncreaseDecreaseInAccountsPayable,-108318.000,-3900.000,-353.000,3212.000,-6892.000,16038.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,57572.000,-191136.000,512869.000,38202.000,61986.000,-39778.000
IncreaseDecreaseInAccountsReceivable,79507.000,-35191.000,14223.000,1176451.000,-6080.000,22403.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,656057.000,154923.000,97022.000,-113271.000,296773.000,125202.000
IncreaseDecreaseInCustomerAdvances,,,,-755001.000,0.000,
IncreaseDecreaseInCustomerDeposits,,,,,-118894.000,-24262.000
IncreaseDecreaseInDeferredIncomeTaxes,,,,,,13694.000
IncreaseDecreaseInDueFromRelatedParties,,,0.000,,,
IncreaseDecreaseInEarnestMoneyDepositsOutstanding,798696.000,,,,,
IncreaseDecreaseInIncomeTaxes,,,,,,-6911.000
IncreaseDecreaseInOtherDeferredLiability,,,,,216222.000,
IncreaseDecreaseInOtherReceivables,-54180.000,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,9498.000,-43206.000,18032.000,25161.000,-24048.000
IncreaseDecreaseInPrepaidSupplies,,,-803142.000,-1367.000,0.000,
IncreaseDecreaseInSecurityDeposits,,,,652212.000,,
IncreaseDecreaseInTimeDeposits,,,,,-1902417.000,1731975.000
InterestAndOtherIncome,,,,,,47813.000
InterestExpense,1972.000,1937.000,980778.000,1171024.000,1218523.000,977097.000
InterestIncomeOperating,,16840.000,848.000,44222.000,57008.000,
InterestPaidNet,1972.000,1937.000,869983.000,1153418.000,1152169.000,981776.000
InvestmentIncomeDividend,37660.000,,,,,
InvestmentIncomeInterestAndDividend,37660.000,177400.000,25698.000,0.000,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,0.000,,,
LeaseAndRentalExpense,,92506.000,70740.000,7704.000,,
NetCashProvidedByUsedInDiscontinuedOperations,,,,11894.000,0.000,
NetCashProvidedByUsedInFinancingActivities,4785361.000,31942366.000,21535798.000,-3598909.000,2517508.000,-1691179.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,4785361.000,31942366.000,21535798.000,-3598909.000,2517508.000,-1691179.000
NetCashProvidedByUsedInInvestingActivities,-4964998.000,-33710175.000,-21893841.000,6691170.000,-2718598.000,1685549.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-4964998.000,-33710175.000,-21893841.000,6691170.000,-2718598.000,1685549.000
NetCashProvidedByUsedInOperatingActivities,2256822.000,875756.000,-345243.000,-1737725.000,-518504.000,-162076.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,2256822.000,875756.000,-345243.000,-1737725.000,-518504.000,-162076.000
NetIncomeLoss,1544937.000,1472716.000,-2090769.000,-1336804.000,-1593434.000,-911522.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,52302.000,-38934.000,-45171.000
NoninterestIncome,,,20108.000,62795.000,70165.000,
OperatingIncomeLoss,2055451.000,1181635.000,-636845.000,46011.000,133751.000,389914.000
OperatingLeasesIncomeStatementLeaseRevenue,,,132760.000,2020682.000,1763101.000,1538211.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentBeforeTaxPortionAttributableToParent,,,247954.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,,,,-10304997.000,719439.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-28882.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-28882.000,254246.000,-569805.000,,-10334773.000,721481.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax,,,,,,135597.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-930062.000,,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,254246.000,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-339034.000,91080.000,0.000,,,
OtherCostOfOperatingRevenue,,0.000,,,,
OtherIncome,,32691.000,,,,16983.000
OtherNonoperatingIncome,120987.000,,,,,
OtherNonoperatingIncomeExpense,,811252.000,,,,
PaymentsForConstructionInProcess,,,,,301354.000,1045.000
PaymentsForPurchaseOfOtherAssets1,,,31132557.000,93975.000,318645.000,9137.000
PaymentsToAcquireAvailableForSaleSecurities,,,,,265606.000,265606.000
PaymentsToAcquireBuildings,,3012967.000,28054721.000,0.000,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,0.000,,
PaymentsToAcquireEquityMethodInvestments,,,0.000,,,
PaymentsToAcquireMarketableSecurities,4007496.000,11556834.000,0.000,0.000,465606.000,0.000
PaymentsToAcquireOtherPropertyPlantAndEquipment,,0.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,158806.000,29045186.000,69662.000,93975.000,17291.000,8092.000
