,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,,10124.000,620705.000,538810.000,619528.000,601482.000,1009526.000,843662.000,1082384.000,1237457.000
AccountsReceivableNetCurrent,,,,,,6945.000,10702.000,25123.000,11067.000,40397.000,27851.000,27851.000
AccruedLiabilitiesCurrent,,4000.000,,,355638.000,527272.000,285609.000,290291.000,283641.000,1472617.000,131563.000,106494.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,75229.000,96575.000,117921.000,134651.000,155698.000,-176744.000
AdditionalPaidInCapital,,,26245.000,10625.000,8881364.000,9179823.000,9528072.000,9741802.000,10061905.000,11757927.000,22395552.000,24371942.000
AdditionalPaidInCapitalCommonStock,10875.000,26245.000,,,,,,,,,,
Assets,12658.000,8380.000,3770.000,8034.000,2128014.000,1050524.000,995762.000,759320.000,884754.000,848279.000,489980.000,554743.000
AssetsCurrent,12658.000,8380.000,3770.000,8034.000,1809699.000,752131.000,658333.000,448872.000,598151.000,599935.000,301252.000,387062.000
Cash,,,,,1160150.000,124075.000,143680.000,,,,,
CashAndCashEquivalentsAtCarryingValue,12658.000,8380.000,3770.000,8034.000,1160150.000,124075.000,143680.000,34769.000,190369.000,183752.000,38203.000,133751.000
CashFDICInsuredAmount,,,250000.000,250000.000,,,,,,,,
CommonStockParOrStatedValuePerShare,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,10000000000.000,10000000000.000,10000000000.000
CommonStockSharesIssued,3375000.000,3905000.000,3905000.000,19525000.000,21845932.000,21845932.000,22081928.000,22216928.000,23543834.000,114620112.000,645060704.000,1546329348.000
CommonStockSharesOutstanding,,,3905000.000,19525000.000,,21845932.000,22081928.000,22216928.000,23543834.000,114620112.000,645060704.000,1546329348.000
CommonStockValue,3375.000,3905.000,3905.000,19525.000,21846.000,21846.000,22081.000,22217.000,23544.000,114620.000,645061.000,1546329.000
ConvertibleLongTermNotesPayable,,,,,,,,202763.000,244507.000,,,
ConvertibleNotesPayable,,,,,,,200274.000,202763.000,455301.000,309649.000,233147.000,13452.000
ConvertibleNotesPayableCurrent,,,,,,,50574.000,159739.000,210795.000,309649.000,233147.000,13452.000
CustomerDepositsCurrent,,,,,142286.000,13045.000,9467.000,2206.000,6380.000,56312.000,16767.000,178319.000
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,,,,,,,,-33248.000,-30199.000,-13877.000,-285781.000,-21988.000
DeferredTaxAssetsGross,,,,,,,3896234.000,,,,5450046.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,3306431.000,,,,4824505.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,8300000.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,8300000.000,,,,,
DeferredTaxAssetsOther,,,,,,,35322.000,,,,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,134724.000,,,,151303.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,405160.000,,,,460201.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,,,14597.000,,,,14037.000,
DeferredTaxAssetsValuationAllowance,,,,,,,3889501.000,,,,5445149.000,
DeferredTaxLiabilitiesOther,,,,,,,-6733.000,,,,4897.000,
DerivativeLiabilitiesCurrent,,,,,,,,,,111048.000,1812441.000,4811419.000
