,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionExpense,,,,,,,35000.000,,,,
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,,,,63000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,339000.000,,,,220000.000,,,,531000.000
AmortizationOfFinancingCosts,100000.000,400000.000,100000.000,100000.000,200000.000,12000.000,117000.000,117000.000,231000.000,203000.000,248000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,1000000.000,,,,1936000.000
CapitalExpendituresIncurredButNotYetPaid,,,19000.000,,,,57000.000,,,,76000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,820000.000,,,,-1525000.000,,,,5971000.000
ComprehensiveIncomeNetOfTax,,,,,,,,2313000.000,178000.000,,2251000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,419000.000,,,,,,10677000.000,6789000.000,,11337000.000
CostOfServicesEnergyServices,52387000.000,51863000.000,69085000.000,42120000.000,60967000.000,69016000.000,68800000.000,37845000.000,122830000.000,115469000.000,143698000.000
DeferredIncomeTaxExpenseBenefit,,,-159000.000,,,,841000.000,,,,-87000.000
Depreciation,1000000.000,800000.000,400000.000,400000.000,300000.000,500000.000,400000.000,500000.000,500000.000,700000.000,500000.000
DepreciationAndAmortization,,,,,,,,,8295000.000,,9232000.000
DepreciationDepletionAndAmortization,3252000.000,4113000.000,4278000.000,5231000.000,7557000.000,8312000.000,6789000.000,6244000.000,,,8167000.000
DerivativeGainLossOnDerivativeNet,,,,,,,-9749000.000,5410000.000,-609000.000,27355000.000,-21456000.000
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,,-520000.000,,-413000.000,-332000.000,-467000.000,902000.000,0.000
DividendsCommonStockCash,,,1088000.000,,,,1493000.000,,,,2355000.000
EarningsPerShareBasic,,0.350,0.800,0.230,0.420,-0.190,1.110,0.390,0.030,1.000,0.320
EarningsPerShareDiluted,,0.030,0.800,0.230,0.310,-0.280,0.680,0.300,-0.040,1.290,0.310
EffectiveIncomeTaxRateContinuingOperations,,,0.042,,,,0.059,,,,0.174
GainLossOnSaleOfDerivatives,,,4191000.000,,,,10457000.000,,,,6178000.000
GeneralAndAdministrativeExpense,9747000.000,10634000.000,14704000.000,12978000.000,15493000.000,18507000.000,17380000.000,16199000.000,18009000.000,33376000.000,24377000.000
GoodwillAcquiredDuringPeriod,,,,,,,,,,,260000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,333000.000,1032000.000,13490000.000,5084000.000,6455000.000,2920000.000,16729000.000,15474000.000,7930000.000,35966000.000,13792000.000
IncomeLossFromEquityMethodInvestments,,,,,,,-80000.000,,,,-7000.000
IncomeTaxExpenseBenefit,132000.000,613000.000,561000.000,459000.000,580000.000,374000.000,988000.000,4736000.000,1129000.000,3573000.000,2406000.000
IncomeTaxesPaid,,,,,,,842000.000,,,,118000.000
IncreaseDecreaseInAccountsPayable,,,-6226000.000,,,,-7340000.000,,,,-9348000.000
IncreaseDecreaseInAccountsReceivable,,,-1924000.000,,,,-5060000.000,,,,-3381000.000
IncreaseDecreaseInDueFromAffiliatesCurrent,,,-207000.000,,,,273000.000,,,,55000.000
IncreaseDecreaseInDueToAffiliatesCurrent,,,415000.000,,,,1949000.000,,,,-558000.000
IncreaseDecreaseInIntangibleAssetsCurrent,,,676000.000,,,,0.000,,,,
IncreaseDecreaseInInventories,,,-7521000.000,,,,-3484000.000,,,,-3322000.000
IncreaseDecreaseInOtherCurrentLiabilities,,,,,,,156000.000,,,,-2413000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,111000.000,,,,-324000.000
IncreaseDecreaseInOtherOperatingAssets,,,0.000,,,,-265000.000,,,,0.000
IncreaseDecreaseInOtherOperatingLiabilities,,,673000.000,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-2621000.000,,,,1180000.000,,,,1597000.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,-707000.000,,,,0.000,,,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,351000.000,,493000.000,493000.000,505000.000,-986000.000,0.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,0.000,0.000,0.000,34000.000,19000.000,158000.000,103000.000,59000.000,-181000.000,136000.000
InterestAndOtherIncome,1000.000,40000.000,135000.000,187000.000,5000.000,-3000.000,-95000.000,194000.000,240000.000,618000.000,
InterestExpense,222000.000,615000.000,381000.000,207000.000,800000.000,892000.000,753000.000,619000.000,1270000.000,6217000.000,3445000.000
InterestIncomeExpenseNet,,,,,,,,,,,199000.000
InterestPaid,,,366000.000,,,,539000.000,,,,888000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,3897000.000,,,,5876000.000,,,,4347000.000
NetCashProvidedByUsedInFinancingActivities,,,-17985000.000,,,,-26194000.000,,,,-8797000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-17985000.000,,,,-26194000.000,,,,-8797000.000
NetCashProvidedByUsedInInvestingActivities,,,-441000.000,,,,-833000.000,,,,-9612000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-441000.000,,,,-833000.000,,,,-9612000.000
NetCashProvidedByUsedInOperatingActivities,,,19246000.000,,,,25502000.000,,,,24380000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,19246000.000,,,,25502000.000,,,,24380000.000
NetIncomeLoss,201000.000,1061000.000,2409000.000,708000.000,1314000.000,-566000.000,4173000.000,2341000.000,183000.000,7747000.000,2269000.000
NetIncomeLossAttributableToNoncontrollingInterest,,-642000.000,10520000.000,3917000.000,4561000.000,3112000.000,11568000.000,8397000.000,6618000.000,24646000.000,9117000.000
NetIncomeLossAttributableToParentDiluted,,419000.000,2409000.000,708000.000,4399000.000,-3985000.000,9854000.000,2009000.000,-284000.000,2555000.000,2086000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,,,2086000.000
NonoperatingIncomeExpense,-221000.000,-575000.000,-246000.000,-20000.000,-795000.000,-895000.000,-848000.000,-425000.000,-1030000.000,-5599000.000,-3246000.000
OperatingExpenses,65386000.000,66610000.000,88067000.000,60329000.000,84017000.000,,92969000.000,60288000.000,149134000.000,,177307000.000
OperatingIncomeLoss,554000.000,1607000.000,13736000.000,5104000.000,7250000.000,3815000.000,17577000.000,15899000.000,8960000.000,41565000.000,17038000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,,,,-61000.000,-12000.000,,-49000.000
OtherComprehensiveIncomeLossNetOfTax,201000.000,,,,,,,-61000.000,-12000.000,,-49000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,,,,,,,,8364000.000,6611000.000,,9086000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,0.000,0.000,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,0.000,0.000,,,,,,,,,
OtherCostOfOperatingRevenue,46500000.000,,,,,,,,,,
OtherOperatingActivitiesCashFlowStatement,,,,,,,,,,,1004000.000
OtherSalesRevenueNet,197000.000,-141000.000,1929000.000,-67000.000,-545000.000,177000.000,527000.000,,,,
PaidInKindInterest,,,,,,,155000.000,,,,
PaymentsForProceedsFromInvestments,,,,,,,168000.000,,,,0.000
PaymentsOfCapitalDistribution,,,3897000.000,,,,5876000.000,,,,4347000.000
PaymentsOfOrdinaryDividends,,,1088000.000,,,,1493000.000,,,,2355000.000
PaymentsToAcquireBusinessTwoNetOfCashAcquired,,,,,,,,,,,2097000.000
PaymentsToAcquireBusinessesGross,,,,,,,,,,,7403000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,441000.000,,,,665000.000,,,,112000.000
PreferredStockDividendsIncomeStatementImpact,,,,,,,,,,,183000.000
ProceedsFromContributionsFromParent,,,,129000.000,,,,,,,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,,,,,,,,,,38607000.000
ProceedsFromLinesOfCredit,,,,,,,0.000,,,,5625000.000
ProceedsFromNotesPayable,,,3000000.000,,,,,,,,
ProfitLoss,,419000.000,12929000.000,4625000.000,5875000.000,2546000.000,15741000.000,10738000.000,6801000.000,32393000.000,11386000.000
ProvisionForDoubtfulAccounts,,,2947000.000,,,,907000.000,,,,356000.000
RepaymentsOfLinesOfCredit,,,,,,,18825000.000,,,,46993000.000
RepaymentsOfNotesPayable,,,16000000.000,,,,,,,,
Revenues,65940000.000,68217000.000,101803000.000,65433000.000,91267000.000,99650000.000,110546000.000,76187000.000,158094000.000,201870000.000,194345000.000
SalesRevenueNet,65940000.000,68217000.000,101803000.000,65433000.000,91267000.000,99650000.000,110546000.000,76187000.000,158094000.000,201870000.000,194345000.000
ShareBasedCompensation,,,550000.000,,,,618000.000,,,,1367000.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,,,0.000,,,,
StockIssuedDuringPeriodValueNewIssues,,,,,,,,,,,7795000.000
StockIssuedDuringPeriodValueRestrictedStockAwardGross,,,,,,,,,,,78000.000
