,2012-09-30,2013-03-31,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionExpense,,1239.000,,,,,,,,,,,,64529.000
AccretionOfDiscount,,,,,,,,10447.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,,332598.000,,740955.000,,,,-54834.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,,,,,,,335828.000,,,,51597.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,,,,17500.000,,,,
AdvertisingExpense,,2303.000,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,-54834.000,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,171582538.000,,,,19237648.000,,6856805.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,490984.000,,-706632.000,,,,10616.000,,604739.000,,,,578.000
CostOfGoodsSold,2047.000,2710.000,,,54440.000,50160.000,,0.000,28689.000,,5910.000,,,
Depreciation,,312.000,,17313.000,17313.000,17313.000,17314.000,17313.000,17394.000,,,,,
DepreciationAndAmortization,,6045.000,,20590.000,,,,21426.000,,7644.000,,,,
EarningsPerShareBasic,,,-0.030,0.010,-0.010,-0.010,-0.020,0.000,0.040,-0.250,0.240,-0.240,0.010,-0.040
EarningsPerShareBasicAndDiluted,-0.000,-0.070,,,,,,,,,,,,
EarningsPerShareDiluted,,,-0.020,0.010,-0.010,-0.010,-0.020,0.000,0.030,-0.250,0.060,-0.240,0.190,-0.040
FairValueAdjustmentOfWarrants,,,,,,,,526210.000,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,,,,444000.000,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,-9676165.000,890000.000,,,,-169476.000,,-1267933.000,,,,49538.000
GainsLossesOnExtinguishmentOfDebt,,,,,-82000.000,,,,-19395.000,,,,,
