,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableCurrent,,,,,,,120087.000,214164.000,199763.000,173327.000
AccountsPayableOtherCurrent,,,,156420.000,183573.000,100790.000,212622.000,250098.000,37663.000,64074.000
AccountsReceivableNetCurrent,,2308888.000,,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,24569.000,91499.000,7229.000,20440.000,10588.000,33481.000,14947.000
AccruedLiabilitiesCurrent,679528.000,1184912.000,1404807.000,1030690.000,3172259.000,3587414.000,883238.000,1024466.000,832551.000,923564.000
AccruedRoyaltiesCurrent,,,,,,,,,,22046.000
AccumulatedAmortizationOfOtherDeferredCosts,,,,2275418.000,2309278.000,2323135.000,2364651.000,2384470.000,2424540.000,2406996.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,10279711.000,10659974.000,11034270.000,11548733.000,11966470.000,12511749.000,12818039.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,8827424.000,9576877.000,9670361.000,9036222.000,9772780.000,9991935.000,11184929.000,11586593.000,12216460.000,11522283.000
AdditionalPaidInCapitalCommonStock,54348105.000,41115578.000,41144734.000,41190993.000,41199601.000,41206321.000,41208339.000,41209815.000,41210492.000,41212383.000
AssetRetirementObligation,,,,4758379.000,4860173.000,4935402.000,5054535.000,5143359.000,5257682.000,5276613.000
AssetRetirementObligationsNoncurrent,4592436.000,4689114.000,4753727.000,4758379.000,4860173.000,4935402.000,5054535.000,5143359.000,5257682.000,5276613.000
Assets,122973390.000,128839464.000,128025087.000,119371386.000,97763900.000,97100928.000,94554604.000,97648849.000,96505871.000,94492666.000
AssetsCurrent,52309168.000,58470825.000,58863713.000,41556589.000,43764974.000,42947966.000,38113134.000,36479719.000,35254613.000,34208210.000
AssetsHeldInTrustCurrent,,,,4700000.000,4700000.000,4700000.000,4700000.000,4700000.000,4900000.000,
AssetsNoncurrent,70664222.000,70368639.000,69161374.000,77814797.000,53998926.000,54152962.000,56441470.000,61169130.000,61251258.000,60284456.000
CashAndCashEquivalentsAtCarryingValue,45649814.000,44543696.000,41800352.000,32569566.000,40289757.000,39549037.000,34695810.000,32969290.000,27255927.000,31203685.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,18852582.000,18852582.000,18852582.000,18852582.000,18852582.000,18852582.000,18852582.000,18852582.000,18852582.000,18852182.000
CommonStockSharesOutstanding,18852582.000,18852582.000,18852582.000,18852582.000,18852582.000,18852582.000,18852582.000,18852582.000,18852582.000,18852182.000
CommonStockValue,18852.000,18852.000,18852.000,18852.000,18852.000,18852.000,18852.000,18852.000,18852.000,18852.000
ConstructionInProgressGross,13391906.000,13506677.000,13520840.000,16623421.000,19012421.000,19444806.000,15456742.000,15533926.000,15664120.000,15523573.000
ConstructionPayableCurrent,,,,51205.000,2242218.000,2630195.000,,,,
DeferredIncomeTaxesAndOtherTaxReceivableCurrent,,,,604561.000,631353.000,611262.000,618143.000,707254.000,744152.000,758535.000
DeferredRevenueCurrent,564716.000,527241.000,220716.000,270590.000,82479.000,248860.000,117460.000,278038.000,40371.000,9847.000
DeferredTaxAssetsLiabilitiesNet,,,,593420.000,688378.000,700437.000,720568.000,734828.000,774675.000,772035.000
DeferredTaxAssetsNet,,,,2896958.000,3012256.000,3030469.000,3084615.000,3110680.000,3170440.000,3146303.000
DeferredTaxAssetsNetNoncurrent,229808.000,393643.000,475113.000,593420.000,688378.000,700437.000,720568.000,734828.000,774675.000,772035.000
DeferredTaxLiabilities,,,,2303538.000,2323878.000,2330032.000,2364047.000,2375852.000,2395765.000,2374268.000
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiability,,,,,4310000.000,4120000.000,,,,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries,,,,,,,3960000.000,,3580000.000,
DepositLiabilityCurrent,,,,315408.000,318193.000,319033.000,323693.000,325309.000,328036.000,325092.000
DepositsAssetsCurrent,,2935530.000,2835585.000,2085585.000,2085585.000,1995485.000,1995485.000,1995485.000,1770545.000,1685575.000
DepositsAssetsNoncurrent,,,,4731115.000,4772934.000,4785572.000,4855435.000,4879680.000,4920579.000,4876428.000
DerivativeLiabilitiesCurrent,,1845245.000,1996239.000,2010583.000,750035.000,919186.000,524387.000,404698.000,103125.000,50312.000
DueFromRelatedPartiesCurrent,,,,,,,,,282618.000,277109.000
DueToOfficersOrStockholdersCurrent,,2000.000,2000.000,2000.000,2000.000,2000.000,49980.000,124940.000,,
EmployeeRelatedLiabilitiesCurrent,,,,154790.000,156156.000,156570.000,158856.000,159444.000,160780.000,159338.000
Goodwill,26180923.000,26180923.000,26180923.000,26180923.000,,,,,,
IncomeTaxReceivable,470488.000,,124519.000,604561.000,631353.000,611262.000,618143.000,707254.000,744152.000,758535.000
IncomeTaxesReceivable,,,,486095.000,621439.000,524295.000,531949.000,534605.000,539085.000,540272.000
InterestPayableCurrent,,,,,,,,87833.000,,
InventoryNet,806572.000,915873.000,6333708.000,6291834.000,515371.000,516736.000,524280.000,526897.000,265673.000,263273.000
Liabilities,6692832.000,12604703.000,12024612.000,10116948.000,12486794.000,13808252.000,11615733.000,16379045.000,16514830.000,17000271.000
LiabilitiesAndStockholdersEquity,122973390.000,128839464.000,128025087.000,119371386.000,97763900.000,97100928.000,94554604.000,97648849.000,96505871.000,94492666.000
LiabilitiesCurrent,1785678.000,7915589.000,7270885.000,5358569.000,7626621.000,8872850.000,6561198.000,11235686.000,11257148.000,11723658.000
LiabilitiesNoncurrent,4907154.000,4689114.000,4753727.000,4758379.000,4860173.000,4935402.000,5054535.000,5143359.000,5257682.000,5276613.000
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,,,0.530,,,,,,
MinorityInterestOwnershipPercentageByParent,,,,,0.530,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,61200.000,55800.000,56000.000,50000.000,44000.000,38000.000,32000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,21600.000,,,,24000.000,
OperatingLeasesFutureMinimumPaymentsDueInRollingYearThree,,,,,,8000.000,2000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInRollingYearTwo,,,,,,24000.000,24000.000,20000.000,,8000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,21600.000,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,21600.000,21600.000,,,,14000.000,
OperatingLeasesFutureMinimumPaymentsNextRollingTwelveMonths,,,,,,24000.000,24000.000,24000.000,,24000.000
OtherAccruedLiabilitiesCurrent,,,,337813.000,158462.000,250417.000,57116.000,97062.000,178825.000,277254.000
OtherAssetsCurrent,,4766838.000,,,,,,,,
OtherDeferredCostsGross,,,,4695276.000,4736734.000,4749277.000,4818609.000,4842671.000,4883258.000,4839444.000
OtherDeferredCostsNet,,,,,,,,2458201.000,2458718.000,2432448.000
OtherLiabilitiesNoncurrent,314718.000,,,,,,,,,
OtherShortTermInvestments,,,,,,,,,,5000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000
PreferredStockSharesIssued,400000.000,400000.000,400000.000,400000.000,400000.000,400000.000,400000.000,400000.000,400000.000,400000.000
