,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AllocatedShareBasedCompensationExpense,,9951.000,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,0.000,0.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,557.000,,,,,,,,8877.000
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,,,,,,-118940.000,-1598.000,69798.000,-215338.000,126253.000
DerivativeCostOfHedge,,,,,,0.000,0.000,0.000,,
IncomeLossFromContinuingOperations,,-57837.000,,-49653.000,,178976.000,-72958.000,1725.000,-632169.000,59135.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,,,,-178976.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-100218.000,-57837.000,-33978.000,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.010,0.000
IncomeLossFromOperationsBeforeExtraordinaryItemsPerBasicAndDilutedShare,0.000,-0.000,0.000,0.000,0.000,0.000,,,,
IncreaseDecreaseInAccountsPayable,,10900.000,,,,15385.000,,,,14461.000
IncreaseDecreaseInAccruedLiabilities,,22543.000,,,,41159.000,,,,41159.000
IncreaseDecreaseInDueFromRelatedParties,,,,,,-3492.000,,,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,20375.000
InterestExpense,4375.000,22543.000,22543.000,22542.000,97010.000,41159.000,41408.000,41159.000,41159.000,41159.000
NetCashProvidedByUsedInContinuingOperations,,-14443.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,15000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,15000.000,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-14443.000,,,,,,,,8877.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-14443.000,,,,,,,,8877.000
NetIncomeLoss,-100218.000,-57837.000,-33978.000,-49653.000,-73424.000,-178976.000,-72958.000,1725.000,-274217.000,59135.000
NetIncomeLossAvailableToCommonStockholdersDiluted,-100218.000,-57837.000,-33978.000,-49653.000,-73424.000,-178976.000,,,,
OperatingIncomeLoss,-95843.000,-35294.000,-11435.000,-27111.000,-54600.000,-18877.000,-29952.000,-26914.000,-17720.000,-25959.000
ProceedsFromNotesPayable,,15000.000,,,,,,,,
ProfitLoss,,-57837.000,,,,178976.000,,,,59135.000
SellingGeneralAndAdministrativeExpense,48681.000,25343.000,11435.000,27111.000,54600.000,18877.000,29952.000,26914.000,17720.000,25959.000
ShareBasedCompensation,47162.000,9951.000,,,,,,,,
StockIssuedDuringPeriodSharesShareBasedCompensation,,,,,,0.000,0.000,0.000,0.000,
WeightedAverageBasicSharesOutstandingProForma,49218805.000,49218805.000,49218805.000,50280372.000,-98495715.000,50380399.000,50380399.000,50380399.000,-100760798.000,50380399.000
