,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-4500000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,7700000.000,7800000.000,10500000.000,9000000.000,9200000.000,11200000.000,10900000.000,10800000.000,11200000.000,12800000.000,11900000.000,11500000.000,12000000.000,11900000.000,12200000.000,12200000.000,13600000.000,10800000.000,12600000.000,12900000.000,14300000.000,14300000.000,14400000.000,13900000.000,15200000.000,15300000.000
AmortizationOfIntangibleAssets,4200000.000,4200000.000,2400000.000,3300000.000,3300000.000,3300000.000,3500000.000,3200000.000,3700000.000,3900000.000,4000000.000,4100000.000,2100000.000,2000000.000,2200000.000,2100000.000,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,200000.000,1200000.000,1300000.000,-1700000.000,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,1400000.000,,400000.000,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,,,,,,,,,,0.000,,,,,,,,,,,,,
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,,,,,,,,,,,,,,,,,,,,,,,,,266500000.000,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,,,,,,,,,,,,1100000.000,3100000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,6200000.000,,,,6600000.000,,,,16400000.000,,,,12800000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,37700000.000,,,,,,,,,,,,-124700000.000,,,,-196800000.000,,,,-217000000.000,,,,-110800000.000,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,,,,,,,,2900000.000,,,,17900000.000,,,,3700000.000,,,,2300000.000,
ComprehensiveIncomeNetOfTax,90500000.000,64100000.000,37900000.000,,78000000.000,41400000.000,83100000.000,90300000.000,130800000.000,98100000.000,82000000.000,91100000.000,55500000.000,538300000.000,65100000.000,78900000.000,76400000.000,114000000.000,95500000.000,127300000.000,153000000.000,120500000.000,148900000.000,131300000.000,247100000.000,209800000.000
CostOfGoodsAndServicesSold,116800000.000,127800000.000,125600000.000,119600000.000,127300000.000,129800000.000,111700000.000,125800000.000,122200000.000,125000000.000,129700000.000,145500000.000,145900000.000,151200000.000,168100000.000,160400000.000,136000000.000,158600000.000,146700000.000,175900000.000,180300000.000,202500000.000,201400000.000,213200000.000,215600000.000,211100000.000
CostmethodInvestmentsOtherThanTemporaryImpairment,,,,,,,,,,,,,3500000.000,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,14500000.000,,,,13800000.000,,,,15300000.000,,,,16200000.000,,,,16000000.000,,,,15900000.000,,,,21100000.000,
EarningsPerShareBasic,0.560,0.510,0.450,0.550,0.570,0.590,0.600,0.790,1.270,0.840,0.690,0.710,0.570,5.180,0.890,0.980,1.140,1.050,1.100,-0.990,0.670,0.600,0.660,0.740,1.090,0.880
EarningsPerShareDiluted,0.530,0.480,0.430,0.540,0.550,0.570,0.580,0.780,1.240,0.820,0.680,0.700,0.560,5.090,0.870,0.960,1.120,1.020,1.070,-0.960,0.660,0.580,0.650,0.720,1.060,0.860
EffectOfExchangeRateOnCashAndCashEquivalents,15800000.000,,,,,,,,,,,,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,7500000.000,,,,700000.000,,,,,,,,-17900000.000,,,,-2300000.000,,,,1000000.000,
EffectiveIncomeTaxRateContinuingOperations,0.245,0.202,0.104,,0.239,0.246,0.259,,0.246,0.227,0.230,,0.220,0.327,0.216,,0.241,0.207,0.216,,0.220,0.251,0.237,,0.216,0.095
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,15200000.000,,,,38200000.000,,,,61600000.000,,,,14000000.000,,,,9800000.000,,,,11100000.000,,,,0.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,15200000.000,,,,38200000.000,,,,61600000.000,,,,14000000.000,,,,9800000.000,,,,11100000.000,,,,0.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,,,,,,,,,,,,,,,,-600000.000,,,,-1100000.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,,,,,,,,,,,,,,,,,,,,,,,,,162900000.000,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,,,,,,,-1500000.000,,,,,,,,,
GainLossOnInvestments,,,,,,,,,,,,,-3600000.000,,,,1100000.000,,,,300000.000,,,,1500000.000,
GrossProfit,287700000.000,303400000.000,287100000.000,310600000.000,331900000.000,352200000.000,336200000.000,384700000.000,374500000.000,392200000.000,365900000.000,390500000.000,376500000.000,423900000.000,439300000.000,457600000.000,454300000.000,458200000.000,468800000.000,495200000.000,517000000.000,556800000.000,538000000.000,554500000.000,667900000.000,630700000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,84600000.000,72800000.000,57600000.000,68600000.000,85600000.000,89900000.000,93400000.000,122200000.000,192100000.000,121800000.000,99900000.000,101500000.000,77300000.000,813200000.000,120600000.000,132900000.000,162500000.000,142200000.000,150700000.000,167000000.000,183300000.000,169000000.000,185200000.000,200400000.000,293600000.000,205600000.000
IncomeLossFromEquityMethodInvestments,-900000.000,,,,700000.000,,,,2000000.000,,,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,20700000.000,14700000.000,6000000.000,5500000.000,20500000.000,22100000.000,24200000.000,31100000.000,47200000.000,27700000.000,23000000.000,25700000.000,17000000.000,266200000.000,26000000.000,23700000.000,39100000.000,29500000.000,32600000.000,26300000.000,40300000.000,42400000.000,43800000.000,41900000.000,63400000.000,19500000.000
IncomeTaxReconciliationTaxContingenciesOther,,,,,,,,,,,,,,-6200000.000,,,,,,,,,,,,
IncomeTaxReconciliationTaxCreditsResearch,,,,,,,,,8400000.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsAndOtherReceivables,34900000.000,,,,24900000.000,,,,-5400000.000,,,,-22700000.000,,,,36500000.000,,,,32200000.000,,,,81500000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-9000000.000,,,,-52300000.000,,,,-35900000.000,,,,20800000.000,,,,-59100000.000,,,,-47600000.000,,,,-94200000.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,,,,,,,,,,,,,,26600000.000,,,,24800000.000,,,,19000000.000,
IncreaseDecreaseInDeferredIncomeTaxes,-1500000.000,,,,-1700000.000,,,,-200000.000,,,,-700000.000,,,,-4100000.000,,,,-200000.000,,,,-36600000.000,
IncreaseDecreaseInInventories,5900000.000,,,,7900000.000,,,,18700000.000,,,,500000.000,,,,18900000.000,,,,4600000.000,,,,24300000.000,
IncreaseDecreaseInOtherOperatingCapitalNet,-2400000.000,,,,-1200000.000,,,,1800000.000,,,,-1900000.000,,,,-6700000.000,,,,-7600000.000,,,,-3700000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,5600000.000,,,,-2500000.000,,,,-28200000.000,,,,-8400000.000,,,,-8500000.000,,,,3600000.000,,,,3600000.000,
IncrementalCommonSharesAttributableToAcceleratedShareRepurchaseAgreements,,,,,,,,,,,,,,,,,,,,,700000.000,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,5600000.000,5200000.000,4400000.000,-10400000.000,4000000.000,3500000.000,3300000.000,-7400000.000,2600000.000,2100000.000,1900000.000,-4500000.000,1800000.000,1800000.000,2000000.000,-3600000.000,2500000.000,2400000.000,2400000.000,-2500000.000,4700000.000,5100000.000,4900000.000,-9900000.000,5200000.000,5200000.000
InterestExpense,,,,,,,,,,,,,,,,,,,,,,,,,2400000.000,1400000.000
InterestIncomeExpenseNonoperatingNet,,300000.000,,,,100000.000,300000.000,,200000.000,-400000.000,-1000000.000,-4000000.000,-3500000.000,-3100000.000,-2500000.000,-1700000.000,-2400000.000,-1800000.000,-2500000.000,,-2400000.000,-2400000.000,-2100000.000,,,
