,2011-09-30,2011-12-31,2012-09-30
AccruedLiabilitiesCurrentAndNoncurrent,,,8825.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,520.000,520.000,
AdditionalPaidInCapital,12234.000,12234.000,
AdditionalPaidInCapitalCommonStock,,,12234.000
Assets,262774.000,273606.000,890263.000
AssetsCurrent,254873.000,265432.000,881873.000
Cash,27313.000,5585.000,
CashAndCashEquivalentsAtCarryingValue,27312.000,5585.000,4634.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,36870388.000,36870388.000,36870388.000
CommonStockSharesOutstanding,36870388.000,36870388.000,36870388.000
CommonStockValue,3687.000,3687.000,3687.000
DeferredTaxAssetsCapitalLossCarryforwards,,,0.000
DeferredTaxAssetsGross,,,260996.000
DeferredTaxAssetsNet,,,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,260996.000
DeferredTaxAssetsValuationAllowance,,,-260996.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,425044.000,518015.000,745702.000
DueToRelatedPartiesCurrent,1000.000,2745.000,1000.000
DueToRelatedPartiesNoncurrent,649940.000,749896.000,1060026.000
EmployeeRelatedLiabilitiesCurrent,,2058.000,
IntangibleAssetsNetExcludingGoodwill,553.000,553.000,553.000
InterestPayableCurrent,20957.000,21001.000,21001.000
InventoryNet,209254.000,241541.000,858933.000
LeaseholdImprovementsGross,,,7837.000
Liabilities,671897.000,775700.000,1620044.000
LiabilitiesAndStockholdersEquity,262774.000,273606.000,890263.000
LiabilitiesCurrent,21957.000,25804.000,560018.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,,0.000
PreferredStockSharesOutstanding,0.000,,0.000
PreferredStockValue,,,0.000
PrepaidRent,18306.000,18306.000,18306.000
PropertyPlantAndEquipmentNet,7348.000,7621.000,
StockholdersEquity,-409123.000,-502094.000,-729781.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-409123.000,-502094.000,-729781.000
TaxCreditCarryforwardValuationAllowance,,,79690.000
