,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,13784000.000,10500000.000,12025000.000,11734000.000,10995000.000,8529000.000,9292000.000,7878000.000,9144000.000,6745000.000,9747000.000,8618000.000,8177000.000,5888000.000,6371000.000,6529000.000,4407000.000,4521000.000,5184000.000,5094000.000,3963000.000,3970000.000,4666000.000,6450000.000
AccountsReceivableNetCurrent,159383000.000,151517000.000,131489000.000,132567000.000,126026000.000,115548000.000,107216000.000,103023000.000,103586000.000,98317000.000,85901000.000,99335000.000,100508000.000,83116000.000,74079000.000,79509000.000,75511000.000,65721000.000,62420000.000,64208000.000,67368000.000,64930000.000,58517000.000,66781000.000
AccruedIncomeTaxesNoncurrent,,,,,,,,,,,,,,,,,,,,,2240000.000,2246000.000,,2246000.000
AccruedLiabilitiesCurrent,,,,,,,55960000.000,,,,54722000.000,,,,54065000.000,,,,40344000.000,,,,36154000.000,
AccruedProfessionalFeesCurrent,,,,,,,1773000.000,,,,1403000.000,,,,1912000.000,,,,1760000.000,,,,1148000.000,
AccruedRentCurrent,,,,,,,2299000.000,,,,1774000.000,,,,1519000.000,,,,1218000.000,,,,1920000.000,
AccruedSalariesCurrent,,,,,,,30051000.000,,,,31196000.000,,,,34390000.000,,,,23684000.000,,,,21843000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,58931000.000,59178000.000,52206000.000,52868000.000,52582000.000,54079000.000,49730000.000,51352000.000,53281000.000,47187000.000,50914000.000,48491000.000,43558000.000,33898000.000,34119000.000,34268000.000,33149000.000,32998000.000,31800000.000,33422000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,275000.000,245000.000,230000.000,,55000.000,54000.000,50000.000,-128000.000,-109000.000,-109000.000,-104000.000,-133000.000,-135000.000,-126000.000,-122000.000,-105000.000,-104000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,38177000.000,32943000.000,34255000.000,36045000.000,34694000.000,36089000.000,20536000.000,19064000.000,15438000.000,17698000.000,17173000.000,18232000.000,19232000.000,15847000.000,13485000.000,10724000.000,11914000.000,10038000.000,10159000.000,10827000.000,8995000.000,9295000.000,6826000.000,8234000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,18789000.000,15193000.000,17468000.000,,18177000.000,19178000.000,15797000.000,13613000.000,10833000.000,12023000.000,10142000.000,10292000.000,10962000.000,9121000.000,9417000.000,6931000.000,8338000.000
AdditionalPaidInCapitalCommonStock,469009000.000,470005000.000,470786000.000,471719000.000,472674000.000,473184000.000,473372000.000,474046000.000,474904000.000,475325000.000,475461000.000,475957000.000,476193000.000,476271000.000,476689000.000,477118000.000,480343000.000,480546000.000,480816000.000,481188000.000,481942000.000,482094000.000,482265000.000,482456000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2266000.000,1973000.000,1772000.000,1680000.000,1613000.000,1541000.000,1167000.000,1135000.000,1145000.000,1180000.000,1108000.000,1084000.000,1152000.000,1065000.000,,944000.000,1008000.000,915000.000,860000.000,856000.000,792000.000,867000.000,799000.000,798000.000
AssetRetirementObligation,,,,,3011000.000,2787000.000,2821000.000,2668000.000,2584000.000,2729000.000,2533000.000,2625000.000,2579000.000,2526000.000,2461000.000,2205000.000,2223000.000,2165000.000,1962000.000,1989000.000,1971000.000,1901000.000,1771000.000,1824000.000
AssetRetirementObligationCurrent,,,,,421000.000,153000.000,52000.000,40000.000,12000.000,6000.000,6000.000,,,,,,,,142000.000,,,,78000.000,67000.000
AssetRetirementObligationsNoncurrent,,,,,2590000.000,2634000.000,2769000.000,2628000.000,2572000.000,2723000.000,2527000.000,,,,,,,,1820000.000,,,,1693000.000,1757000.000
Assets,244515000.000,220187000.000,216546000.000,205777000.000,206651000.000,199826000.000,193468000.000,182452000.000,175361000.000,174905000.000,158829000.000,159499000.000,155920000.000,147024000.000,139672000.000,121171000.000,137250000.000,128418000.000,124949000.000,121838000.000,115928000.000,104941000.000,101812000.000,104619000.000
AssetsCurrent,209289000.000,186500000.000,181923000.000,171347000.000,168355000.000,163418000.000,157412000.000,147340000.000,143442000.000,142230000.000,132041000.000,132939000.000,128742000.000,123932000.000,118921000.000,101684000.000,118831000.000,109345000.000,106143000.000,102327000.000,97156000.000,87201000.000,84142000.000,86671000.000
AssetsHeldForSaleAtCarryingValue,,,,,,,,,,,,,12016000.000,,,,,,,,,,,
AssetsHeldForSalePropertyPlantAndEquipment,,,,,,,,,,,,,1318000.000,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,476000.000,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,13310000.000,1249000.000,476000.000,139000.000,161000.000,81000.000,38000.000,38000.000,38000.000,38000.000,38000.000
CapitalLeaseObligationsCurrent,,,,,451000.000,459000.000,467000.000,475000.000,483000.000,426000.000,315000.000,198000.000,153000.000,93000.000,77000.000,82000.000,63000.000,59000.000,62000.000,66000.000,65000.000,68000.000,65000.000,70000.000
CapitalLeaseObligationsNoncurrent,,,,,561000.000,443000.000,324000.000,202000.000,78000.000,17000.000,9000.000,3000.000,350000.000,396000.000,348000.000,303000.000,286000.000,240000.000,229000.000,218000.000,190000.000,172000.000,140000.000,124000.000
CashAndCashEquivalentsAtCarryingValue,34933000.000,22482000.000,37302000.000,24930000.000,28935000.000,34883000.000,38653000.000,32510000.000,28307000.000,33237000.000,37378000.000,22110000.000,17853000.000,18753000.000,33989000.000,13894000.000,34841000.000,36361000.000,37663000.000,31927000.000,24939000.000,17402000.000,21322000.000,14773000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,32934000.000,32922000.000,32776000.000,33283000.000,33280000.000,33257000.000,33100000.000,32785000.000,33321000.000,33566000.000,33543000.000,33115000.000,33134000.000,33240000.000,,34089000.000,34754000.000,34754000.000,35260000.000,35260000.000,35208000.000,35208000.000,34910000.000,34684000.000
CommonStockValue,33000.000,33000.000,33000.000,33000.000,33000.000,33000.000,33000.000,33000.000,33000.000,33000.000,34000.000,34000.000,34000.000,34000.000,34000.000,34000.000,34000.000,34000.000,34000.000,34000.000,34000.000,34000.000,34000.000,34000.000
ConstructionInProgressGross,,,,,,,,,,,595000.000,,,,1006000.000,,,,513000.000,392000.000,603000.000,589000.000,235000.000,456000.000
DebtWeightedAverageInterestRate,,,,,,,,,,,,,,,0.040,,,,0.034,,,,0.034,
DeferredRentCreditNoncurrent,,,,,8666000.000,8564000.000,8061000.000,7533000.000,6813000.000,6556000.000,6120000.000,7396000.000,7556000.000,6328000.000,5899000.000,5240000.000,4970000.000,4465000.000,4244000.000,4042000.000,3562000.000,3458000.000,2968000.000,2787000.000
DeferredRevenue,,,,,,,1623000.000,,,,1772000.000,,,,1167000.000,,,,1722000.000,,,,1024000.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,,,,,10990000.000,,,,7825000.000,,,,5381000.000,,,,3879000.000,
DeferredTaxAssetsGrossCurrent,,,,,,,4046000.000,,,,3230000.000,,,,4493000.000,,,,165762000.000,,,,162579000.000,
DeferredTaxAssetsGrossNoncurrent,,,,,,,163245000.000,,,,167455000.000,,,,161340000.000,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,12963000.000,,,,8407000.000,,,,6982000.000,,,,6464000.000,,,,6236000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,3436000.000,,,,1541000.000,,,,1593000.000,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,9527000.000,,,,6866000.000,,,,5389000.000,,,,,,,,,
DeferredTaxAssetsNetNoncurrent,,,,10408000.000,11499000.000,10593000.000,9816000.000,10218000.000,9540000.000,10495000.000,7124000.000,6538000.000,6487000.000,6134000.000,5648000.000,6033000.000,5711000.000,6806000.000,6724000.000,7552000.000,7018000.000,5967000.000,6494000.000,7136000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,,,1057000.000,,,,1444000.000,,,,3244000.000,,,,2311000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,21804000.000,,,,18791000.000,,,,16407000.000,,,,8466000.000,,,,8402000.000,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,610000.000,,,,1689000.000,,,,2900000.000,,,,,,,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,153718000.000,,,,160589000.000,,,,155951000.000,,,,159298000.000,,,,156343000.000,
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,,,,,,,,,,,,,,10233000.000,0.000,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherAssets,,,,,,,,,,,,,,913000.000,1249000.000,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,,,,,,,,,,,,,,2164000.000,0.000,,,,,,,,,
Goodwill,,,,,1981000.000,2002000.000,2020000.000,2026000.000,2033000.000,2056000.000,2078000.000,2024000.000,2029000.000,2050000.000,2029000.000,2028000.000,2027000.000,1979000.000,1938000.000,1952000.000,1895000.000,1886000.000,1812000.000,1827000.000
Liabilities,141607000.000,118197000.000,109189000.000,98653000.000,99662000.000,93117000.000,86927000.000,85584000.000,87153000.000,89058000.000,84444000.000,88264000.000,87311000.000,88737000.000,80415000.000,70719000.000,68635000.000,64353000.000,63769000.000,65801000.000,67171000.000,60239000.000,59927000.000,62784000.000
LiabilitiesAndStockholdersEquity,244515000.000,220187000.000,216546000.000,205777000.000,206651000.000,199826000.000,193468000.000,182452000.000,175361000.000,174905000.000,158829000.000,159499000.000,155920000.000,147024000.000,139672000.000,121171000.000,137250000.000,128418000.000,124949000.000,121838000.000,115928000.000,104941000.000,101812000.000,104619000.000
LiabilitiesCurrent,122511000.000,98970000.000,90515000.000,83191000.000,80284000.000,73665000.000,67168000.000,67244000.000,70104000.000,72318000.000,68755000.000,72494000.000,70226000.000,74644000.000,67117000.000,58922000.000,57017000.000,53019000.000,51591000.000,53984000.000,56617000.000,50195000.000,50579000.000,53732000.000
LiabilitiesOfAssetsHeldForSale,,,,,,,,,,,,,2785000.000,,,,,,,,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,5762000.000,3512000.000,2928000.000,,,,,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,5762000.000,3512000.000,2928000.000,2382000.000,2025000.000,1443000.000,970000.000,596000.000,363000.000,233000.000,137000.000
LiabilityForUncertainTaxPositionsNoncurrent,8319000.000,8272000.000,7807000.000,4869000.000,4581000.000,4098000.000,3845000.000,3848000.000,3847000.000,3956000.000,3872000.000,2909000.000,2929000.000,2468000.000,2397000.000,2292000.000,2331000.000,2330000.000,2279000.000,2316000.000,,,2211000.000,
LossContingencyAccrualAtCarryingValue,,,,,,,,,,,745000.000,334000.000,163000.000,273000.000,376000.000,331000.000,156000.000,156000.000,109000.000,157000.000,111000.000,112000.000,105000.000,107000.000
NoncurrentAssets,,,,,23309000.000,22850000.000,22158000.000,20993000.000,18737000.000,18448000.000,15873000.000,16101000.000,16902000.000,14054000.000,11842000.000,10897000.000,10261000.000,9792000.000,9951000.000,9949000.000,9365000.000,9248000.000,8938000.000,8941000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,104726000.000,,,,95672000.000,,,,72235000.000,,,,60310000.000,,,,45442000.000,
