,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30
AmortizationOfFinancingCostsAndDiscounts,,,561000.000,,896000.000,
AmortizationOfIntangibleAssets,299000.000,245000.000,477000.000,507000.000,5429000.000,5723000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,2500000.000,800000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-5405000.000,,-22807000.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,6314000.000,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-1140000.000,,,
ComprehensiveIncomeNetOfTax,,,4527000.000,19921000.000,-597000.000,7734000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-382000.000,-40000.000,-164000.000,-306000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,4145000.000,19881000.000,-761000.000,7428000.000
DeferredIncomeTaxExpenseBenefit,,,2606000.000,,,
DeferredIncomeTaxesAndTaxCredits,,,,,-1237000.000,
DefinedBenefitPlanAmortizationOfGainsLosses,,,,-431000.000,-428000.000,-428000.000
DefinedBenefitPlanContributionsByEmployer,,,,3807000.000,1297000.000,1416000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,1549000.000,1670000.000,1670000.000
DefinedBenefitPlanInterestCost,,,,1364000.000,1314000.000,1314000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,246000.000,72000.000,72000.000
DefinedContributionPlanCostRecognized,,,,915000.000,1332000.000,1092000.000
Depreciation,6596000.000,6741000.000,6759000.000,6824000.000,11638000.000,11320000.000
DirectOperatingCosts,33290000.000,34652000.000,35157000.000,38152000.000,54568000.000,63623000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,372000.000,,,
DiscontinuedOperationTaxExpenseBenefitFromProvisionForGainLossOnDisposal,,,659000.000,,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,,0.000,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,0.000,
EarningsPerShareBasic,0.020,0.050,0.080,0.370,-0.020,0.140
EarningsPerShareDiluted,0.020,0.050,0.080,0.360,-0.020,0.130
EffectiveIncomeTaxRateContinuingOperations,,,,,0.507,
GainLossOnDerivativeInstrumentsNetPretax,583000.000,565000.000,,,,
GainLossOnDispositionOfAssets,-103000.000,-51000.000,1000.000,15000.000,-95000.000,-87000.000
