,2012-08-31,2013-02-28,2013-08-31,2013-11-30,2014-05-31,2014-08-31,2015-02-28,2015-11-30,2016-02-29,2016-05-31,2016-08-31
AccountsPayableAndAccruedLiabilitiesCurrent,1059036.000,,1128572.000,1140486.000,1219523.000,716453.000,869410.000,803959.000,814930.000,702130.000,735129.000
AccountsReceivableNetCurrent,0.000,,,61443.000,42976.000,56044.000,158.000,0.000,,,
AccumulatedOtherComprehensiveIncomeLossBeforeTax,,,-35968.000,-38962.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,-38845.000,-38845.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-45234.000,,,,,,,-56323.000,-57709.000,-55786.000,-55786.000
AdditionalPaidInCapital,3873726.000,,3951824.000,3951824.000,3951824.000,3951824.000,4168923.000,6181755.000,6142638.000,4636922.000,4497382.000
Assets,118810.000,,114163.000,,,,,,,,
AssetsCurrent,118810.000,,,214430.000,367409.000,429571.000,523199.000,58467.000,76409.000,12521.000,8565.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax,,,,,,,-38845.000,,,,
CashAndCashEquivalentsAtCarryingValue,10.000,,,2809.000,178470.000,226453.000,80735.000,22941.000,34769.000,3958.000,2.000
CashAndCashEquivalentsFairValueDisclosure,,,163.000,,,,,,,,
CashEquivalentsAtCarryingValue,,,,,,226453.000,80735.000,,,,
CommonStockNoParValue,0.001,,,1.000,,,,,,,
CommonStockParOrStatedValuePerShare,,,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,50000.000,,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,5000000000.000,5000000000.000,5000000000.000
CommonStockSharesIssued,,,10000.000,9891319.000,9894319.000,9894319.000,10791319.000,86462512.000,518404664.000,2531756136.000,2686796136.000
CommonStockSharesOutstanding,10000.000,,9891319.000,10000.000,9894319.000,9894319.000,10791319.000,86462512.000,518404664.000,2531756136.000,2686796136.000
CommonStockValue,,,,9891.000,,9891.000,10791.000,86463.000,518405.000,2531756.000,2686796.000
CommonStockValueOutstanding,,,9891.000,,,,,,,,
ConvertibleNotesPayableCurrent,,,,,,,1042.000,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,0.080,0.080,0.080,0.080
DebtInstrumentUnamortizedDiscount,,,,,,,,108732.000,56480.000,0.000,0.000
DeferredIncomeTaxesAndOtherAssetsCurrent,,,,,133738.000,133738.000,79725.000,,,,
DeferredTaxAssetsGross,,,,,,962125.000,1584475.000,,,,
DeferredTaxAssetsNet,,,,133738.000,,,79725.000,7433.000,0.000,0.000,0.000
DeferredTaxAssetsNetCurrent,,,,,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,1584475.000,7513779.000,7926710.000,8173255.000,8428607.000
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,962125.000,158475.000,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,1504750.000,7491918.000,7926710.000,-8173255.000,-8428607.000
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,,,,8173255.000,8428607.000
DepositsAssetsCurrent,,,,,,,,27500.000,35000.000,0.000,0.000
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,,56148.000,383396.000,387345.000,138454.000,
DerivativeFairValueOfDerivativeLiability,,,,,,,56148.000,383396.000,387345.000,138454.000,
DerivativeFairValueOfDerivativeNet,,,,,,,56148.000,,,,
DerivativeLiabilities,,,,,,,56148.000,,,,
DerivativeLiabilitiesCurrent,,,,,,,,383396.000,387345.000,138454.000,341351.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-4773273.000,,-4940451.000,-4848909.000,-4774889.000,,,,,,
DueToOfficersOrStockholdersCurrent,,,245.000,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,10200.000,10200.000
FairValueConcentrationOfRiskInvestments,,,,,,,195.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,,,,,383396.000,387345.000,138454.000,341351.000
FinancialLiabilitiesFairValueDisclosure,,,,,,,56148.000,,,,
InterestReceivable,,,,,,,9245.000,,,,
InterestReceivableCurrent,,,,,,,,0.000,,,
Investments,,,114000.000,,10200.000,10200.000,10200.000,8026.000,6640.000,8563.000,8563.000
InvestmentsAndCash,,,,10200.000,,,,,,,
Liabilities,1063531.000,,1128817.000,1140486.000,1219523.000,716453.000,926600.000,,,1072784.000,1308680.000
LiabilitiesAndStockholdersEquity,118810.000,,114163.000,214430.000,367409.000,429571.000,523199.000,58467.000,76409.000,12521.000,8565.000
LiabilitiesCurrent,1059036.000,,1128572.000,1140486.000,1219523.000,716453.000,926600.000,1360251.000,1399685.000,1062584.000,1298480.000
LiabilitiesNoncurrent,4495.000,,,,,,,,,,
MarketableSecurities,,,,,,,,191.000,,,
NotesPayableCurrent,0.000,,,,,,,172896.000,197410.000,222000.000,222000.000
NotesReceivableNet,,,,,,,340000.000,0.000,,,
OperatingLossCarryforwards,,,,,,962125.000,,,7926710.000,8173255.000,8428607.000
OtherAssetsCurrent,118800.000,,,,,,,,,,
OtherLongTermInvestments,,,,,,,10200.000,8026.000,,,
PreferredStockParOrStatedValuePerShare,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockShareSubscriptions,50.000,,,,,,,,,,
PreferredStockSharesAuthorized,50000.000,,50000.000,50000000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000
PreferredStockSharesIssued,,,50000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000
PreferredStockSharesOutstanding,50000.000,,50000.000,,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000
PreferredStockValue,,,,100.000,,,,100.000,100.000,100.000,100.000
PreferredStockValueOutstanding,,,50.000,50000.000,100.000,100.000,100.000,,,,
PrepaidExpense,,,,6240.000,,,,,,,
PrepaidExpenseCurrent,,,,,2025.000,3136.000,3136.000,0.000,,,
RelatedPartyDepositLiabilities,,,,,,0.000,0.000,,,,
RetainedEarningsAccumulatedDeficit,,,,,,-4209852.000,-4544370.000,-7513779.000,-7926710.000,-8173255.000,-8428607.000
SharesIssued,,,,-926056.000,,,,,,,
StockholdersEquity,-944721.000,,-1014654.000,-926056.000,-852114.000,-286882.000,-403401.000,-1301784.000,-1323276.000,-1060263.000,-1300115.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-944721.000,,-1014654.000,-926056.000,-852114.000,-286882.000,-403401.000,,,-1060263.000,-1300115.000
