,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,591600000.000,605800000.000,561800000.000,641500000.000,523300000.000,554600000.000,674900000.000,624600000.000,685900000.000,657100000.000,672100000.000,768000000.000,653200000.000,648500000.000,656500000.000,730300000.000,798400000.000,794600000.000,714400000.000,1186400000.000,1194000000.000,1157000000.000,1169000000.000,1146000000.000,1269000000.000
AccountsPayableTradeCurrent,,,,100600000.000,,,,93400000.000,,,,147000000.000,,,,186800000.000,,,,535100000.000,,,,512000000.000,
AccountsReceivableGrossCurrent,,,,891600000.000,,,,945600000.000,,,,1004100000.000,,,,1142000000.000,,,,1717400000.000,,,,1680000000.000,
AccountsReceivableNetCurrent,864100000.000,865100000.000,808300000.000,858500000.000,889300000.000,892900000.000,886000000.000,925700000.000,936200000.000,948500000.000,992800000.000,987900000.000,987900000.000,1018200000.000,1050500000.000,1126400000.000,1130700000.000,1127300000.000,1125100000.000,1701200000.000,1727000000.000,1646000000.000,1649000000.000,1639000000.000,1596000000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,51400000.000,,,,51400000.000,,,,,,,,,,,,,,,,62000000.000,
AccruedSalariesCurrent,,,,99800000.000,,,,121400000.000,,,,163700000.000,,,,137600000.000,,,,324500000.000,,,,379000000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,414300000.000,440300000.000,452000000.000,468200000.000,498400000.000,510800000.000,538900000.000,556000000.000,585700000.000,600200000.000,629500000.000,638400000.000,663400000.000,704500000.000,695100000.000,721100000.000,720300000.000,741500000.000,761300000.000,785100000.000,815000000.000,848000000.000,886000000.000,862000000.000,910000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,-15500000.000,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,43400000.000,,,,38600000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,105000000.000,120700000.000,39800000.000,36300000.000,63000000.000,20100000.000,35400000.000,30000000.000,21000000.000,-10300000.000,-1200000.000,-9900000.000,3200000.000,12900000.000,-40500000.000,-107200000.000,-227800000.000,-198100000.000,-261400000.000,-279400000.000,-232000000.000,-246000000.000,-240000000.000,-331000000.000,-298000000.000
AdditionalPaidInCapital,7191300000.000,7197300000.000,7210400000.000,7224700000.000,7202500000.000,7205600000.000,7218800000.000,7197000000.000,7200000000.000,7207100000.000,7219500000.000,7247600000.000,7271500000.000,7286500000.000,7304700000.000,7336800000.000,7363200000.000,7386000000.000,7416400000.000,10209700000.000,10239000000.000,10291000000.000,10334000000.000,10380000000.000,10419000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,31500000.000,31900000.000,32500000.000,33100000.000,39800000.000,37200000.000,27400000.000,19900000.000,23500000.000,21300000.000,22800000.000,16200000.000,21000000.000,22500000.000,21300000.000,15600000.000,17300000.000,17800000.000,19200000.000,16200000.000,21000000.000,28000000.000,34000000.000,41000000.000,31000000.000
Assets,14114300000.000,14161600000.000,13885500000.000,13848300000.000,13904400000.000,13943000000.000,13626000000.000,13549700000.000,13699200000.000,13750100000.000,14490700000.000,13960100000.000,14270900000.000,14440800000.000,14172100000.000,14520500000.000,14500000000.000,14303500000.000,14187800000.000,26268800000.000,26430000000.000,26384000000.000,26134000000.000,26031000000.000,25086000000.000
AssetsCurrent,1644700000.000,1705600000.000,1604200000.000,1682700000.000,1767600000.000,2157600000.000,1875400000.000,1844200000.000,1923100000.000,2051300000.000,2834100000.000,2351900000.000,2688300000.000,2834900000.000,2562900000.000,2473100000.000,2597000000.000,2482600000.000,2436300000.000,3511400000.000,3629000000.000,3678000000.000,3523000000.000,4282000000.000,3409000000.000
AssetsHeldForSaleCurrent,0.000,0.000,0.000,0.000,,310800000.000,,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,10000000.000,3600000.000,2800000.000,2900000.000,3900000.000,313400000.000,3600000.000,3700000.000,2400000.000,2800000.000,2300000.000,2200000.000,2700000.000,9300000.000,9100000.000,8000000.000,3600000.000,900000.000,900000.000,600000.000,4000000.000,4000000.000,4000000.000,6000000.000,1000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,8300000.000,8500000.000,6800000.000,0.000,0.000,0.000,0.000,,,,863000000.000,0.000
BuildingsAndImprovementsGross,,,,170000000.000,,,,177700000.000,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,,,,,,149400000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,,,,,69400000.000,,,,61100000.000,,,,66200000.000,,,,6000000.000,
CapitalLeaseObligations,,,,,,,,,,,,16900000.000,,,,26100000.000,,,,9200000.000,,,,,
CapitalLeaseObligationsNoncurrent,,31400000.000,,,,,,,,,,,,,,,,,,,,,,,
CapitalizedComputerSoftwareAccumulatedAmortization,,,610100000.000,635500000.000,659500000.000,637300000.000,674800000.000,604600000.000,644300000.000,662600000.000,687100000.000,701000000.000,674300000.000,663600000.000,691300000.000,699200000.000,689500000.000,674900000.000,686300000.000,715900000.000,779000000.000,794000000.000,740000000.000,768000000.000,790000000.000
CapitalizedComputerSoftwareGross,,,1503200000.000,1517000000.000,1537500000.000,1496400000.000,1526900000.000,1451600000.000,1495400000.000,1511000000.000,1541500000.000,847600000.000,1535400000.000,1533300000.000,1549400000.000,953100000.000,1567700000.000,1580500000.000,1588400000.000,2299500000.000,2387000000.000,2419000000.000,2379000000.000,2376000000.000,2472000000.000
CapitalizedComputerSoftwareNet,,,893100000.000,881500000.000,878000000.000,859100000.000,852100000.000,847000000.000,851100000.000,848400000.000,854400000.000,856500000.000,861100000.000,869700000.000,858100000.000,893400000.000,878200000.000,905600000.000,902100000.000,1583600000.000,1608000000.000,1625000000.000,1639000000.000,1608000000.000,1682000000.000
CashAndCashEquivalentsAtCarryingValue,384100000.000,427300000.000,386800000.000,415500000.000,481700000.000,533800000.000,576600000.000,517600000.000,590600000.000,653100000.000,811600000.000,547500000.000,737700000.000,793700000.000,611800000.000,492800000.000,489000000.000,446400000.000,441500000.000,687600000.000,702000000.000,765000000.000,701000000.000,683000000.000,705000000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
