,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,0.000,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-502000.000,,-102000.000,,,,-844000.000
ComprehensiveIncomeNetOfTax,350000.000,-9552000.000,-1063000.000,-1344000.000,-357000.000,633000.000,-1340000.000,-4815000.000
CostOfGoodsSold,30116000.000,30149000.000,23557000.000,27459000.000,27456000.000,25545000.000,31060000.000,24327000.000
CostsAndExpenses,36997000.000,50318000.000,28572000.000,32427000.000,32443000.000,29493000.000,36223000.000,29004000.000
CurrentFederalTaxExpenseBenefit,,,-40000.000,0.000,265000.000,,,
CurrentStateAndLocalTaxExpenseBenefit,,,-1000.000,7000.000,44000.000,35000.000,120000.000,-180000.000
DeferredFederalIncomeTaxExpenseBenefit,,,-500000.000,,,,,
DeferredIncomeTaxExpenseBenefit,,-3867000.000,,,,,,
DepreciationDepletionAndAmortization,,593000.000,,600000.000,,,,610000.000
EarningsPerShareBasic,0.230,-6.260,-0.700,-0.880,-0.230,0.420,-0.890,-3.160
EarningsPerShareDiluted,0.230,-6.260,-0.700,-0.880,-0.230,0.420,-0.890,-3.160
FederalIncomeTaxExpenseBenefitContinuingOperations,,,-540000.000,,265000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,632000.000,-14463000.000,-1604000.000,-1337000.000,-48000.000,668000.000,-1142000.000,-4995000.000
IncomeTaxExpenseBenefit,282000.000,-4911000.000,-541000.000,7000.000,309000.000,35000.000,198000.000,-180000.000
IncomeTaxExpenseBenefitContinuingOperations,,,-541000.000,7000.000,,,,
IncomeTaxesPaidNet,,,,44000.000,,,,104000.000
IncreaseDecreaseInAccountsPayable,,1777000.000,,3648000.000,,,,1316000.000
IncreaseDecreaseInAccountsReceivable,,-3150000.000,,2229000.000,,,,-710000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,982000.000,,247000.000,,,,53000.000
IncreaseDecreaseInIncomeTaxesReceivable,,1125000.000,,33000.000,,,,283000.000
IncreaseDecreaseInInventories,,3752000.000,,-1681000.000,,,,783000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,-188000.000,,-133000.000,,,,-150000.000
InterestAndOtherIncome,5000.000,1000.000,,,67000.000,,,
InterestExpense,25000.000,25000.000,178000.000,193000.000,156000.000,112000.000,112000.000,113000.000
InterestPaid,,,,61000.000,,,,14000.000
InventoryWriteDown,,154000.000,,60000.000,,,,48000.000
NetCashProvidedByUsedInFinancingActivities,,,,-2434000.000,,,,2750000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,-2434000.000,,,,2750000.000
NetCashProvidedByUsedInInvestingActivities,,-458000.000,,-415000.000,,,,-577000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-458000.000,,-415000.000,,,,-577000.000
NetCashProvidedByUsedInOperatingActivities,,-44000.000,,2747000.000,,,,-3017000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-44000.000,,2747000.000,,,,-3017000.000
NetIncomeLoss,350000.000,-9552000.000,-1063000.000,-1344000.000,-357000.000,633000.000,-1340000.000,-4815000.000
NonoperatingIncomeExpense,-20000.000,-24000.000,-178000.000,-193000.000,-89000.000,-112000.000,-112000.000,-113000.000
OperatingIncomeLoss,652000.000,-14439000.000,-1426000.000,-1144000.000,41000.000,780000.000,-1030000.000,-4882000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,0.000,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,516000.000,,415000.000,,,,577000.000
ProceedsFromLinesOfCredit,,,,12965000.000,,,,10975000.000
ProceedsFromRepaymentsOfNotesPayable,,,,300000.000,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,58000.000,,,,,,
RelatedPartyTransactionAmountsOfTransaction,,,497000.000,464000.000,411000.000,447000.000,418000.000,406000.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,,68000.000,70000.000,47000.000,55000.000,64000.000,57000.000
RepaymentsOfLinesOfCredit,,,,15620000.000,,,,8225000.000
RepaymentsOfNotesPayable,,,,79000.000,,,,
ResultsOfOperationsIncomeBeforeIncomeTaxes,,,-1604000.000,-1337000.000,-48000.000,,,
Revenues,,,,,32484000.000,30273000.000,,24122000.000
SalesRevenueGoodsNet,37649000.000,35879000.000,27146000.000,31283000.000,32484000.000,30273000.000,35193000.000,24122000.000
SalesRevenueNet,,,,,32484000.000,30273000.000,,24122000.000
SellingGeneralAndAdministrativeExpense,6881000.000,6969000.000,5015000.000,4968000.000,4987000.000,5030000.000,5163000.000,4677000.000
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,,,-1000.000,7000.000,44000.000,35000.000,198000.000,-180000.000
WeightedAverageNumberOfDilutedSharesOutstanding,1525000.000,1525000.000,1525000.000,1525000.000,1525000.000,1525000.000,-3050000.000,1525000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,1525000.000,1525000.000,1525000.000,1525000.000,-3050000.000,1525000.000
WeightedAverageNumberOfSharesOutstandingBasic,1525000.000,1525000.000,1525000.000,1525000.000,1525000.000,1525000.000,-3050000.000,1525000.000
